Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Experiment	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	MS/MS / s	Identified MS/MS / s	MS/MS identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
171010_Ip_Hela_ugi	295	252	2.7215	0.5376	140.58	30642	706710	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.221	7.802	7.802	15.87	15.52	0.1701	0	0.1701	0	0	0.3243	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	296	253	2.7304	0.57771	142.34	35186	780720	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.22	7.844	7.844	15.89	15.54	0.1715	0	0.1715	0	0	0.3238	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	297	254	2.7401	0.5894	142.61	30046	616110	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.22	7.888	7.888	15.91	15.56	0.173	0	0.173	0	0	0.3233	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	298	255	2.7499	0.54979	142.49	31063	726300	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.22	7.933	7.933	15.94	15.58	0.1746	0	0.1746	0	0	0.3228	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	299	256	2.7591	0.5719	142.99	31118	709710	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.22	7.975	7.975	15.96	15.6	0.176	0	0.176	0	0	0.3223	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	300	257	2.7686	0.57271	143.29	33097	723310	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.219	8.019	8.019	15.98	15.62	0.1776	0	0.1776	0	0	0.3218	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	301	258	2.7781	0.57369	141.65	52383	794210	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.219	8.063	8.063	16	15.64	0.1791	0	0.1791	0	0	0.3213	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	302	259	2.7877	0.5688	142.11	33182	632890	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.219	8.107	8.107	16.03	15.66	0.1806	0	0.1806	0	0	0.3208	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	303	260	2.7972	0.57491	145.3	33721	635050	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.219	8.15	8.15	16.05	15.68	0.1821	0	0.1821	0	0	0.3203	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	304	261	2.8068	0.59229	143.25	35062	691490	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.219	8.194	8.194	16.07	15.7	0.1836	0	0.1836	0	0	0.3197	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	305	262	2.8166	0.5607	147.66	33019	665900	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.218	8.24	8.24	16.1	15.72	0.1852	0	0.1852	0	0	0.3192	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	306	263	2.826	0.57401	147.3	33568	638660	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.218	8.283	8.283	16.12	15.74	0.1867	0	0.1867	0	0	0.3187	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	307	264	2.8355	0.58	149.48	37405	651860	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.218	8.326	8.326	16.14	15.76	0.1882	0	0.1882	0	0	0.3182	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	308	265	2.8452	0.57479	146.62	41815	762640	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.218	8.371	8.371	16.16	15.78	0.1897	0	0.1897	0	0	0.3177	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	309	266	2.8548	0.5758	142.83	44329	674810	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.217	8.379	8.379	16.17	15.78	0.1906	0	0.1906	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	310	267	2.8644	0.7793	139.66	29584	679420	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.216	8.35	8.35	16.17	15.78	0.1909	0	0.1909	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	312	268	2.8774	0.54261	145.32	31925	741620	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.214	8.311	8.311	16.17	15.78	0.1912	0	0.1912	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	313	269	2.8864	0.7909	142.4	35057	661830	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.213	8.284	8.284	16.16	15.77	0.1914	0	0.1914	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	315	270	2.8996	0.5448	141.22	35515	732830	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.211	8.244	8.244	16.16	15.77	0.1918	0	0.1918	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	316	271	2.9087	0.5879	145.3	38337	658600	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.21	8.217	8.217	16.16	15.77	0.192	0	0.192	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	317	272	2.9185	0.55291	143.22	36158	648610	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.208	8.188	8.188	16.15	15.76	0.1923	0	0.1923	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	318	273	2.9277	0.5806	147.18	34673	672470	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.207	8.16	8.16	16.15	15.76	0.1925	0	0.1925	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	319	274	2.9374	0.57299	147.55	40637	732890	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.206	8.131	8.131	16.15	15.76	0.1928	0	0.1928	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	320	275	2.9469	0.78781	143.01	33437	698650	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.204	8.102	8.102	16.14	15.75	0.193	0	0.193	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	322	276	2.9601	0.54339	146.44	32621	631800	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.202	8.063	8.063	16.14	15.75	0.1934	0	0.1934	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	323	277	2.9691	0.5775	144.28	31029	691100	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.201	8.036	8.036	16.14	15.75	0.1936	0	0.1936	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	324	278	2.9787	0.5725	146.31	28614	670030	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.2	8.007	8.007	16.13	15.74	0.1939	0	0.1939	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	325	279	2.9883	0.57289	143.9	39767	688750	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.199	7.978	7.978	16.13	15.74	0.1941	0	0.1941	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	326	280	2.9978	0.7893	144.88	38329	717270	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.197	7.95	7.95	16.13	15.74	0.1944	0	0.1944	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	328	281	3.011	0.54641	146.55	33278	716130	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.195	7.91	7.91	16.12	15.73	0.1947	0	0.1947	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	329	282	3.0201	0.57179	142.88	32792	612890	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.194	7.883	7.883	16.12	15.73	0.195	0	0.195	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	330	283	3.0296	0.78451	143.76	39235	698510	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.193	7.854	7.854	16.12	15.73	0.1952	0	0.1952	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	332	284	3.0427	0.7597	142.52	39713	863040	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.191	7.815	7.815	16.11	15.72	0.1956	0	0.1956	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	334	285	3.0554	0.5982	200	62757	616750	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.189	7.777	7.777	16.11	15.72	0.1959	0	0.1959	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	335	286	3.0653	0.8454	200	67756	660120	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.188	7.747	7.747	16.11	15.72	0.1962	0	0.1962	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	337	287	3.0794	0.6003	200	69999	616350	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.186	7.705	7.705	16.1	15.71	0.1965	0	0.1965	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	338	288	3.0894	0.62729	200	84649	685040	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.185	7.675	7.675	16.1	15.71	0.1968	0	0.1968	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	339	289	3.0999	0.629	200	72087	678340	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.183	7.644	7.644	16.1	15.71	0.1971	0	0.1971	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	340	290	3.1104	0.63051	200	82135	703420	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.182	7.612	7.612	16.09	15.7	0.1974	0	0.1974	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	341	291	3.1209	0.7674	120.47	55176	813300	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.18	7.581	7.581	16.09	15.7	0.1976	0	0.1976	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	343	292	3.1337	0.5363	139	60253	706840	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.178	7.542	7.542	16.08	15.7	0.198	0	0.198	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	344	293	3.1426	0.568	138.51	48215	700860	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.177	7.516	7.516	16.08	15.69	0.1982	0	0.1982	0	0	0.3175	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	345	294	3.1521	0.7796	135.66	52571	845110	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.176	7.494	7.494	16.07	15.68	0.1981	0	0.1981	0	0	0.3177	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	347	295	3.1651	0.7491	137.04	48125	757680	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.174	7.501	7.501	16.03	15.65	0.196	0	0.196	0	0	0.3191	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	349	296	3.1775	0.53289	135.83	48013	676460	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.171	7.508	7.508	15.99	15.61	0.194	0	0.194	0	0	0.3204	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	350	297	3.1864	0.5671	137.06	57505	693560	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.17	7.512	7.512	15.97	15.59	0.1926	0	0.1926	0	0	0.3213	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	351	298	3.1959	0.78781	141.51	45455	706990	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.168	7.517	7.517	15.94	15.56	0.1911	0	0.1911	0	0	0.3223	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	353	299	3.209	0.75899	147.22	45254	720970	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.166	7.524	7.524	15.9	15.52	0.189	0	0.189	0	0	0.3237	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	355	300	3.2217	0.54321	144.89	42557	608330	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.164	7.53	7.53	15.86	15.49	0.187	0	0.187	0	0	0.325	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	356	301	3.2307	0.79419	145.63	37480	660580	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.162	7.535	7.535	15.83	15.46	0.1856	0	0.1856	0	0	0.326	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	358	302	3.2439	0.75631	144.59	41969	762740	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.16	7.542	7.542	15.79	15.42	0.1835	0	0.1835	0	0	0.3274	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	360	303	3.2565	0.5362	139.1	45586	685320	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.158	7.549	7.549	15.75	15.39	0.1815	0	0.1815	0	0	0.3287	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	361	304	3.2655	0.57439	141.69	79298	782890	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.156	7.553	7.553	15.72	15.36	0.1801	0	0.1801	0	0	0.3297	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	362	305	3.2751	0.5811	135.21	55533	868670	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.154	7.558	7.558	15.7	15.34	0.1786	0	0.1786	0	0	0.3307	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	363	306	3.2847	0.5463	136.54	48905	774860	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.153	7.563	7.563	15.67	15.31	0.177	0	0.177	0	0	0.3317	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	364	307	3.2938	0.56431	135.05	40447	740880	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.151	7.568	7.568	15.64	15.28	0.1756	0	0.1756	0	0	0.3327	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	365	308	3.3033	0.57219	138.93	46149	726720	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.15	7.573	7.573	15.61	15.26	0.1741	0	0.1741	0	0	0.3337	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	366	309	3.3128	0.5681	141.01	46674	728100	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.148	7.578	7.578	15.58	15.23	0.1726	0	0.1726	0	0	0.3347	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	367	310	3.3223	0.56751	139.14	49973	683690	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.146	7.583	7.583	15.55	15.2	0.1711	0	0.1711	0	0	0.3357	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	368	311	3.3317	0.57239	141.3	42710	656860	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.145	7.587	7.587	15.52	15.18	0.1696	0	0.1696	0	0	0.3367	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	369	312	3.3413	0.5898	139.6	59185	738140	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.143	7.592	7.592	15.49	15.15	0.1681	0	0.1681	0	0	0.3377	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	370	313	3.3511	0.54291	136.02	50413	706900	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.141	7.598	7.598	15.46	15.12	0.1665	0	0.1665	0	0	0.3387	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	371	314	3.3601	0.57109	141.39	42031	773530	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.14	7.602	7.602	15.43	15.1	0.1651	0	0.1651	0	0	0.3397	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	372	315	3.3697	0.5694	139.56	49080	742470	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.138	7.607	7.607	15.41	15.07	0.1635	0	0.1635	0	0	0.3407	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	373	316	3.3791	0.57321	141.05	48167	719860	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.136	7.612	7.612	15.38	15.04	0.162	0	0.162	0	0	0.3417	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	374	317	3.3887	0.57321	145.25	55141	792730	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.135	7.617	7.617	15.35	15.01	0.1605	0	0.1605	0	0	0.3427	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	375	318	3.3983	0.56989	141.65	43191	732690	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.133	7.622	7.622	15.32	14.99	0.159	0	0.159	0	0	0.3437	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	376	319	3.4077	0.5898	135.19	48976	832970	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.131	7.627	7.627	15.29	14.96	0.1575	0	0.1575	0	0	0.3447	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	377	320	3.4176	0.54191	134.88	50000	755010	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.13	7.632	7.632	15.26	14.93	0.1559	0	0.1559	0	0	0.3458	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	378	321	3.4266	0.5566	130.07	53244	842070	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.128	7.637	7.637	15.23	14.91	0.1545	0	0.1545	0	0	0.3467	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	379	322	3.4359	0.56481	135.27	48827	741630	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.127	7.641	7.641	15.2	14.88	0.153	0	0.153	0	0	0.3477	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	380	323	3.4453	0.57129	141.24	54078	696060	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.125	7.646	7.646	15.17	14.85	0.1515	0	0.1515	0	0	0.3487	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	381	324	3.4548	0.57391	141.49	42700	693350	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.126	7.671	7.671	15.17	14.85	0.1522	0	0.1522	0	0	0.3493	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	382	325	3.4644	0.5595	133.02	46787	722320	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.131	7.716	7.716	15.19	14.86	0.155	0	0.155	0	0	0.3496	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	383	326	3.4737	0.58549	136.62	46914	683620	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.135	7.76	7.76	15.21	14.88	0.1577	0	0.1577	0	0	0.3498	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	384	327	3.4835	0.5476	138.26	45764	768720	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.14	7.805	7.805	15.23	14.9	0.1605	0	0.1605	0	0	0.3501	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	385	328	3.4926	0.57491	142.24	56110	638800	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.144	7.848	7.848	15.25	14.91	0.1632	0	0.1632	0	0	0.3503	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	386	329	3.5022	0.7871	146.46	42032	675190	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.149	7.893	7.893	15.28	14.93	0.166	0	0.166	0	0	0.3506	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	388	330	3.5153	0.5477	149.6	41469	626420	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.155	7.955	7.955	15.31	14.95	0.1698	0	0.1698	0	0	0.3509	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	389	331	3.5244	0.5719	141.79	41629	651730	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.159	7.997	7.997	15.33	14.96	0.1725	0	0.1725	0	0	0.3512	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	390	332	3.534	1.0148	142.85	44623	716130	2	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.164	8.042	8.042	15.35	14.98	0.1752	0	0.1752	0	0	0.3514	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	393	333	3.5509	0.5466	149.94	61677	638790	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.172	8.121	8.121	15.39	15.01	0.1801	0	0.1801	0	0	0.3519	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	394	334	3.56	0.5807	150.52	45300	633110	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.176	8.164	8.164	15.41	15.02	0.1828	0	0.1828	0	0	0.3521	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	395	335	3.5697	0.5777	145.04	35357	646150	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.18	8.209	8.209	15.43	15.04	0.1856	0	0.1856	0	0	0.3524	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	396	336	3.5793	0.57351	141.67	38629	801570	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.185	8.254	8.254	15.45	15.05	0.1884	0	0.1884	0	0	0.3526	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	397	337	3.5888	0.5705	145.79	36234	655910	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.189	8.299	8.299	15.47	15.07	0.1912	0	0.1912	0	0	0.3529	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	398	338	3.5984	0.7801	139.95	41300	674930	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.194	8.343	8.343	15.49	15.08	0.194	0	0.194	0	0	0.3531	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	400	339	3.6114	0.82439	200	82160	702800	1	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.2	8.404	8.404	15.52	15.11	0.1977	0	0.1977	0	0	0.3535	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	402	340	3.6251	0.53341	134.66	95563	764130	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.206	8.469	8.469	15.55	15.13	0.2017	0	0.2017	0	0	0.3538	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	403	341	3.634	0.5972	169.49	86723	672360	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.211	8.51	8.51	15.57	15.14	0.2043	0	0.2043	0	0	0.3541	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	404	342	3.6439	0.56371	133.22	90568	736050	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.215	8.557	8.557	15.59	15.16	0.2072	0	0.2072	0	0	0.3543	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	405	343	3.6533	0.5585	126.7	83435	730760	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.22	8.601	8.601	15.62	15.17	0.21	0	0.21	0	0	0.3546	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	406	344	3.6626	0.62729	200	99355	764320	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.224	8.645	8.645	15.64	15.19	0.2127	0	0.2127	0	0	0.3548	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	407	345	3.6731	0.64899	200	110000	750780	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.229	8.694	8.694	15.66	15.21	0.2157	0	0.2157	0	0	0.3551	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	408	346	3.6839	0.60971	200	91871	708200	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.234	8.744	8.744	15.68	15.22	0.2189	0	0.2189	0	0	0.3554	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	409	347	3.6941	0.6315	200	92626	670770	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.239	8.792	8.792	15.71	15.24	0.2218	0	0.2218	0	0	0.3557	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	410	348	3.7046	0.62669	200	80898	615340	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.244	8.841	8.841	15.73	15.26	0.2249	0	0.2249	0	0	0.3559	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	411	349	3.715	0.6309	200	89481	635510	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.249	8.89	8.89	15.75	15.28	0.2279	0	0.2279	0	0	0.3562	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	412	350	3.7256	0.62831	200	82978	632660	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.254	8.939	8.939	15.78	15.29	0.231	0	0.231	0	0	0.3565	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	413	351	3.736	0.63279	200	80915	663430	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.259	8.988	8.988	15.8	15.31	0.234	0	0.234	0	0	0.3568	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	414	352	3.7466	0.6324	200	63050	582230	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.264	9.038	9.038	15.83	15.33	0.2371	0	0.2371	0	0	0.3571	0	0	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	415	353	3.7571	0.6238	200	82651	599000	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.267	9.069	9.069	15.82	15.32	0.2381	0	0.2381	0	0	0.3575	0.0003766	0.1053	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	416	354	3.7675	0.62901	200	89493	707310	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.271	9.091	9.091	15.8	15.3	0.2381	0	0.2381	0	0	0.3581	0.0009267	0.2588	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	417	355	3.778	0.6317	200	88894	665310	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.274	9.113	9.113	15.78	15.28	0.2381	0	0.2381	0	0	0.3586	0.001481	0.4131	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	418	356	3.7885	0.62769	200	90522	654920	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.277	9.135	9.135	15.76	15.26	0.2381	0	0.2381	0	0	0.3592	0.002038	0.5675	NaN	NaN	NaN	NaN
171010_Ip_Hela_ugi	419	357	3.799	0.6295	200	85747	630450	0	0	//data/RawRead/171010_Ip_Hela_ugi.raw	3.281	9.157	9.157	15.74	15.24	0.2381	0	0.2381	0	0	0.3597	0.002592	0.7205	NaN	NaN	NaN	NaN
