Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]	MS/MS / Da	Identified MS/MS / Da	Identification rate [%]
171010_Ip_Hela_ugi	425	613.6	30.24	4.286	0	0.2143	0	0	0.2607	0	0
171010_Ip_Hela_ugi	426	618.1	30.47	4.286	0	0.2143	0	0	0.2629	0	0
171010_Ip_Hela_ugi	427	622.7	30.7	4.286	0	0.2143	0	0	0.265	0	0
171010_Ip_Hela_ugi	428	627.3	30.93	4.286	0	0.2143	0	0	0.2671	0	0
171010_Ip_Hela_ugi	429	631.9	31.16	4.286	0	0.2143	0	0	0.2693	0	0
171010_Ip_Hela_ugi	430	636.4	31.39	4.286	0	0.2143	0	0	0.2714	0	0
171010_Ip_Hela_ugi	431	640.9	31.59	4.45	0	0.2225	0	0	0.2764	0	0
171010_Ip_Hela_ugi	432	645.4	31.8	4.614	0	0.2307	0	0	0.2814	0	0
171010_Ip_Hela_ugi	433	649.8	32.01	4.779	0	0.2389	0	0	0.2864	0	0
171010_Ip_Hela_ugi	434	654.3	32.21	4.943	0	0.2471	0	0	0.2914	0	0
171010_Ip_Hela_ugi	435	658.8	32.42	5.107	0	0.2554	0	0	0.2964	0	0
171010_Ip_Hela_ugi	436	663.2	32.63	5.271	0	0.2636	0	0	0.3014	0	0
171010_Ip_Hela_ugi	437	667.7	32.83	5.436	0	0.2718	0	0	0.3064	0	0
171010_Ip_Hela_ugi	438	672.1	33.04	5.6	0	0.28	0	0	0.3114	0	0
171010_Ip_Hela_ugi	439	676.6	33.25	5.764	0	0.2882	0	0	0.3164	0	0
171010_Ip_Hela_ugi	440	681.1	33.45	5.929	0	0.2964	0	0	0.3214	0	0
171010_Ip_Hela_ugi	441	685.5	33.66	6.093	0	0.3046	0	0	0.3264	0	0
171010_Ip_Hela_ugi	442	690	33.87	6.257	0	0.3129	0	0	0.3314	0	0
171010_Ip_Hela_ugi	443	694.5	34.07	6.421	0	0.3211	0	0	0.3364	0	0
171010_Ip_Hela_ugi	444	698.9	34.28	6.586	0	0.3293	0	0	0.3414	0	0
171010_Ip_Hela_ugi	445	703.4	34.49	6.75	0	0.3375	0	0	0.3464	0	0
171010_Ip_Hela_ugi	446	707.9	34.69	6.914	0	0.3457	0	0	0.3514	0	0
171010_Ip_Hela_ugi	447	712.3	34.9	7.079	0	0.3539	0	0	0.3564	0	0
171010_Ip_Hela_ugi	448	716.8	35.11	7.243	0	0.3621	0	0	0.3614	0	0
171010_Ip_Hela_ugi	449	721.2	35.31	7.407	0	0.3704	0	0	0.3664	0	0
171010_Ip_Hela_ugi	450	725.7	35.52	7.571	0	0.3786	0	0	0.3714	0	0
171010_Ip_Hela_ugi	451	731.6	35.81	7.586	0	0.3793	0	0	0.3807	0.0007143	0.1876
171010_Ip_Hela_ugi	452	737.5	36.11	7.6	0	0.38	0	0	0.39	0.001429	0.3663
171010_Ip_Hela_ugi	453	743.3	36.4	7.614	0	0.3807	0	0	0.3993	0.002143	0.5367
171010_Ip_Hela_ugi	454	749.2	36.69	7.629	0	0.3814	0	0	0.4086	0.002857	0.6993
171010_Ip_Hela_ugi	455	755.1	36.98	7.643	0	0.3821	0	0	0.4179	0.003571	0.8547
171010_Ip_Hela_ugi	456	760.9	37.27	7.657	0	0.3829	0	0	0.4271	0.004286	1.003
171010_Ip_Hela_ugi	457	766.8	37.57	7.671	0	0.3836	0	0	0.4364	0.005	1.146
171010_Ip_Hela_ugi	458	772.7	37.86	7.686	0	0.3843	0	0	0.4457	0.005714	1.282
171010_Ip_Hela_ugi	459	778.6	38.15	7.7	0	0.385	0	0	0.455	0.006429	1.413
171010_Ip_Hela_ugi	460	784.4	38.44	7.714	0	0.3857	0	0	0.4643	0.007143	1.538
171010_Ip_Hela_ugi	461	790.3	38.73	7.729	0	0.3864	0	0	0.4736	0.007857	1.659
171010_Ip_Hela_ugi	462	796.2	39.03	7.743	0	0.3871	0	0	0.4829	0.008571	1.775
171010_Ip_Hela_ugi	463	802	39.32	7.757	0	0.3879	0	0	0.4921	0.009286	1.887
171010_Ip_Hela_ugi	464	807.9	39.61	7.771	0	0.3886	0	0	0.5014	0.01	1.994
171010_Ip_Hela_ugi	465	813.8	39.9	7.786	0	0.3893	0	0	0.5107	0.01071	2.098
171010_Ip_Hela_ugi	466	819.7	40.2	7.8	0	0.39	0	0	0.52	0.01143	2.198
171010_Ip_Hela_ugi	467	825.5	40.49	7.814	0	0.3907	0	0	0.5293	0.01214	2.294
171010_Ip_Hela_ugi	468	831.4	40.78	7.829	0	0.3914	0	0	0.5386	0.01286	2.387
171010_Ip_Hela_ugi	469	837.3	41.07	7.843	0	0.3921	0	0	0.5479	0.01357	2.477
171010_Ip_Hela_ugi	470	843.1	41.36	7.857	0	0.3929	0	0	0.5571	0.01429	2.564
171010_Ip_Hela_ugi	471	842.2	41.32	7.821	0	0.3911	0	0	0.5611	0.01429	2.546
171010_Ip_Hela_ugi	472	841.3	41.28	7.786	0	0.3893	0	0	0.565	0.01429	2.528
171010_Ip_Hela_ugi	473	840.4	41.24	7.75	0	0.3875	0	0	0.5689	0.01429	2.511
171010_Ip_Hela_ugi	474	839.5	41.2	7.714	0	0.3857	0	0	0.5729	0.01429	2.494
171010_Ip_Hela_ugi	475	838.6	41.16	7.679	0	0.3839	0	0	0.5768	0.01429	2.477
171010_Ip_Hela_ugi	476	837.7	41.12	7.643	0	0.3821	0	0	0.5807	0.01429	2.46
171010_Ip_Hela_ugi	477	836.8	41.07	7.607	0	0.3804	0	0	0.5846	0.01429	2.443
171010_Ip_Hela_ugi	478	835.9	41.03	7.571	0	0.3786	0	0	0.5886	0.01429	2.427
171010_Ip_Hela_ugi	479	835	40.99	7.536	0	0.3768	0	0	0.5925	0.01429	2.411
171010_Ip_Hela_ugi	480	834.1	40.95	7.5	0	0.375	0	0	0.5964	0.01429	2.395
171010_Ip_Hela_ugi	481	833.2	40.91	7.464	0	0.3732	0	0	0.6004	0.01429	2.38
171010_Ip_Hela_ugi	482	832.3	40.87	7.429	0	0.3714	0	0	0.6043	0.01429	2.364
171010_Ip_Hela_ugi	483	831.4	40.83	7.393	0	0.3696	0	0	0.6082	0.01429	2.349
171010_Ip_Hela_ugi	484	830.5	40.78	7.357	0	0.3679	0	0	0.6121	0.01429	2.334
171010_Ip_Hela_ugi	485	829.6	40.74	7.321	0	0.3661	0	0	0.6161	0.01429	2.319
171010_Ip_Hela_ugi	486	828.7	40.7	7.286	0	0.3643	0	0	0.62	0.01429	2.304
171010_Ip_Hela_ugi	487	827.8	40.66	7.25	0	0.3625	0	0	0.6239	0.01429	2.29
171010_Ip_Hela_ugi	488	826.9	40.62	7.214	0	0.3607	0	0	0.6279	0.01429	2.275
171010_Ip_Hela_ugi	489	826	40.58	7.179	0	0.3589	0	0	0.6318	0.01429	2.261
171010_Ip_Hela_ugi	490	825.1	40.54	7.143	0	0.3571	0	0	0.6357	0.01429	2.247
171010_Ip_Hela_ugi	491	821.1	40.34	7.143	0	0.3571	0	0	0.6396	0.01429	2.233
171010_Ip_Hela_ugi	492	817.1	40.14	7.143	0	0.3571	0	0	0.6436	0.01429	2.22
171010_Ip_Hela_ugi	493	813.1	39.94	7.143	0	0.3571	0	0	0.6475	0.01429	2.206
171010_Ip_Hela_ugi	494	809.1	39.74	7.143	0	0.3571	0	0	0.6514	0.01429	2.193
171010_Ip_Hela_ugi	495	805.1	39.54	7.143	0	0.3571	0	0	0.6554	0.01429	2.18
171010_Ip_Hela_ugi	496	801.1	39.34	7.143	0	0.3571	0	0	0.6593	0.01429	2.167
171010_Ip_Hela_ugi	497	797.1	39.14	7.143	0	0.3571	0	0	0.6632	0.01429	2.154
171010_Ip_Hela_ugi	498	793.1	38.94	7.143	0	0.3571	0	0	0.6671	0.01429	2.141
171010_Ip_Hela_ugi	499	789.1	38.74	7.143	0	0.3571	0	0	0.6711	0.01429	2.129
171010_Ip_Hela_ugi	500	785.1	38.54	7.143	0	0.3571	0	0	0.675	0.01429	2.116
171010_Ip_Hela_ugi	501	781.1	38.34	7.143	0	0.3571	0	0	0.6789	0.01429	2.104
171010_Ip_Hela_ugi	502	777.1	38.14	7.143	0	0.3571	0	0	0.6829	0.01429	2.092
171010_Ip_Hela_ugi	503	773	37.94	7.143	0	0.3571	0	0	0.6868	0.01429	2.08
171010_Ip_Hela_ugi	504	769	37.74	7.143	0	0.3571	0	0	0.6907	0.01429	2.068
171010_Ip_Hela_ugi	505	765	37.54	7.143	0	0.3571	0	0	0.6946	0.01429	2.057
171010_Ip_Hela_ugi	506	761	37.34	7.143	0	0.3571	0	0	0.6986	0.01429	2.045
171010_Ip_Hela_ugi	507	757	37.14	7.143	0	0.3571	0	0	0.7025	0.01429	2.034
171010_Ip_Hela_ugi	508	753	36.94	7.143	0	0.3571	0	0	0.7064	0.01429	2.022
171010_Ip_Hela_ugi	509	749	36.74	7.143	0	0.3571	0	0	0.7104	0.01429	2.011
171010_Ip_Hela_ugi	510	745	36.54	7.143	0	0.3571	0	0	0.7143	0.01429	2
171010_Ip_Hela_ugi	511	740.1	36.29	7.186	0	0.3593	0	0	0.7132	0.01429	2.003
171010_Ip_Hela_ugi	512	735.2	36.03	7.229	0	0.3614	0	0	0.7121	0.01429	2.006
171010_Ip_Hela_ugi	513	730.3	35.78	7.271	0	0.3636	0	0	0.7111	0.01429	2.009
171010_Ip_Hela_ugi	514	725.3	35.53	7.314	0	0.3657	0	0	0.71	0.01429	2.012
171010_Ip_Hela_ugi	515	720.4	35.28	7.357	0	0.3679	0	0	0.7089	0.01429	2.015
171010_Ip_Hela_ugi	516	715.5	35.03	7.4	0	0.37	0	0	0.7079	0.01429	2.018
171010_Ip_Hela_ugi	517	710.6	34.78	7.443	0	0.3721	0	0	0.7068	0.01429	2.021
171010_Ip_Hela_ugi	518	705.7	34.53	7.486	0	0.3743	0	0	0.7057	0.01429	2.024
171010_Ip_Hela_ugi	519	700.8	34.28	7.529	0	0.3764	0	0	0.7046	0.01429	2.027
171010_Ip_Hela_ugi	520	695.9	34.03	7.571	0	0.3786	0	0	0.7036	0.01429	2.03
171010_Ip_Hela_ugi	521	690.9	33.78	7.614	0	0.3807	0	0	0.7025	0.01429	2.034
171010_Ip_Hela_ugi	522	686	33.53	7.657	0	0.3829	0	0	0.7014	0.01429	2.037
171010_Ip_Hela_ugi	523	681.1	33.28	7.7	0	0.385	0	0	0.7004	0.01429	2.04
171010_Ip_Hela_ugi	524	676.2	33.03	7.743	0	0.3871	0	0	0.6993	0.01429	2.043
171010_Ip_Hela_ugi	525	671.3	32.78	7.786	0	0.3893	0	0	0.6982	0.01429	2.046
171010_Ip_Hela_ugi	526	666.4	32.53	7.829	0	0.3914	0	0	0.6971	0.01429	2.049
171010_Ip_Hela_ugi	527	661.5	32.28	7.871	0	0.3936	0	0	0.6961	0.01429	2.052
171010_Ip_Hela_ugi	528	656.5	32.03	7.914	0	0.3957	0	0	0.695	0.01429	2.055
171010_Ip_Hela_ugi	529	651.6	31.78	7.957	0	0.3979	0	0	0.6939	0.01429	2.059
171010_Ip_Hela_ugi	530	646.7	31.53	8	0	0.4	0	0	0.6929	0.01429	2.062
171010_Ip_Hela_ugi	531	643	31.34	8.014	0	0.4007	0	0	0.6961	0.015	2.155
171010_Ip_Hela_ugi	532	639.4	31.16	8.029	0	0.4014	0	0	0.6993	0.01571	2.247
171010_Ip_Hela_ugi	533	635.7	30.97	8.043	0	0.4021	0	0	0.7025	0.01643	2.339
171010_Ip_Hela_ugi	534	632.1	30.79	8.057	0	0.4029	0	0	0.7057	0.01714	2.429
171010_Ip_Hela_ugi	535	628.4	30.61	8.071	0	0.4036	0	0	0.7089	0.01786	2.519
171010_Ip_Hela_ugi	536	624.7	30.42	8.086	0	0.4043	0	0	0.7121	0.01857	2.608
171010_Ip_Hela_ugi	537	621.1	30.24	8.1	0	0.405	0	0	0.7154	0.01929	2.696
171010_Ip_Hela_ugi	538	617.4	30.05	8.114	0	0.4057	0	0	0.7186	0.02	2.783
171010_Ip_Hela_ugi	539	613.7	29.87	8.129	0	0.4064	0	0	0.7218	0.02071	2.87
171010_Ip_Hela_ugi	540	610.1	29.68	8.143	0	0.4071	0	0	0.725	0.02143	2.956
171010_Ip_Hela_ugi	541	606.4	29.5	8.157	0	0.4079	0	0	0.7282	0.02214	3.041
171010_Ip_Hela_ugi	542	602.7	29.31	8.171	0	0.4086	0	0	0.7314	0.02286	3.125
171010_Ip_Hela_ugi	543	599.1	29.13	8.186	0	0.4093	0	0	0.7346	0.02357	3.209
171010_Ip_Hela_ugi	544	595.4	28.94	8.2	0	0.41	0	0	0.7379	0.02429	3.291
171010_Ip_Hela_ugi	545	591.8	28.76	8.214	0	0.4107	0	0	0.7411	0.025	3.373
171010_Ip_Hela_ugi	546	588.1	28.57	8.229	0	0.4114	0	0	0.7443	0.02571	3.455
171010_Ip_Hela_ugi	547	584.4	28.39	8.243	0	0.4121	0	0	0.7475	0.02643	3.536
171010_Ip_Hela_ugi	548	580.8	28.21	8.257	0	0.4129	0	0	0.7507	0.02714	3.616
171010_Ip_Hela_ugi	549	577.1	28.02	8.271	0	0.4136	0	0	0.7539	0.02786	3.695
171010_Ip_Hela_ugi	550	573.4	27.84	8.286	0	0.4143	0	0	0.7571	0.02857	3.774
171010_Ip_Hela_ugi	551	572.2	27.77	8.293	0	0.4146	0	0	0.7643	0.02857	3.738
171010_Ip_Hela_ugi	552	570.9	27.71	8.3	0	0.415	0	0	0.7714	0.02857	3.704
171010_Ip_Hela_ugi	553	569.6	27.64	8.307	0	0.4154	0	0	0.7786	0.02857	3.67
171010_Ip_Hela_ugi	554	568.3	27.58	8.314	0	0.4157	0	0	0.7857	0.02857	3.636
171010_Ip_Hela_ugi	555	567.1	27.51	8.321	0	0.4161	0	0	0.7929	0.02857	3.604
171010_Ip_Hela_ugi	556	565.8	27.45	8.329	0	0.4164	0	0	0.8	0.02857	3.571
171010_Ip_Hela_ugi	557	564.5	27.39	8.336	0	0.4168	0	0	0.8071	0.02857	3.54
171010_Ip_Hela_ugi	558	563.3	27.32	8.343	0	0.4171	0	0	0.8143	0.02857	3.509
171010_Ip_Hela_ugi	559	562	27.26	8.35	0	0.4175	0	0	0.8214	0.02857	3.478
171010_Ip_Hela_ugi	560	560.7	27.19	8.357	0	0.4179	0	0	0.8286	0.02857	3.448
171010_Ip_Hela_ugi	561	559.4	27.13	8.364	0	0.4182	0	0	0.8357	0.02857	3.419
171010_Ip_Hela_ugi	562	558.2	27.06	8.371	0	0.4186	0	0	0.8429	0.02857	3.39
171010_Ip_Hela_ugi	563	556.9	27	8.379	0	0.4189	0	0	0.85	0.02857	3.361
171010_Ip_Hela_ugi	564	555.6	26.94	8.386	0	0.4193	0	0	0.8571	0.02857	3.333
171010_Ip_Hela_ugi	565	554.4	26.87	8.393	0	0.4196	0	0	0.8643	0.02857	3.306
171010_Ip_Hela_ugi	566	553.1	26.81	8.4	0	0.42	0	0	0.8714	0.02857	3.279
171010_Ip_Hela_ugi	567	551.8	26.74	8.407	0	0.4204	0	0	0.8786	0.02857	3.252
171010_Ip_Hela_ugi	568	550.5	26.68	8.414	0	0.4207	0	0	0.8857	0.02857	3.226
171010_Ip_Hela_ugi	569	549.3	26.61	8.421	0	0.4211	0	0	0.8929	0.02857	3.2
171010_Ip_Hela_ugi	570	548	26.55	8.429	0	0.4214	0	0	0.9	0.02857	3.175
171010_Ip_Hela_ugi	571	547.2	26.52	8.279	0	0.4139	0	0	0.9046	0.02893	3.198
171010_Ip_Hela_ugi	572	546.3	26.5	8.129	0	0.4064	0	0	0.9093	0.02929	3.221
171010_Ip_Hela_ugi	573	545.5	26.47	7.979	0	0.3989	0	0	0.9139	0.02964	3.243
171010_Ip_Hela_ugi	574	544.7	26.44	7.829	0	0.3914	0	0	0.9186	0.03	3.266
171010_Ip_Hela_ugi	575	543.8	26.42	7.679	0	0.3839	0	0	0.9232	0.03036	3.288
171010_Ip_Hela_ugi	576	543	26.39	7.529	0	0.3764	0	0	0.9279	0.03071	3.31
171010_Ip_Hela_ugi	577	542.2	26.36	7.379	0	0.3689	0	0	0.9325	0.03107	3.332
171010_Ip_Hela_ugi	578	541.3	26.34	7.229	0	0.3614	0	0	0.9371	0.03143	3.354
171010_Ip_Hela_ugi	579	540.5	26.31	7.079	0	0.3539	0	0	0.9418	0.03179	3.375
171010_Ip_Hela_ugi	580	539.6	26.28	6.929	0	0.3464	0	0	0.9464	0.03214	3.396
171010_Ip_Hela_ugi	581	538.8	26.26	6.779	0	0.3389	0	0	0.9511	0.0325	3.417
171010_Ip_Hela_ugi	582	538	26.23	6.629	0	0.3314	0	0	0.9557	0.03286	3.438
171010_Ip_Hela_ugi	583	537.1	26.2	6.479	0	0.3239	0	0	0.9604	0.03321	3.459
171010_Ip_Hela_ugi	584	536.3	26.18	6.329	0	0.3164	0	0	0.965	0.03357	3.479
171010_Ip_Hela_ugi	585	535.5	26.15	6.179	0	0.3089	0	0	0.9696	0.03393	3.499
171010_Ip_Hela_ugi	586	534.6	26.12	6.029	0	0.3014	0	0	0.9743	0.03429	3.519
171010_Ip_Hela_ugi	587	533.8	26.09	5.879	0	0.2939	0	0	0.9789	0.03464	3.539
171010_Ip_Hela_ugi	588	533	26.07	5.729	0	0.2864	0	0	0.9836	0.035	3.558
171010_Ip_Hela_ugi	589	532.1	26.04	5.579	0	0.2789	0	0	0.9882	0.03536	3.578
171010_Ip_Hela_ugi	590	531.3	26.01	5.429	0	0.2714	0	0	0.9929	0.03571	3.597
171010_Ip_Hela_ugi	591	527.9	25.83	5.586	0	0.2793	0	0	0.9861	0.035	3.549
171010_Ip_Hela_ugi	592	524.5	25.64	5.743	0	0.2871	0	0	0.9793	0.03429	3.501
171010_Ip_Hela_ugi	593	521	25.45	5.9	0	0.295	0	0	0.9725	0.03357	3.452
171010_Ip_Hela_ugi	594	517.6	25.26	6.057	0	0.3029	0	0	0.9657	0.03286	3.402
171010_Ip_Hela_ugi	595	514.2	25.07	6.214	0	0.3107	0	0	0.9589	0.03214	3.352
171010_Ip_Hela_ugi	596	510.8	24.88	6.371	0	0.3186	0	0	0.9521	0.03143	3.301
171010_Ip_Hela_ugi	597	507.4	24.69	6.529	0	0.3264	0	0	0.9454	0.03071	3.249
171010_Ip_Hela_ugi	598	504	24.5	6.686	0	0.3343	0	0	0.9386	0.03	3.196
171010_Ip_Hela_ugi	599	500.6	24.31	6.843	0	0.3421	0	0	0.9318	0.02929	3.143
171010_Ip_Hela_ugi	600	497.1	24.12	7	0	0.35	0	0	0.925	0.02857	3.089
171010_Ip_Hela_ugi	601	493.7	23.93	7.157	0	0.3579	0	0	0.9182	0.02786	3.034
171010_Ip_Hela_ugi	602	490.3	23.74	7.314	0	0.3657	0	0	0.9114	0.02714	2.978
171010_Ip_Hela_ugi	603	486.9	23.55	7.471	0	0.3736	0	0	0.9046	0.02643	2.921
171010_Ip_Hela_ugi	604	483.5	23.36	7.629	0	0.3814	0	0	0.8979	0.02571	2.864
171010_Ip_Hela_ugi	605	480.1	23.18	7.786	0	0.3893	0	0	0.8911	0.025	2.806
171010_Ip_Hela_ugi	606	476.7	22.99	7.943	0	0.3971	0	0	0.8843	0.02429	2.746
171010_Ip_Hela_ugi	607	473.2	22.8	8.1	0	0.405	0	0	0.8775	0.02357	2.686
171010_Ip_Hela_ugi	608	469.8	22.61	8.257	0	0.4129	0	0	0.8707	0.02286	2.625
171010_Ip_Hela_ugi	609	466.4	22.42	8.414	0	0.4207	0	0	0.8639	0.02214	2.563
171010_Ip_Hela_ugi	610	463	22.23	8.571	0	0.4286	0	0	0.8571	0.02143	2.5
171010_Ip_Hela_ugi	611	459	22.03	8.571	0	0.4286	0	0	0.8511	0.02143	2.518
171010_Ip_Hela_ugi	612	455.1	21.83	8.571	0	0.4286	0	0	0.845	0.02143	2.536
171010_Ip_Hela_ugi	613	451.2	21.64	8.571	0	0.4286	0	0	0.8389	0.02143	2.554
171010_Ip_Hela_ugi	614	447.2	21.44	8.571	0	0.4286	0	0	0.8329	0.02143	2.573
171010_Ip_Hela_ugi	615	443.2	21.24	8.571	0	0.4286	0	0	0.8268	0.02143	2.592
171010_Ip_Hela_ugi	616	439.3	21.04	8.571	0	0.4286	0	0	0.8207	0.02143	2.611
171010_Ip_Hela_ugi	617	435.4	20.85	8.571	0	0.4286	0	0	0.8146	0.02143	2.63
171010_Ip_Hela_ugi	618	431.4	20.65	8.571	0	0.4286	0	0	0.8086	0.02143	2.65
171010_Ip_Hela_ugi	619	427.4	20.45	8.571	0	0.4286	0	0	0.8025	0.02143	2.67
171010_Ip_Hela_ugi	620	423.5	20.25	8.571	0	0.4286	0	0	0.7964	0.02143	2.691
171010_Ip_Hela_ugi	621	419.6	20.06	8.571	0	0.4286	0	0	0.7904	0.02143	2.711
171010_Ip_Hela_ugi	622	415.6	19.86	8.571	0	0.4286	0	0	0.7843	0.02143	2.732
171010_Ip_Hela_ugi	623	411.6	19.66	8.571	0	0.4286	0	0	0.7782	0.02143	2.754
171010_Ip_Hela_ugi	624	407.7	19.46	8.571	0	0.4286	0	0	0.7721	0.02143	2.775
171010_Ip_Hela_ugi	625	403.8	19.27	8.571	0	0.4286	0	0	0.7661	0.02143	2.797
171010_Ip_Hela_ugi	626	399.8	19.07	8.571	0	0.4286	0	0	0.76	0.02143	2.82
171010_Ip_Hela_ugi	627	395.8	18.87	8.571	0	0.4286	0	0	0.7539	0.02143	2.842
171010_Ip_Hela_ugi	628	391.9	18.67	8.571	0	0.4286	0	0	0.7479	0.02143	2.865
171010_Ip_Hela_ugi	629	388	18.48	8.571	0	0.4286	0	0	0.7418	0.02143	2.889
171010_Ip_Hela_ugi	630	384	18.28	8.571	0	0.4286	0	0	0.7357	0.02143	2.913
171010_Ip_Hela_ugi	631	382	18.18	8.507	0	0.4254	0	0	0.7329	0.02143	2.924
171010_Ip_Hela_ugi	632	379.9	18.09	8.443	0	0.4221	0	0	0.73	0.02143	2.935
171010_Ip_Hela_ugi	633	377.9	17.99	8.379	0	0.4189	0	0	0.7271	0.02143	2.947
171010_Ip_Hela_ugi	634	375.9	17.9	8.314	0	0.4157	0	0	0.7243	0.02143	2.959
171010_Ip_Hela_ugi	635	373.9	17.8	8.25	0	0.4125	0	0	0.7214	0.02143	2.97
171010_Ip_Hela_ugi	636	371.8	17.71	8.186	0	0.4093	0	0	0.7186	0.02143	2.982
171010_Ip_Hela_ugi	637	369.8	17.61	8.121	0	0.4061	0	0	0.7157	0.02143	2.994
171010_Ip_Hela_ugi	638	367.8	17.52	8.057	0	0.4029	0	0	0.7129	0.02143	3.006
171010_Ip_Hela_ugi	639	365.7	17.42	7.993	0	0.3996	0	0	0.71	0.02143	3.018
171010_Ip_Hela_ugi	640	363.7	17.33	7.929	0	0.3964	0	0	0.7071	0.02143	3.03
171010_Ip_Hela_ugi	641	361.7	17.23	7.864	0	0.3932	0	0	0.7043	0.02143	3.043
171010_Ip_Hela_ugi	642	359.7	17.14	7.8	0	0.39	0	0	0.7014	0.02143	3.055
171010_Ip_Hela_ugi	643	357.6	17.04	7.736	0	0.3868	0	0	0.6986	0.02143	3.067
171010_Ip_Hela_ugi	644	355.6	16.95	7.671	0	0.3836	0	0	0.6957	0.02143	3.08
171010_Ip_Hela_ugi	645	353.6	16.85	7.607	0	0.3804	0	0	0.6929	0.02143	3.093
171010_Ip_Hela_ugi	646	351.5	16.76	7.543	0	0.3771	0	0	0.69	0.02143	3.106
171010_Ip_Hela_ugi	647	349.5	16.66	7.479	0	0.3739	0	0	0.6871	0.02143	3.119
171010_Ip_Hela_ugi	648	347.5	16.57	7.414	0	0.3707	0	0	0.6843	0.02143	3.132
171010_Ip_Hela_ugi	649	345.5	16.47	7.35	0	0.3675	0	0	0.6814	0.02143	3.145
171010_Ip_Hela_ugi	650	343.4	16.38	7.286	0	0.3643	0	0	0.6786	0.02143	3.158
171010_Ip_Hela_ugi	651	341.4	16.29	7.15	0	0.3575	0	0	0.6761	0.02143	3.17
171010_Ip_Hela_ugi	652	339.3	16.2	7.014	0	0.3507	0	0	0.6736	0.02143	3.181
171010_Ip_Hela_ugi	653	337.2	16.11	6.879	0	0.3439	0	0	0.6711	0.02143	3.193
171010_Ip_Hela_ugi	654	335.1	16.02	6.743	0	0.3371	0	0	0.6686	0.02143	3.205
171010_Ip_Hela_ugi	655	333.1	15.93	6.607	0	0.3304	0	0	0.6661	0.02143	3.217
171010_Ip_Hela_ugi	656	331	15.84	6.471	0	0.3236	0	0	0.6636	0.02143	3.229
171010_Ip_Hela_ugi	657	328.9	15.75	6.336	0	0.3168	0	0	0.6611	0.02143	3.241
171010_Ip_Hela_ugi	658	326.9	15.66	6.2	0	0.31	0	0	0.6586	0.02143	3.254
171010_Ip_Hela_ugi	659	324.8	15.57	6.064	0	0.3032	0	0	0.6561	0.02143	3.266
171010_Ip_Hela_ugi	660	322.7	15.48	5.929	0	0.2964	0	0	0.6536	0.02143	3.279
171010_Ip_Hela_ugi	661	320.6	15.39	5.793	0	0.2896	0	0	0.6511	0.02143	3.291
171010_Ip_Hela_ugi	662	318.6	15.3	5.657	0	0.2829	0	0	0.6486	0.02143	3.304
171010_Ip_Hela_ugi	663	316.5	15.21	5.521	0	0.2761	0	0	0.6461	0.02143	3.317
171010_Ip_Hela_ugi	664	314.4	15.12	5.386	0	0.2693	0	0	0.6436	0.02143	3.33
171010_Ip_Hela_ugi	665	312.4	15.03	5.25	0	0.2625	0	0	0.6411	0.02143	3.343
171010_Ip_Hela_ugi	666	310.3	14.94	5.114	0	0.2557	0	0	0.6386	0.02143	3.356
171010_Ip_Hela_ugi	667	308.2	14.85	4.979	0	0.2489	0	0	0.6361	0.02143	3.369
171010_Ip_Hela_ugi	668	306.1	14.77	4.843	0	0.2421	0	0	0.6336	0.02143	3.382
171010_Ip_Hela_ugi	669	304.1	14.68	4.707	0	0.2354	0	0	0.6311	0.02143	3.396
171010_Ip_Hela_ugi	670	302	14.59	4.571	0	0.2286	0	0	0.6286	0.02143	3.409
171010_Ip_Hela_ugi	671	301.1	14.53	4.7	0	0.235	0	0	0.6243	0.02071	3.318
171010_Ip_Hela_ugi	672	300.3	14.47	4.829	0	0.2414	0	0	0.62	0.02	3.226
171010_Ip_Hela_ugi	673	299.4	14.41	4.957	0	0.2479	0	0	0.6157	0.01929	3.132
171010_Ip_Hela_ugi	674	298.5	14.35	5.086	0	0.2543	0	0	0.6114	0.01857	3.037
171010_Ip_Hela_ugi	675	297.6	14.29	5.214	0	0.2607	0	0	0.6071	0.01786	2.941
171010_Ip_Hela_ugi	676	296.8	14.23	5.343	0	0.2671	0	0	0.6029	0.01714	2.844
171010_Ip_Hela_ugi	677	295.9	14.17	5.471	0	0.2736	0	0	0.5986	0.01643	2.745
171010_Ip_Hela_ugi	678	295	14.11	5.6	0	0.28	0	0	0.5943	0.01571	2.644
171010_Ip_Hela_ugi	679	294.2	14.05	5.729	0	0.2864	0	0	0.59	0.015	2.542
171010_Ip_Hela_ugi	680	293.3	13.99	5.857	0	0.2929	0	0	0.5857	0.01429	2.439
171010_Ip_Hela_ugi	681	292.4	13.93	5.986	0	0.2993	0	0	0.5814	0.01357	2.334
171010_Ip_Hela_ugi	682	291.5	13.87	6.114	0	0.3057	0	0	0.5771	0.01286	2.228
171010_Ip_Hela_ugi	683	290.7	13.82	6.243	0	0.3121	0	0	0.5729	0.01214	2.12
171010_Ip_Hela_ugi	684	289.8	13.76	6.371	0	0.3186	0	0	0.5686	0.01143	2.01
171010_Ip_Hela_ugi	685	288.9	13.7	6.5	0	0.325	0	0	0.5643	0.01071	1.899
