MZ1,sumIntensity,Mean, Deviation,log2sumIntensity,ionsWithinErrTolerance
554.687,161458,0.00112011718624672,7.57403516766759E-06,17.3007994005196,107
668.179,159363,-0.00410302734087509,9.27190804459862E-06,17.2819571858685,110
741.198,158820,-0.0112680664038862,1.08133990759903E-05,17.2770330751039,114
595.157,150971,-0.00696435547297369,7.71792960221403E-06,17.2039119234953,109
430.09,150610,-0.0199182128890243,7.63565450807119E-06,17.2004580377498,65
555.64,145935,-0.000112304687036158,2.20968723296813E-06,17.1549664047855,35
478.67,141402,-0.000506591797432066,1.33981555701915E-06,17.1094430003103,36
448.116,139852,0.0146184082041145,6.50823730272876E-06,17.0935413601383,69
583.646,139074,0.00395654297017245,1.96905159983362E-06,17.0854932064872,35
589.602,137939,0.00423925781331036,3.48959636709053E-06,17.0736708874296,34
494.721,135087,-0.0146804199221151,6.37064403306198E-06,17.0435293190638,67
909.367,133210,0.000196777344399379,1.08918595315529E-06,17.023342863219,18
665.553,133029,0.00185791015633185,1.79504275322974E-06,17.0213812584757,31
428.735,125845,0.000219726562022515,1.87849998473522E-06,16.9412883717581,36
681.525,125104,0.00345458984418201,1.30847096458886E-06,16.9327683925409,20
520.141,121872,-0.00968115234229572,5.05847001003544E-06,16.8950071803687,40
668.177,121206,0.00564550781086837,6.01202201819643E-06,16.8871015920265,79
414.785,117628,-0.00828002929910099,4.25949841779165E-06,16.8438719925441,90
474.752,112618,-0.0109565429695522,5.46382820627157E-06,16.7810779096287,85
447.124,110201,0.00964282226368596,6.75020140363866E-06,16.749777789893,83
568.601,108445,-0.00563037109372999,2.47404885291029E-06,16.7266040116195,23
422.759,108430,-0.00309594726604701,1.47700363406609E-06,16.7264044457345,30
681.526,101164,-0.00559960937425785,2.34343147225885E-06,16.62633646149,17
422.789,99974,0.0180380859383149,7.52005302951971E-06,16.6092653249546,65
742.198,97924,0.00419091797027704,6.51378464716325E-06,16.5793748699973,74
521.138,96873,-0.012428710939048,5.30756616676056E-06,16.5638069998444,47
587.564,95497,0.0033232421884577,1.6477627756569E-06,16.5431677917229,28
438.877,95371,0.00922216796800512,4.98037886601954E-06,16.5412630240137,79
495.798,93653,-0.00963989257820685,4.91854578260114E-06,16.5150375888154,46
480.728,92266,0.00456591796813655,4.11003077022293E-06,16.4935114925555,72
512.633,90638,-0.00755175781341677,3.008888722043E-06,16.4678284068386,25
639.537,90196,0.0058115234367051,2.45643806417349E-06,16.4607758340044,24
411.757,87278,0.00989331054654485,6.36082404842016E-06,16.4133304218258,67
604.578,87235,0.000238769531733851,1.55468201638484E-06,16.4126194617481,20
427.714,85124,0.00525683593753001,1.73971605302338E-06,16.3772783246152,23
467.762,82106,0.0047050781249709,5.48587179183532E-06,16.3252000321732,65
522.66,81522,-0.000678710936767857,1.67016983027906E-06,16.3149018254924,24
522.136,79848,0.00350683593933354,4.22242975257949E-06,16.284968651604,57
633.629,78042,-0.00187500000038199,1.30826950080404E-06,16.2519631302425,21
432.086,77444,0.00323413085857283,3.89542537919392E-06,16.2408658496094,64
572.643,76629,-0.00361572265683208,1.58853411695546E-06,16.2256028583632,21
436.879,76475,0.00476049804660761,1.78484672289784E-06,16.2227005813329,15
660.515,76252,0.00259521484406378,1.45317912108827E-06,16.2184875577975,24
449.791,75561,0.00226245117204371,3.76535731555471E-06,16.2053541745194,54
486.694,74662,-0.00582299804727882,2.11963945646808E-06,16.1880865347406,25
632.609,74284,0.00470117187421693,2.27893686259495E-06,16.1807638822863,22
405.787,73930,0.00267138671995326,3.57425308239444E-06,16.1738722928869,55
412.805,72747,0.00963867187459755,4.17511761175358E-06,16.1506001337647,60
521.135,72060,0.00475341796891371,1.68927311905924E-06,16.1369110313142,19
516.668,71935,0.00316552734341258,3.41235709186338E-06,16.1344062648235,54
599.623,71264,-0.00117919921922294,1.02604269992538E-06,16.1208858427878,11
494.665,71211,0.000205078124508873,1.76940262316818E-06,16.1198124918042,25
586.611,70479,4.73632815101155E-05,1.5419266223917E-06,16.1049058340961,27
741.195,70105,0.00708251952914907,3.26426625180914E-06,16.0972297227577,43
914.322,66554,-0.00088037109378547,7.12404966359174E-07,16.0222377565317,14
539.667,66221,-0.000866699219500333,1.73682570462661E-06,16.0150011765143,26
669.176,65972,0.00128466796638804,4.10281109798425E-06,16.0095662217129,54
639.5,64460,-0.002685546875,1.80304050445557E-06,15.9761165679469,22
447.119,64318,-0.00408032226596333,1.48078423761488E-06,15.9729349254484,13
604.568,63946,-0.00227246093731992,1.2077465056629E-06,15.9645664968948,12
420.32,63920,-0.00424316406213165,2.70470082754069E-06,15.9639797878153,55
429.091,62476,-0.00145117187503274,6.15881919884597E-07,15.9310144680342,5
500.767,62183,0.00455664062519645,3.99269771579657E-06,15.9242326002927,49
423.797,62005,0.0109401855456781,5.03821033183645E-06,15.9200969367321,48
742.197,61652,0.00615820312486903,3.66972160335995E-06,15.9118600761772,49
494.719,60213,0.00706982421894509,2.57960009583249E-06,15.8777873783414,34
604.567,59126,0.00113134765615541,7.82764673216569E-07,15.8515050585569,14
909.366,58675,0.00230322265633731,9.09595251150407E-07,15.8404583162979,7
662.516,57573,-0.00261718749925421,1.66868686656507E-06,15.8131047693679,21
445.69,57070,0.00396484375005457,2.37546265127078E-06,15.8004449425638,25
667.176,56103,0.00626513671750217,2.33038353864141E-06,15.7757902977882,29
683.526,55258,0.00111621093833492,1.73069763193949E-06,15.7538957259507,19
668.18,54891,-0.00780029296674911,3.56546044271633E-06,15.7442820020082,41
505.657,54715,0.00215454101606838,1.12445503480924E-06,15.7396487785454,26
472.771,54663,0.00725634765575478,2.91186261155284E-06,15.7382770191829,34
815.216,54201,-0.00021582031286016,3.09745216369983E-06,15.7260318488727,45
446.766,52912,0.00928369140558516,3.57064986192636E-06,15.6913073301911,35
554.632,52412,-0.00153417968635949,1.31194877608605E-06,15.6776095416645,23
447.125,51560,-0.009979248046875,4.16021794080734E-06,15.653964643249,42
474.751,51439,0.00827880859469587,3.69522810021453E-06,15.6505749757716,41
411.172,51267,0.0100539550771828,4.00040763565355E-06,15.6457428573168,38
604.579,51116,-0.00158837890580799,3.92914056621935E-07,15.6414873244817,10
607.576,51000,-0.00267089843782742,1.61899566662051E-06,15.6382096266336,16
522.138,50506,-0.0022402343762451,3.67466497436342E-06,15.6241671665437,38
544.6,50368,-0.000292968750386535,1.1292099952831E-06,15.6202198255075,18
568.6,49455,0.00255126953084073,1.52990221965632E-06,15.5938287672789,19
669.175,49170,0.00192871093918257,2.46196985262293E-06,15.585490734708,38
648.593,49091,0.00205957031300841,1.13382291809933E-06,15.5831709347306,14
594.157,49067,0.00399023437410051,2.04308223693155E-06,15.5824654459947,24
412.765,48260,0.00824707031301841,4.02953028701396E-06,15.5585402951031,39
632.61,48133,-0.00357910156265007,1.37654542932739E-06,15.5547387249433,12
741.199,47848,-0.00425585937352935,3.02606391868806E-06,15.5461710022674,34
601.704,47610,0.0019301757820358,1.30363678951149E-06,15.5389770084437,17
536.166,47392,0.00352343749796091,2.83519315681791E-06,15.5323559252888,39
440.801,47308,-0.00888696289024438,3.60512262560956E-06,15.5297965500995,32
434.754,46622,-0.0119089355474671,4.91741365239811E-06,15.5087232743678,32
578.128,46426,-0.00198193359528887,3.70308661477821E-06,15.5026453651976,37
485.718,46379,-0.00212500000031923,1.31112706668762E-06,15.5011840932247,19
444.682,45950,0.00399877929658032,1.49086040245315E-06,15.4877772410638,19
413.267,45657,0.00143408203132367,9.26368355762776E-07,15.4785484465735,19
503.107,45452,0.00116870117176404,4.22257840568554E-07,15.4720561575024,5
449.792,45383,-0.0046289062491951,2.77133107160525E-06,15.4698643596938,31
617.657,45143,0.000887695312030701,4.27020072867579E-07,15.462214676265,13
447.349,44706,-0.00560034179670765,2.4351555703899E-06,15.4481808483036,17
633.628,44701,0.00340087890560881,1.39592051476968E-06,15.4480194856539,16
639.538,44690,-0.00269189453138097,1.1958687306038E-06,15.4476644242824,13
594.161,44558,-0.00523193359208562,2.6222217077172E-06,15.4433968578549,31
536.167,44080,-0.00510302734483048,3.15835261375541E-06,15.4278366034585,37
472.718,43992,-0.000245849609711968,1.33310979605593E-06,15.424953571261,20
511.625,43634,0.00164794921875,1.54599547386169E-06,15.4131651135354,22
742.199,43602,-0.00369628906094022,2.5865769382997E-06,15.4121066917054,36
553.613,43221,0.000341308592396672,1.41906714435543E-06,15.3994448316254,25
557.678,42752,-0.000874999999950887,7.96699047083848E-07,15.3837042924741,19
557.63,41797,0.0030224609375864,1.81720256808169E-06,15.3511117754335,20
554.688,40685,-0.00574853515593077,3.20438790307757E-06,15.3122093702477,28
572.642,40464,0.00239550781202524,8.42083453879351E-07,15.3043513216632,10
649.602,40421,-0.00349072265578343,1.65656304342292E-06,15.3028173934293,20
651.146,40331,0.00542919922008878,3.65630936668047E-06,15.2996015571047,33
458.699,39893,-0.00436840820333373,1.49144214402436E-06,15.2838479993992,18
431.891,38796,0.00176538085929678,7.83566176822286E-07,15.2436202928472,5
598.658,38703,0.00158105468722169,7.71345615338072E-07,15.2401577784095,19
516.669,38192,-0.00751269531201615,3.07744312260412E-06,15.2209828510818,29
414.784,37077,0.00610620117208782,2.61874324093325E-06,15.1782368958911,27
486.693,36896,0.00378002929710419,1.39959758532503E-06,15.1711767976518,15
595.154,36231,0.00521337890631912,2.0728089809797E-06,15.1449370052449,20
407.74,36088,0.00505249023422039,1.84336751690257E-06,15.1392315707194,18
407.795,35688,0.00449584960892935,1.74829810843461E-06,15.1231514327736,29
609.533,35274,0.00168408203103354,1.19058108324565E-06,15.1063175632794,15
467.763,34924,-0.00538793945247562,2.22524923061175E-06,15.0919311862165,29
651.147,34705,-0.000494140626301487,1.75772237782474E-06,15.0828559085072,28
433.888,34617,0.00174145507821777,7.66315519890499E-07,15.0791930819357,5
529.598,34362,0.00116894531311118,6.78747654063244E-07,15.0685263888463,15
604.577,34295,0.00196289062500909,7.92939662940491E-07,15.0657106352181,6
550.613,33827,0.00192578124892862,1.53237438180186E-06,15.0458876147056,20
449.115,33681,-0.00543090820337966,2.57978886375769E-06,15.0396473526813,29
623.56,33202,-0.000832519530376885,1.04332566252205E-06,15.0189825278438,17
711.536,33177,1.75781257212293E-05,6.54528617860837E-07,15.0178958173562,14
451.753,32835,-0.00657958984339757,2.72018313389347E-06,15.0029468347895,26
628.591,32553,0.000658203124885404,1.50935316084738E-06,14.9905028840981,15
555.651,32543,0.00361669921949215,1.64245104823285E-06,14.9900596325766,17
648.594,32124,-0.00175000000035652,1.02609586733524E-06,14.9713639243619,8
607.575,32109,0.00162353515565883,1.1701881884052E-06,14.9706901141396,14
423.798,32065,-0.00499682617191866,2.13274723293215E-06,14.9687117867252,25
545.685,32054,-0.00144287109287689,1.12826228126037E-06,14.9682167807018,17
699.504,32007,0.00128369140600171,9.74978685329993E-07,14.9660998396897,14
412.806,31893,-0.00705541992147118,2.98274451470475E-06,14.9609521899511,25
621.527,31670,0.000401855468226131,5.68215131724557E-07,14.9508292469156,13
578.127,31505,0.00364990234493234,1.73003077541543E-06,14.9432931892022,26
440.688,31470,-0.000856445312251708,1.79042720792653E-06,14.9416895581858,22
669.177,31254,-0.00361523437550204,2.71269893661365E-06,14.9317532224719,25
505.104,31077,0.0035375976564751,1.46723330031522E-06,14.9235596202957,16
533.192,30996,0.000354003906068101,1.58066153525791E-06,14.9197944288392,26
495.673,30867,-0.00267602539065592,1.66505056620618E-06,14.9137776520897,18
495.796,30839,0.00438696289074869,1.80208808190453E-06,14.9124683640491,17
448.352,30803,-0.0052407226556852,2.30297875378619E-06,14.9107832458707,24
516.667,30784,0.00501611328058971,2.00271773308208E-06,14.90989308377,23
649.601,30700,0.00209814453126,9.62381124500277E-07,14.9059510351449,12
593.157,30659,0.00168212890605446,6.13595247137106E-07,14.904023021146,6
538.648,30633,0.000947265624631655,9.15644168807237E-07,14.9027990417257,16
637.5,30287,-0.0009765625,4.39584255218506E-07,14.8864110623553,5
527.598,30182,-0.00194042968723807,7.44270324537609E-07,14.8814007882795,7
577.129,30173,-0.00529296875038199,2.20245838185502E-06,14.8809705254856,21
473.733,29982,-0.00241064453132367,1.52652752401418E-06,14.871809003457,19
503.11,29819,-0.0022082519532205,8.14770162165812E-07,14.8639442562442,8
557.631,29538,-0.00177783203105264,5.44126748938447E-07,14.850284524956,8
742.196,29245,0.00187499999947249,2.19935894002561E-06,14.835902368628,21
441.808,29200,0.00344677734392462,2.15136861806163E-06,14.8336807486547,25
529.635,28629,0.00317871093761823,1.66271924978316E-06,14.8051896579818,14
554.686,28481,0.00106933593679059,1.57783746711775E-06,14.7977121813914,21
451.752,28339,0.00430932617166491,1.64406794301385E-06,14.7905012302368,23
528.605,28280,0.0012084960935681,4.1463971133604E-07,14.7874944996968,11
461.74,28250,-0.00118164062519099,1.19081735613111E-06,14.7859632470773,22
605.574,28229,0.00145507812544565,1.01489782346343E-06,14.7848904024003,11
521.689,28108,-0.00366601562450342,1.26119279835443E-06,14.7786931832238,15
446.746,27751,-0.00345263671852081,1.15451049791499E-06,14.760252139086,13
505.705,27440,-0.00102539062476126,1.12286210056856E-06,14.7439928610602,16
522.697,27385,-0.00145117187503274,7.44219303139022E-07,14.7410982599159,13
815.217,27260,-0.00221044921840985,1.81194710724671E-06,14.7344979416926,23
462.147,27134,0.00571240234393144,2.00393342981673E-06,14.727814119937,22
489.685,26984,-4.15039062886535E-05,1.41571164131183E-06,14.7198166030181,18
529.636,26888,-0.0024833984371071,8.62874507741431E-07,14.714674827308,13
444.738,26807,-0.00278466796874,1.38166773318991E-06,14.7103221543606,23
405.732,26555,0.00253857421830617,1.07309186444504E-06,14.6966959089802,17
440.799,26229,0.00372778320343059,1.42586225287499E-06,14.6788751843867,15
601.705,26183,-0.00209716796928205,7.81339407138826E-07,14.6763427876485,14
477.673,26081,0.00149658203122272,1.37655198573522E-06,14.6707115661193,16
411.758,25622,-0.0065183105465394,2.52587836956513E-06,14.645095473397,19
526.59,24949,-0.00319091796916382,1.03368163129141E-06,14.6066943705046,14
513.658,24719,0.000849609374768079,4.34062480900241E-07,14.5933327601614,16
462.748,24476,0.000479736328315994,1.3076755404564E-06,14.5790801838348,21
446.745,24359,0.00302368164057043,9.88121330710567E-07,14.5721672876437,13
485.717,24326,0.00139624023449869,7.76285946412347E-07,14.5702114924854,9
444.719,24137,-0.00126635742179815,5.44316351398754E-07,14.5589587534849,14
577.126,24110,0.00252636718778376,1.19373750698594E-06,14.5573440304899,13
458.698,24108,0.00159985351581327,8.25387299127754E-07,14.5572243494544,10
607.613,24103,-0.000165039063176664,9.09998893756406E-07,14.5569251034222,13
428.688,24081,-0.00319238281235812,1.18703532211384E-06,14.5556076829878,13
699.505,23803,-0.00112060546871362,4.76878881444276E-07,14.5388557939384,9
480.729,23704,-0.00590722656221487,2.24833869916353E-06,14.5328429109613,20
471.706,23689,0.00130224609347351,1.25500953192979E-06,14.531929677938,17
418.758,23671,0.00260205078160425,8.35442900754683E-07,14.5308330346953,20
438.878,23621,-0.00597460937473215,2.63310587389313E-06,14.5277824223752,20
576.635,23597,0.000664062500163709,1.67273283005969E-06,14.5263158340418,19
619.657,23571,0.00128906249960892,5.40187358755375E-07,14.5247253457929,11
651.603,23414,-0.00113037109326797,6.42236471067172E-07,14.5150838021327,11
472.725,23343,-0.00128173828159106,1.40406191354858E-06,14.5107023650588,16
589.603,23325,-0.00169433593725898,6.33759498432846E-07,14.5095894606265,6
462.148,23173,-0.00376245117229246,1.80325585622192E-06,14.5001572086012,18
474.761,23071,0.00112719726519117,1.11972230667403E-06,14.4937929177608,19
433.891,22972,-0.00231103515636732,9.50993657202502E-07,14.487588846386,7
743.194,22938,-0.000880859374319698,1.75883722298248E-06,14.4854519855558,18
434.89,22852,-0.00208618164037944,1.75761729473144E-06,14.4800328145839,19
914.323,22584,-0.00110644531241633,3.84286403609716E-07,14.4630134134497,5
539.619,22525,0.00182031249983083,6.61531448261613E-07,14.4592394855883,7
445.691,22376,-0.00216113281231856,9.18404579050562E-07,14.4496645384762,8
467.801,22136,0.00462792968767189,2.01785111438672E-06,14.43410692861,15
557.64,21963,0.00136474609394099,1.05398297313599E-06,14.4227875099179,15
667.58,21936,-0.000151367187868345,6.29222393048279E-07,14.4210128557792,10
424.748,21845,-0.0021513671873663,7.02595472294726E-07,14.4150154853316,15
495.72,21827,-0.000711669922338842,1.56472176317284E-06,14.4138262330781,18
662.515,21825,0.0016894531250955,8.8245868687471E-07,14.4136940334042,8
695.564,21786,-0.00142431640585983,8.94939660924959E-07,14.4111137155214,12
418.771,21743,0.00146801757801995,5.29522716954994E-07,14.408263390132,8
504.11,21595,-0.00307373046894099,1.35923326023859E-06,14.3984096960944,15
668.176,21342,0.00170849609321522,1.00662064537079E-06,14.381407759783,13
613.657,21278,-0.000655761719258408,1.40111994748476E-06,14.3770749323772,14
467.839,21235,0.000235595703145464,8.0252677202289E-07,14.3741564882348,16
448.35,21065,0.00246582031218168,8.47280025370045E-07,14.3625602954496,15
607.211,20773,-0.000206542968953727,1.30069708824684E-06,14.3424219622501,17
543.689,20629,0.00158300781299658,1.10073709499145E-06,14.3323862671816,15
420.319,20625,0.00329980468723079,1.41163265694004E-06,14.3321064989079,17
767.519,20609,0.00141748046871726,4.72090005859164E-07,14.330986882969,7
669.174,20566,0.00168310546905559,1.37341761596398E-06,14.3279736026139,15
407.796,20542,-0.00382226562487631,1.69541811937145E-06,14.3262890310018,17
430.884,20528,-0.000713623046976863,2.86689221879747E-07,14.3253054550897,8
518.778,20472,0.00109667968717986,8.86351108507139E-07,14.3213644320394,17
429.088,20354,0,0,14.3130247225955,1
552.739,20018,-0.00112402343802387,9.72102642132931E-07,14.2890102211451,17
554.621,19989,0.00114892578142189,8.62753629728336E-07,14.2869186789893,10
437.884,19975,-0.00306982421898283,1.17362654218071E-06,14.2859078827027,17
530.606,19970,-0.00114404296868997,5.80920934664638E-07,14.2855467123313,12
490.736,19961,-0.00215063476548494,1.06831365819443E-06,14.2848963777247,15
743.195,19955,5.61523429496447E-05,1.17343068122302E-06,14.2844626583986,17
512.632,19785,0.00234570312557025,1.2364640238333E-06,14.2721194448601,12
444.683,19781,-0.00300146484369179,1.19641375537319E-06,14.2718277408625,9
505.107,19778,-0.00489160156286061,2.09921848801094E-06,14.2716089241517,14
547.817,19699,-0.000527832031366415,1.49425768853002E-06,14.2658347741215,17
587.565,19632,-0.00212158203157742,7.90542364352032E-07,14.2609195336629,7
609.534,19578,-0.00113281249991815,7.6013565061622E-07,14.256945772813,11
557.677,19480,0.00258105468731173,1.07548093784978E-06,14.2497060569697,10
530.643,19398,0.000175781249708962,5.00788688649436E-07,14.2436202928472,11
668.181,19315,-0.00281103515681025,1.08729386352149E-06,14.2374340571193,15
709.58,19309,-0.00132080078174113,7.2993636142098E-07,14.2369858295761,13
630.591,19124,0.00167529296868452,1.02836298939823E-06,14.2230966903477,9
627.673,19074,0.000511718749976353,6.9413375854306E-07,14.2193198018591,14
589.564,19033,0.000145996094033762,4.00804758082256E-07,14.2162153580824,9
505.704,19013,0.00242944335928996,1.30295699831067E-06,14.2146985676983,12
622.612,18948,0.000605468750336513,5.95452785532693E-07,14.2097579565814,11
532.739,18676,0.00141210937454161,8.03405284789122E-07,14.1888978732422,15
767.52,18651,-0.00114501953112267,3.7356019015915E-07,14.1869653642586,8
427.715,18606,-0.00166259765614996,7.21791386521142E-07,14.1834803113338,5
519.138,18249,0,0,14.1555297895932,1
435.885,18062,0.00278442382818866,1.22066289191543E-06,14.1406700304151,8
444.737,18058,0.00225146484342531,1.51957905282068E-06,14.1403504966284,15
586.612,18003,-0.00116308593726444,5.86004733961028E-07,14.1359497152427,8
742.2,17916,-0.000317382813136646,1.28656625750567E-06,14.1289609508557,15
419.315,17750,0.00303833007814092,1.33075267077874E-06,14.1155314041668,8
607.564,17651,0.00188085937531923,7.87950992717658E-07,14.1074622998262,10
520.137,17628,0.000841308593862777,3.55762720202913E-07,14.1055811812774,3
470.793,17564,0.00078320312491087,7.5880444048838E-07,14.1003338191265,15
554.633,17413,-0.00228466796897919,9.6991324442198E-07,14.0878771587745,7
429.718,17246,-0.00190771484398056,7.78281211920694E-07,14.0739741646668,14
462.698,17232,-0.000200683593561735,2.68266200935328E-08,14.0728025345442,10
437.883,17214,0.00204858398461738,9.19585645275212E-07,14.0712947534898,14
511.734,17173,-0.00062695312476535,6.56741976713457E-07,14.0678544693879,13
