Scan	BasePeak	RT	MaxIntensity	CumulativeIntensity
541	430.889221191406	4.85697666666667	94371.5390625	41869387.1897583
542	430.889038085938	4.86745166666667	85829.5234375	42007515.5964966
543	430.889556884766	4.87793	57465.09765625	42101164.8684082
544	430.889251708984	4.88841666666667	46113.1875	42177060.9747925
545	430.889434814453	4.89848833333333	44601.19921875	42247247.3872986
547	430.888732910156	4.91215166666667	44169.24609375	42316663.9005432
548	430.889251708984	4.92145	41535.30078125	42382034.9663696
549	430.889251708984	4.93141	41123.953125	42449219.4898376
552	430.88916015625	4.94855333333333	57953.90234375	42534318.7650146
553	430.889434814453	4.95804666666667	49105.765625	42606080.4424438
554	430.888885498047	4.96820166666667	46639.59765625	42677840.8487244
555	430.889068603516	4.97814666666667	43100.4296875	42743750.2308044
556	430.889068603516	4.987995	42038.8203125	42813085.8775024
557	430.888885498047	4.998015	37902.67578125	42872264.0477905
558	430.889343261719	5.00807666666667	36290.140625	42928781.7750549
560	430.888885498047	5.022025	30168.013671875	42977971.8576355
562	430.888732910156	5.03511333333333	35511.5859375	43034952.307373
563	430.888793945313	5.044615	32726.318359375	43083204.0115356
564	430.888732910156	5.054545	36478.05078125	43140630.6440125
565	430.88916015625	5.06445833333333	48644.109375	43217535.776825
567	430.888977050781	5.07797333333333	45222.45703125	43290002.8874817
568	430.889251708984	5.087355	40651.1796875	43355598.2415771
569	430.889068603516	5.09729166666667	34309.45703125	43412145.3786011
570	430.888885498047	5.10715	42797.72265625	43478494.2607422
571	430.889068603516	5.11741166666667	34289.6796875	43535775.8644714
572	430.889068603516	5.12682166666667	39071.85546875	43597325.4527893
573	430.889068603516	5.136615	36981.6875	43657119.4021301
575	430.888977050781	5.15052	36214.125	43714999.1004639
578	430.889343261719	5.16706333333333	47039.18359375	43790194.5489807
579	430.88916015625	5.17625333333333	41883.5703125	43860400.1463928
580	430.889068603516	5.18602666666667	34840.76171875	43917180.1063538
582	430.888641357422	5.199445	40026.16015625	43978983.2962952
583	430.888885498047	5.20863166666667	35957.15625	44036372.2428284
584	430.889343261719	5.218525	41629.66796875	44100511.1012878
585	430.889068603516	5.228375	49644.0234375	44174955.6322937
587	430.889343261719	5.241945	35902.953125	44229075.4258118
590	430.889251708984	5.258825	31404.953125	44281915.6967163
591	430.888793945313	5.26814833333333	32001.451171875	44332277.0935669
592	430.888885498047	5.27801666666667	31648.283203125	44384482.8250122
593	430.889068603516	5.28810333333333	37566.0390625	44441934.6889648
594	430.888885498047	5.29788833333333	47882.0703125	44513831.7397461
595	430.888885498047	5.307885	37940.7109375	44575427.6034546
596	430.88916015625	5.31819333333333	29545.083984375	44623697.228302
598	430.88916015625	5.33149333333333	33040.51171875	44678028.365448
599	430.888885498047	5.34092166666667	31118.646484375	44724656.0003967
601	430.888641357422	5.354825	25520.197265625	44768006.5570679
602	430.88916015625	5.36461	25967.103515625	44809598.1384888
603	430.888793945313	5.37481833333333	41949.40234375	44876838.2385559
604	430.888885498047	5.38522833333333	30620.998046875	44928216.0539856
606	430.888732910156	5.39861333333333	34331.01171875	44982502.4017639
608	430.888641357422	5.41169666666667	45210.71875	45051048.8592834
610	430.888732910156	5.42488166666667	37473.453125	45109951.2936096
611	430.889343261719	5.434275	38791.14453125	45169549.5892639
614	430.88916015625	5.45125	31818.30078125	45221217.5935364
615	430.888732910156	5.460795	56476.28515625	45305614.7382507
616	430.888793945313	5.47069666666667	31181.20703125	45353942.3937378
617	430.888977050781	5.48069166666667	36648.5390625	45411940.5861511
618	430.889068603516	5.49058666666667	35717.99609375	45468940.1960449
619	430.889068603516	5.5005	40050.7109375	45531731.9213562
620	430.889251708984	5.51051	37776.01171875	45591565.2557068
621	430.888885498047	5.520445	32703.783203125	45644132.3474731
622	430.888977050781	5.53044	33258.1171875	45698008.8829346
623	430.889068603516	5.54042833333333	35283.21484375	45752477.5341492
625	430.888885498047	5.55411333333333	28749.11328125	45799672.8484192
627	430.889343261719	5.56716	34906.578125	45857732.019928
629	430.888977050781	5.58021666666667	36645.5078125	45915947.7575989
630	430.888793945313	5.58962666666667	40842.90625	45983588.4358826
631	430.888641357422	5.59948	37795.19140625	46042984.3110352
634	430.889068603516	5.61657333333333	42751.49609375	46113895.7185059
636	430.889251708984	5.62976666666667	34376.3046875	46169063.3432617
637	430.888732910156	5.63926666666667	30191.4453125	46221631.3700562
638	430.88916015625	5.64937166666667	27471.86328125	46265396.1798096
639	430.888793945313	5.65949333333333	28716.70703125	46313010.1294556
640	430.888977050781	5.66955333333333	30364.55078125	46363972.4718018
642	430.88916015625	5.68321333333333	27844.36328125	46408776.8377991
644	430.888732910156	5.696345	31555.9609375	46459059.3327332
645	430.889343261719	5.70584833333333	31303.837890625	46511789.8613892
646	430.888977050781	5.71598166666667	36649.56640625	46569851.552063
647	430.888793945313	5.72604666666667	38505.22265625	46630907.708313
648	430.888885498047	5.73598833333333	35847.78125	46686150.7536011
649	430.889068603516	5.74609166666667	35635.26953125	46746033.065094
650	430.888977050781	5.75608833333333	37920.66015625	46806452.5694885
651	430.888732910156	5.76605333333333	32945.6484375	46856590.1327209
653	430.888885498047	5.77961666666667	34530.16796875	46911383.5836792
655	430.889068603516	5.79277666666667	28382.27734375	46956600.9498596
656	430.888977050781	5.80253166666667	36620.2265625	47015458.5188904
657	430.888732910156	5.81249833333333	35456.3671875	47071743.0423889
658	430.889221191406	5.82251166666667	64845.1953125	47178865.9368591
659	430.889038085938	5.83302666666667	67251.609375	47288271.2545471
660	430.888885498047	5.84356666666667	60348.88671875	47390009.7999573
661	430.889099121094	5.854015	61900.3828125	47490868.7931824
662	430.888702392578	5.86448833333333	62143.890625	47592459.769165
664	430.888366699219	5.87853166666667	35531.04296875	47648337.5884399
665	430.888977050781	5.88788666666667	39476.33203125	47711612.4841614
667	430.88916015625	5.90120666666667	32786.546875	47766418.7169189
668	430.889251708984	5.91069333333333	30783.890625	47818871.7535706
669	430.888793945313	5.92072833333333	34270.4765625	47871556.2475281
670	430.888732910156	5.93068333333333	35558.15234375	47928873.1772766
671	430.88916015625	5.94063333333333	39766.78125	47987857.4564514
675	430.888793945313	5.96153333333333	40225.765625	48047771.3730469
676	430.888885498047	5.971075	43113.890625	48115911.011261
679	430.888885498047	5.98839333333333	44109.35546875	48187928.4825134
681	430.888732910156	6.00141666666667	40440.96875	48251266.0279846
684	430.888885498047	6.018075	36957.06640625	48311072.7381897
685	430.888885498047	6.027595	45068.63671875	48379576.7499084
687	430.889068603516	6.04109833333333	44152.796875	48451558.0436096
689	430.888793945313	6.05422166666667	39142.93359375	48515696.8867493
690	430.888793945313	6.063815	40094.91796875	48578229.1096802
692	430.88916015625	6.07736666666667	44954.1796875	48647968.5447388
693	430.888885498047	6.08677833333333	36770.67578125	48707911.9664001
695	430.889251708984	6.10034166666667	43290.19921875	48778999.9467163
697	430.888885498047	6.11348333333333	41867.9296875	48844394.0698853
699	430.889251708984	6.126585	42730.25390625	48908410.5498657
700	430.889434814453	6.13626833333333	40226.4921875	48974261.7162781
701	430.888885498047	6.14637333333333	39041.8828125	49039440.5784607
702	430.889343261719	6.15632666666667	44356.796875	49111976.9182739
703	430.888977050781	6.16637833333333	74996.40625	49227242.708313
704	430.889251708984	6.17654166666667	43858.47265625	49295703.0464172
705	430.88916015625	6.18664833333333	37165.8046875	49354572.3216858
706	430.888977050781	6.19679833333333	49337.140625	49432337.865387
707	430.888977050781	6.20675666666667	41067.01953125	49497014.7464905
710	430.88916015625	6.22397833333333	38909.77734375	49559479.6736755
712	430.889434814453	6.23702	36403.3359375	49615219.4079895
715	430.889434814453	6.25364166666667	54314.54296875	49700626.6121826
716	430.889068603516	6.26315666666667	41740.26953125	49767768.7627563
717	430.889251708984	6.27308833333333	46580.1640625	49840932.6151733
718	430.889343261719	6.28344166666667	40236.06640625	49909699.2853088
719	430.889251708984	6.292925	39213.9296875	49971305.3148804
720	430.889434814453	6.30277166666667	38054.26953125	50033205.8890381
721	430.889251708984	6.312895	38224.18359375	50093824.2532959
722	430.888793945313	6.32284833333333	34563.43359375	50149641.315979
723	430.88916015625	6.33277666666667	44551.4375	50215941.0635376
724	430.888793945313	6.34267833333333	46775.71875	50294270.4568481
725	430.888793945313	6.35258833333333	47656.8203125	50367966.3364258
726	430.889251708984	6.36252166666667	48384.20703125	50442861.4267273
727	430.889068603516	6.37244166666667	42212.05859375	50509217.8988342
729	430.889343261719	6.38590833333333	49045.8203125	50585677.2924805
730	430.889068603516	6.39537833333333	52867.92578125	50671912.5963745
731	430.889343261719	6.40522666666667	57107.5	50764515.5481567
732	430.888885498047	6.415	62237.59375	50862780.8124084
734	430.889068603516	6.42856	44492.23828125	50933611.2042236
735	430.888977050781	6.43798	50628.9375	51010427.4455566
736	430.888793945313	6.447965	54962.1640625	51092350.3372498
737	430.889068603516	6.45798666666667	54224.296875	51175305.289032
740	430.888793945313	6.47532	44970.375	51246808.068634
741	430.888793945313	6.48531833333333	35569.38671875	51302836.5349426
742	430.889251708984	6.49506666666667	45832.12109375	51373416.296051
743	430.889068603516	6.50519166666667	37717.41015625	51437448.4526367
744	430.888977050781	6.51510333333333	46499.01171875	51510680.3373108
745	430.88916015625	6.52509833333333	40557.7734375	51572055.4169006
746	430.888885498047	6.535165	43705.4140625	51641361.6421509
747	430.888641357422	6.54535166666667	41160.69140625	51704099.2576599
749	430.888793945313	6.55901	32357.509765625	51758795.6597595
751	430.888641357422	6.57202166666667	52300.44140625	51838842.6749573
752	430.888977050781	6.58150333333333	50066.828125	51914996.9246216
753	430.888977050781	6.59145166666667	41441.48828125	51981688.6092529
755	430.889068603516	6.60499333333333	37938.3359375	52043461.2704468
756	430.888732910156	6.61456	50986.0546875	52120500.0824585
757	430.889251708984	6.62444166666667	43003.65625	52191538.2492981
758	430.889251708984	6.63444833333333	34630.36328125	52246339.7848206
759	430.889251708984	6.644475	40808.41796875	52313801.9914856
761	430.889068603516	6.65807833333333	43757.73046875	52389292.8768616
762	430.889251708984	6.66749	60348.53125	52485066.6283569
764	430.889251708984	6.68102166666667	50310.07421875	52562255.6000061
765	430.88916015625	6.69039166666667	68581.0859375	52667875.8302307
766	430.888793945313	6.70036333333333	43708.375	52738442.9471741
767	430.889343261719	6.71029	48080.1640625	52812187.4332886
769	430.888885498047	6.72392833333333	39508.859375	52877736.7093506
770	430.889068603516	6.73337333333333	37530.03125	52938751.2407227
772	430.88916015625	6.74685166666667	41080.203125	53008177.6480713
774	430.889434814453	6.75991166666667	40904.23046875	53075192.718811
776	430.88916015625	6.77301333333333	47690.0390625	53148949.1005249
777	430.88916015625	6.78239166666667	44310.15234375	53218003.0731201
778	430.889343261719	6.79237333333333	45307.13671875	53292810.4003296
779	430.889434814453	6.80221333333333	48719.84765625	53368059.4093628
780	430.889251708984	6.8121	40679.03125	53435168.1585388
781	430.88916015625	6.82211	41845.60546875	53497588.4770813
782	430.889068603516	6.83192333333333	42613.03515625	53563264.9968567
784	430.888977050781	6.84532333333333	40617.5859375	53627516.8042908
785	430.889343261719	6.85471333333333	40603.625	53694073.8275452
786	430.889434814453	6.86461166666667	48181.953125	53769091.9151001
787	430.888641357422	6.87442833333333	43643.83203125	53835827.827301
789	430.888793945313	6.88797666666667	39761.76171875	53898364.4648132
790	430.889068603516	6.89733333333333	32929.5859375	53954187.5610657
791	430.888732910156	6.90732833333333	39189.06640625	54015787.6120911
792	430.888793945313	6.91752166666667	38901.41796875	54079201.7769165
793	430.888885498047	6.927095	40663.17578125	54142436.4901123
795	430.889068603516	6.940545	39616.703125	54206657.5212097
796	430.888885498047	6.94996166666667	36740.51171875	54266427.8108826
797	430.888885498047	6.95993166666667	35859.375	54323306.9196472
798	430.889343261719	6.96991333333333	34578.171875	54376423.4724426
799	430.888885498047	6.97997833333333	46881.09765625	54448664.6185913
801	430.888641357422	6.99345833333333	32250.3125	54504212.1679077
802	430.888732910156	7.00296	54559.46875	54586228.5998535
804	430.888793945313	7.01695	41130.6640625	54652070.9994507
806	430.888977050781	7.02978	48751.42578125	54727258.6240234
808	430.889068603516	7.04261833333333	45901.5546875	54799672.3859253
810	430.888885498047	7.05569	49723.546875	54879825.3265076
811	430.889068603516	7.06504833333333	48152.203125	54954001.863678
812	430.888885498047	7.07494166666667	51716.23828125	55034862.3656311
813	430.88916015625	7.08515166666667	43968.6484375	55108053.8968506
814	430.888977050781	7.094635	48102.95703125	55180924.3011475
815	430.88916015625	7.10451833333333	40479.8671875	55246682.5345764
817	430.888977050781	7.11831666666667	39811.0703125	55311531.9122009
818	430.889343261719	7.12765833333333	48201.80859375	55388264.7362671
820	430.889068603516	7.14119666666667	43565.66015625	55460001.282196
822	430.889068603516	7.15449166666667	47584.05859375	55540116.3282776
824	430.889068603516	7.16749833333333	45930.58984375	55613496.3421631
825	430.889068603516	7.17685666666667	37513.81640625	55674434.208252
827	430.888885498047	7.190395	49666.38671875	55752182.4359436
828	432.886383056641	7.19978166666667	41953.5390625	55861144.2642822
829	430.888732910156	7.20967	49050.92578125	55936283.194458
830	430.888977050781	7.21956833333333	48243.94921875	56014042.6495056
832	430.88916015625	7.23297	52207.07421875	56096775.2243958
833	430.888977050781	7.24225833333333	50013.21875	56175079.3371582
834	430.889343261719	7.252235	50349.421875	56258159.4291077
835	430.888977050781	7.26206	52657.6875	56338821.6467285
836	430.889251708984	7.27187	49803.83203125	56417458.0571289
837	430.88916015625	7.281745	50236.94140625	56497953.527771
838	430.889434814453	7.29167	48501.984375	56574434.8305664
839	430.889343261719	7.30159	41888.12890625	56639616.5455933
840	430.889343261719	7.31151166666667	40317.140625	56701591.4353638
841	430.889434814453	7.32156166666667	34447.63671875	56755395.6795349
843	430.888885498047	7.335475	34977.08984375	56812776.9930115
844	430.889434814453	7.34490333333333	32117.31640625	56864142.776947
845	430.889343261719	7.3549	43642.98828125	56928229.1946106
846	430.889343261719	7.36483166666667	74497.4765625	57049086.084259
847	430.889373779297	7.37537666666667	87213.0625	57183499.4155884
848	430.889312744141	7.385825	69291.328125	57297867.2114563
849	430.889770507813	7.39632333333333	35837.6875	57357736.236084
850	430.888977050781	7.4068	47338.13671875	57432455.5295105
851	430.889343261719	7.41712666666667	56162.484375	57516918.9570007
852	430.889251708984	7.42658	52224.546875	57596768.4299622
853	430.888885498047	7.43633	62372.05078125	57697134.3552551
854	430.889251708984	7.44607166666667	53936.93359375	57782736.1139221
855	430.888458251953	7.45585166666667	110411.671875	57960538.6847839
857	430.889282226563	7.46911166666667	102554.703125	58123266.8523865
858	430.889282226563	7.479075	100446.6328125	58280293.4403992
859	430.889221191406	7.48962	101520.859375	58441884.3822327
860	430.889129638672	7.50016166666667	100136.3125	58605301.0521545
861	430.88916015625	7.51055333333333	101158.453125	58763376.1419373
862	430.889251708984	7.52105166666667	95460.4609375	58914823.6133423
863	430.88916015625	7.53159166666667	50491.265625	58995303.4245911
864	430.889251708984	7.54135833333333	53607.12890625	59082690.1406555
865	430.888977050781	7.55117833333333	53127.05078125	59169296.8121643
866	430.889434814453	7.561165	57607.81640625	59256313.6886902
867	430.889434814453	7.57099833333333	53737.796875	59341138.3299866
868	430.889526367188	7.58077333333333	54245.60546875	59429872.1400757
869	430.889434814453	7.59059666666667	52427.6015625	59515577.9169922
870	430.889434814453	7.60040833333333	51064.390625	59594695.5098572
871	430.889617919922	7.61036666666667	60626.3125	59688457.8709412
872	430.88916015625	7.62025333333333	50480.01171875	59773332.1109314
873	430.889068603516	7.630275	47282.3515625	59847044.9378662
875	430.88916015625	7.64385333333333	40847.11328125	59913754.903595
876	430.889617919922	7.65334	52225.7265625	59996066.1890564
877	430.889068603516	7.66322	53579.1015625	60082226.2579041
878	430.889617919922	7.67323	61036.64453125	60176695.5306702
879	430.889617919922	7.68304333333333	57074.67578125	60265196.9975281
881	430.889251708984	7.696305	55594.375	60353200.4662781
882	430.888977050781	7.70562833333333	52708.76953125	60439085.4640808
883	430.889526367188	7.71563833333333	42535.41796875	60509895.1936951
884	430.889526367188	7.72573666666667	53923.640625	60594567.0589294
885	430.889251708984	7.73565666666667	51383.91796875	60674788.4446411
886	430.888885498047	7.74558833333333	56025.35546875	60759589.8366089
888	430.889251708984	7.75934333333333	59021.90625	60848687.9933167
889	430.888885498047	7.76870166666667	56732.2109375	60937310.5608826
890	430.888977050781	7.77858833333333	51074.1484375	61019585.3451843
892	430.888732910156	7.79218166666667	52453.89453125	61099619.3522339
894	430.888732910156	7.80527	52980.203125	61184019.1027832
895	430.888885498047	7.81475	54716.90234375	61267604.2904358
896	430.888885498047	7.824685	49180.15625	61344333.205719
897	430.888793945313	7.83454666666667	51561.42578125	61425526.2064209
899	430.888549804688	7.84819	50835.953125	61503865.0765381
900	430.888549804688	7.85749833333333	54327.96484375	61589842.1878052
901	430.888793945313	7.86759333333333	52991.52734375	61672784.4355164
902	430.888793945313	7.87760333333333	57562.7890625	61765336.2719421
904	430.88916015625	7.89115	65831.2421875	61874503.4191589
906	430.888977050781	7.90405666666667	62383.0703125	61970379.9152832
907	430.88916015625	7.91336166666667	65832.4453125	62076837.3788452
911	430.888793945313	7.93376333333333	53386.578125	62160167.8777466
912	430.889343261719	7.94326166666667	60589.8203125	62254248.2470398
914	430.889068603516	7.956715	56607.28515625	62341033.8710327
915	430.888885498047	7.96621	49813.859375	62419126.5325012
916	430.889068603516	7.97630666666667	47425.90234375	62492918.2744446
918	430.888977050781	7.98990333333333	40534.2734375	62555999.2981873
920	430.888641357422	8.00307666666667	36370.91796875	62612415.9440308
921	430.888885498047	8.01281	39371.40625	62674767.3428955
922	430.888732910156	8.02283666666667	42407.859375	62745324.6872559
923	430.88916015625	8.03305333333333	78503.03125	62870231.0835266
924	430.888732910156	8.04356	47832.75	62946344.1413879
925	430.888732910156	8.05343	49007.82421875	63027656.8960876
927	430.888641357422	8.06690333333333	49488.828125	63102106.4847412
928	430.888793945313	8.07636833333333	46660.28125	63174150.4888
929	430.88818359375	8.08651666666667	99927.078125	63337548.7865295
930	430.888732910156	8.09647333333333	113044.375	63518727.0197449
932	430.888732910156	8.11047333333333	53723.375	63605546.0040588
933	430.888793945313	8.12004333333333	61213.90625	63701871.1956177
934	430.888732910156	8.12994833333333	52640.09375	63788329.4649353
935	430.888977050781	8.13993166666667	49829.26171875	63868728.3553162
938	430.889068603516	8.15742333333333	44687.828125	63937726.6421204
939	430.88916015625	8.16690666666667	44376.421875	64012010.2886658
940	430.889343261719	8.17696333333333	46156.46875	64088423.3621521
941	430.889434814453	8.187165	51837.6875	64173827.6392517
942	430.889068603516	8.197015	53487.921875	64261148.3860474
944	430.88916015625	8.21052666666667	53047.60546875	64341896.2424316
945	430.888977050781	8.22005166666667	57561.81640625	64428228.65448
946	430.889526367188	8.22993666666667	59154.5390625	64518880.1870422
948	430.888793945313	8.24341	54788.87890625	64603635.8592529
949	430.889343261719	8.25273166666667	46636.1875	64681497.1885376
951	430.888977050781	8.26630166666667	48534.24609375	64759590.499054
953	430.889068603516	8.279325	52093.98046875	64841143.5101624
954	430.889068603516	8.28869166666667	46647.0390625	64914233.5934143
955	430.889068603516	8.29865	41735.09765625	64983965.4212952
956	430.889343261719	8.30865666666667	41291.8828125	65050205.9026184
957	430.889068603516	8.31874333333333	39303.49609375	65113132.10495
958	430.88916015625	8.32876	38096.125	65173953.8857422
959	430.889343261719	8.33878	41015.75	65237669.2376404
960	430.889251708984	8.34881	44024.51953125	65308490.2367554
961	430.889312744141	8.35893333333333	69923.6484375	65422515.4024658
962	430.889129638672	8.36934	73283.265625	65539069.9163818
963	430.888946533203	8.37988166666667	73359.0703125	65661727.2950745
964	430.889068603516	8.39032333333333	126292.4296875	65863737.0306091
965	430.889251708984	8.40084166666667	41423	65931512.6114197
967	430.888641357422	8.41419166666667	45945.47265625	66005454.9186096
969	430.889221191406	8.427075	114356.2421875	66185738.5585632
970	430.88916015625	8.43705	87967.984375	66330264.4623108
971	430.889129638672	8.44758	91689.671875	66483665.3341675
972	430.888854980469	8.458025	82412.9609375	66621296.6639099
973	430.888854980469	8.46852166666667	81553.0234375	66757925.6318665
974	430.889099121094	8.47901	78207.8984375	66881825.4635925
975	430.88916015625	8.48953333333333	70949.0859375	66995888.0910339
976	430.889068603516	8.49999	40603.79296875	67060882.8844299
978	430.889251708984	8.51323833333333	62521.203125	67158103.1651611
979	430.889251708984	8.522785	38000.19921875	67220331.8877869
980	430.888732910156	8.53291	36931.26953125	67276968.4864197
981	430.888732910156	8.542855	34761.22265625	67331707.8042603
982	430.888885498047	8.55290166666667	46133.734375	67404824.3399048
983	430.889129638672	8.56310166666667	67285.4375	67517015.6943359
984	430.889190673828	8.57354	69067.7578125	67626610.4505615
985	430.889068603516	8.58438333333333	71904.984375	67742475.2635498
987	430.889190673828	8.59805333333333	69592.03125	67859502.4099121
988	430.889129638672	8.60801333333333	73596.8515625	67980079.4467163
989	430.889129638672	8.61851166666667	78676.546875	68109280.9453125
990	430.88916015625	8.62900333333333	42957.953125	68176948.5205383
991	430.889526367188	8.63893333333333	39464.5390625	68240913.8188782
993	430.889373779297	8.6524	106402.953125	68408291.6300964
994	430.889099121094	8.66237666666667	80839.671875	68544493.0793762
995	430.888885498047	8.67291333333333	43663.81640625	68615382.4179077
996	430.88916015625	8.68306833333333	41088.61328125	68680954.9521484
997	430.88916015625	8.69264333333333	77314.3203125	68802813.069458
998	430.889434814453	8.70267333333333	47184.6796875	68875377.5568848
999	430.888977050781	8.71261	57931.4375	68970021.7915039
1000	430.889251708984	8.72258	36948.71875	69030047.4089355
1001	430.889068603516	8.73258666666667	45168.828125	69098443.0951538
1002	430.889068603516	8.742525	53521.89453125	69187708.5394592
1004	430.889282226563	8.756085	77345.265625	69313215.625
1005	430.889465332031	8.76605	72268.5	69434389.5470581
1006	430.889099121094	8.77652333333333	68267.6171875	69548517.8951111
1008	430.889068603516	8.7906	71244.0859375	69665907.0561523
1009	430.888885498047	8.80057666666667	29447.5859375	69718653.7463684
1010	430.888977050781	8.81045166666667	45663.8671875	69790418.0496216
1011	430.888000488281	8.82039666666667	74411.3828125	69914296.0958252
1012	430.88916015625	8.83037	33502.9296875	69964211.1641846
1013	430.889068603516	8.84029	66883.6640625	70071643.7958679
1014	430.889007568359	8.851105	62998.27734375	70179782.4983826
1015	430.888916015625	8.861315	74846.03125	70296855.5597534
1016	430.888854980469	8.87187	68568.03125	70406770.9499207
1017	430.888580322266	8.88225666666667	73341.34375	70524463.1608276
1018	430.888824462891	8.89276166666667	93729.4375	70677802.2599487
1019	430.888946533203	8.90329833333333	78641.96875	70804924.9508972
1020	430.888732910156	8.91373666666667	36107.03515625	70865077.6347656
1022	430.888977050781	8.927065	56424.58984375	70951168.1511841
1024	430.889099121094	8.940015	71918.40625	71071047.007019
1025	430.888549804688	8.95031666666667	40357.59375	71137073.3074341
1026	430.889068603516	8.95968666666667	32103.44140625	71187977.0048218
1028	430.889007568359	8.97315833333333	69218.9609375	71302619.2067566
1029	430.889038085938	8.98311833333333	65406.30859375	71409447.780365
1030	430.888946533203	8.99361333333333	130844.4609375	71622754.2151794
1031	430.88916015625	9.00409	70079.0546875	71736641.8656311
1032	430.888977050781	9.01464666666667	74151.09375	71854870.2246094
1035	430.889282226563	9.03208166666667	80635.1796875	71988174.1637268
1036	430.888732910156	9.04215	79179.015625	72112532.8983154
1038	430.889068603516	9.05531833333333	59972.90625	72214216.2669067
1039	430.889068603516	9.06446166666667	50151.36328125	72290859.8709717
1040	430.889190673828	9.07421333333333	87340.0859375	72427638.4033203
1041	430.888977050781	9.08511166666667	87513.2265625	72568577.1359863
1042	430.889068603516	9.09523166666667	87232.9765625	72714703.9640503
1043	430.889038085938	9.10570166666667	81324.9921875	72848447.7368774
1044	430.889038085938	9.11620333333333	85618.4296875	72988953.1477356
1045	430.889068603516	9.12673833333333	97588.2890625	73146785.2184143
1046	430.889129638672	9.137185	88713.53125	73289695.0909119
1047	430.88916015625	9.147675	80850.640625	73421618.198761
1048	430.889282226563	9.158175	92702.8671875	73568473.3400879
1049	430.888977050781	9.168725	87449.4609375	73713375.3727417
1050	430.888916015625	9.17916	79771.7265625	73846664.4719849
1051	430.888916015625	9.18965333333333	77996.6875	73975430.865387
1052	430.888793945313	9.20014	91982.125	74123365.3286438
1053	430.888824462891	9.21076666666667	114531.03125	74307202.0433655
1054	430.888916015625	9.22112833333333	101932.0078125	74464370.2263794
1055	430.88916015625	9.23161666666667	101189.609375	74628077.7963867
1056	430.888854980469	9.24210166666667	85504.765625	74769639.5907898
1057	430.888885498047	9.252635	43045.2734375	74842923.3813782
1059	430.888641357422	9.26565166666667	44142.6484375	74913859.9395447
1060	430.888793945313	9.275065	54781.4453125	74999058.6694031
1061	430.88916015625	9.285025	44905.60546875	75067446.9533997
1064	430.889343261719	9.30218833333333	45731.734375	75139275.0872498
1065	430.889068603516	9.31157	52511.08203125	75218217.9781799
1066	430.889526367188	9.32155333333333	55436.1640625	75300478.6964722
1067	430.888793945313	9.33135	44577.97265625	75376237.1534424
1068	430.888793945313	9.34126666666667	50040.98828125	75454850.6978455
1069	430.888977050781	9.35115	48015.1875	75528793.080719
1071	430.888977050781	9.36472	46044.29296875	75603055.9375916
1072	430.888885498047	9.37417166666667	46078.40625	75676921.5075073
1073	430.888977050781	9.384455	41958.5546875	75743259.7313538
1074	430.888977050781	9.39422666666667	48961.9140625	75823484.252594
1075	430.889434814453	9.40412	49126.35546875	75901130.6933594
1078	430.888885498047	9.42096833333333	49102.91015625	75978771.9473267
1080	430.889190673828	9.43378333333333	93370.484375	76124510.4666443
1081	430.889190673828	9.44374166666667	81925.1953125	76254561.2141418
1082	430.889282226563	9.45424	85085.046875	76391823.633667
1083	430.889190673828	9.46479833333333	81606.015625	76525763.5326843
1084	430.889312744141	9.47522166666667	95045.9609375	76677865.2349548
1086	430.889038085938	9.48922166666667	102143.5	76843150.3031006
1087	430.88916015625	9.49923833333333	145880.4375	77074833.1911316
1088	430.889129638672	9.50969	106926.2109375	77250648.0868225
1089	430.889129638672	9.52017666666667	115149.3359375	77434069.0090027
1090	430.890014648438	9.53067166666667	60256.71875	77537132.3403015
1091	430.888885498047	9.54120333333333	59716.03125	77630747.139801
1092	430.888732910156	9.550875	53113.12890625	77712744.7527161
1093	430.889251708984	9.56051833333333	53054.59765625	77799538.9450378
1094	430.888793945313	9.57030333333333	54603.796875	77881456.4738464
1095	430.888885498047	9.58018166666667	62043.1171875	77981910.0072937
1096	430.888977050781	9.58984166666667	61137.33984375	78077420.3464661
1097	430.889068603516	9.599515	68790.0703125	78186767.1891785
1098	430.888977050781	9.60922666666667	53539.34765625	78275001.5674744
1099	430.888793945313	9.61903166666667	60993.15234375	78369834.4757385
1100	430.888549804688	9.62869333333333	60042.21875	78467604.9936829
1101	430.888732910156	9.638395	66508.6171875	78573726.421875
1103	430.889038085938	9.651995	110323.328125	78746624.4188232
1104	430.889068603516	9.66196833333333	109136.8828125	78926629.8815613
1105	430.888977050781	9.672455	117299.9140625	79115096.3585815
1106	430.888885498047	9.682945	50319.96484375	79197366.6798706
1107	430.888641357422	9.69276	57251.00390625	79288298.2672119
1109	430.888885498047	9.70597833333333	66110.8984375	79392635.5509644
1110	430.888732910156	9.71514166666667	62682.66015625	79490801.2768555
1113	430.88818359375	9.73206666666667	108178.625	79668069.353302
1114	430.889129638672	9.74142666666667	110063.828125	79848347.4274292
1115	430.889038085938	9.75224833333333	110230.7578125	80028200.2059326
1116	430.888916015625	9.76246166666667	109015.828125	80200271.2277527
1117	430.888885498047	9.77289833333333	107232.6796875	80375757.2868958
1118	430.888885498047	9.783405	103241.6796875	80543653.4757996
1119	430.889068603516	9.793905	104749.7890625	80713732.504303
1120	430.889099121094	9.804435	94791.8203125	80864490.008728
1121	430.889465332031	9.81487833333333	80405.046875	80990068.6604919
