MZ	sumIntensity
777.229	1186
912.008	1186
857.989	1186
757.705	1186
651.716	1186
907.205	1186
617.172	1186
676.417	1186
798.045	1186
986.651	1186
1006.666	1186
801.729	1186
1096.496	1186
724.802	1186
909.092	1186
911.311	1186
720.88	1186
891.87	1186
1002.619	1186
757.186	1186
700.728	1186
690.219	1186
1100.011	1186
765.753	1186
585.738	1186
1007.951	1186
660.176	1186
747.383	1186
654.748	1186
675.779	1186
785.779	1186
916.023	1186
776.803	1186
671.705	1186
594.803	1186
865.092	1186
1147.372	1186
529.787	1186
691.704	1186
772.581	1186
657.781	1186
1074.273	1186
756.434	1186
688.204	1186
1008.167	1186
421.816	1186
487.97	1186
716.12	1186
899.254	1186
842.667	1186
716.719	1186
899.732	1186
692.669	1186
870.308	1186
588.241	1186
861.701	1186
598.307	1186
641.289	1186
886.237	1186
843.795	1186
593.249	1186
688.788	1186
841.524	1186
828.364	1186
706.733	1186
767.824	1186
701.063	1186
780.25	1186
789.062	1186
695.128	1186
777.254	1186
705.783	1186
795.253	1186
928.207	1186
715.696	1186
804.149	1186
980.301	1186
629.668	1186
620.308	1186
522.768	1186
890.246	1186
633.301	1186
531.794	1186
604.843	1186
673.88	1186
1293.174	1186
605.205	1186
637.923	1186
859.751	1186
557.361	1186
953.723	1186
817.847	1186
762.261	1186
631.688	1186
1141.273	1185
766.655	1185
932.203	1185
1093.06	1185
758.809	1185
786.445	1185
865.069	1185
767.086	1185
747.342	1185
808.832	1185
816.117	1185
929.894	1185
780.741	1185
870.422	1185
706.706	1185
862.329	1185
817.077	1185
639.729	1185
784.77	1185
817.71	1185
1007.038	1185
629.4	1185
934.707	1185
780.442	1185
745.212	1185
796.654	1185
687.222	1185
820.777	1185
865.099	1185
796.639	1185
937.283	1185
958.06	1185
558.382	1185
1013.138	1185
1121.542	1185
1413.603	1185
883.092	1185
889.599	1185
825.151	1185
726.652	1185
940.055	1185
946.105	1185
484.785	1185
754.538	1185
940.785	1185
846.588	1185
1161.644	1185
868.062	1185
941.166	1185
603.257	1185
1318.418	1185
767.722	1185
712.772	1185
900.181	1185
637.827	1185
575.81	1185
445.753	1185
818.31	1185
842.195	1185
816.69	1185
927.244	1185
763.973	1185
1121.252	1185
709.709	1185
798	1185
945.717	1185
635.715	1185
816.686	1185
687.791	1185
861.274	1185
852.781	1185
734.134	1185
604.402	1185
866.232	1185
596.389	1185
809.818	1185
793.8	1185
676.736	1185
698.243	1185
671.867	1185
669.297	1185
987.649	1185
781.822	1185
1013.314	1185
820.139	1185
742.441	1185
791.716	1185
1087.634	1185
649.46	1185
750.334	1185
618.72	1185
674.176	1185
600.805	1185
635.755	1185
1005.888	1185
684.868	1185
508.764	1185
874.21	1185
459.807	1185
707.798	1185
714.189	1185
780.66	1185
898.555	1185
764.207	1185
833.547	1185
791.164	1185
772.113	1185
668.518	1185
534.726	1185
530.78	1185
724.724	1185
746.222	1185
773.319	1184
987.247	1184
782.588	1184
1398.033	1184
995.532	1184
1196.899	1184
979.94	1184
615.655	1184
851.995	1184
959.053	1184
932.116	1184
1208.5	1184
821.095	1184
654.399	1184
954.527	1184
583.656	1184
715.152	1184
747.296	1184
763.751	1184
732.826	1184
1039.049	1184
755.182	1184
795.757	1184
956.618	1184
935.679	1184
737.323	1184
739.732	1184
684.117	1184
899.084	1184
778.638	1184
870.833	1184
794.635	1184
741.744	1184
1014.151	1184
906.539	1184
947.13	1184
1034.783	1184
890.167	1184
801.224	1184
696.912	1184
932.681	1184
744.101	1184
784.2	1184
790.141	1184
982.082	1184
1076.087	1184
853.172	1184
536.757	1184
568.76	1184
733.166	1184
909.953	1184
947.657	1184
718.328	1184
641.727	1184
584.789	1184
722.429	1184
843.785	1184
734.77	1184
911.574	1184
787.12	1184
831.662	1184
1069.793	1184
877.21	1184
855.295	1184
676.775	1184
603.891	1184
502.784	1184
781.775	1184
1001.308	1184
940.17	1184
780.777	1184
899.585	1184
705.355	1184
996.904	1184
676.144	1184
815.714	1184
437.788	1184
634.699	1184
862.703	1184
976.77	1184
594.191	1184
864.253	1184
493.806	1184
708.674	1184
881.118	1184
943.023	1184
632.817	1184
956.843	1184
784.182	1184
581.762	1184
762.679	1184
801.473	1184
759.215	1184
538.348	1184
622.717	1184
780.393	1184
860.988	1184
996.673	1184
947.786	1184
741.648	1184
587.681	1184
862.061	1184
573.642	1184
460.677	1184
581.78	1184
677.149	1184
561.781	1183
771.638	1183
749.258	1183
1245.271	1183
655.199	1183
802.604	1183
1007.639	1183
847.577	1183
788.285	1183
1087.836	1183
879.021	1183
1387.461	1183
996.441	1183
628.275	1183
996.265	1183
806.129	1183
672.629	1183
827.079	1183
735.214	1183
797.154	1183
771.661	1183
874.166	1183
732.32	1183
1370.299	1183
759.892	1183
885.723	1183
718.337	1183
942.028	1183
834.058	1183
700.181	1183
1564.242	1183
498.771	1183
1019.609	1183
750.754	1183
775.65	1183
630.66	1183
835.732	1183
537.734	1183
970.073	1183
586.838	1183
744.672	1183
829.565	1183
648.632	1183
633.081	1183
1035.031	1183
562.291	1183
760.206	1183
714.351	1183
896.7	1183
547.787	1183
714.743	1183
951.772	1183
717.295	1183
748.672	1183
921.196	1183
877.809	1183
629.824	1183
759.165	1183
619.825	1183
861.604	1183
731.706	1183
725.839	1183
728.282	1183
707.801	1183
823.649	1183
944.038	1183
884.121	1183
627.676	1183
877.67	1183
781.563	1183
806.23	1183
645.138	1183
561.315	1183
686.788	1183
905.621	1183
855.128	1183
758.192	1183
689.874	1183
850.268	1183
554.29	1183
849.121	1183
517.33	1183
827.321	1183
675.809	1183
1007.233	1183
713.186	1183
537.297	1183
565.721	1182
893.535	1182
802.742	1182
956.706	1182
864.817	1182
900.568	1182
835.567	1182
803.622	1182
735.71	1182
822.286	1182
823.684	1182
897.025	1182
1009.587	1182
857.18	1182
1125.453	1182
830.743	1182
885.238	1182
1132.575	1182
616.681	1182
877.897	1182
1185.822	1182
995.21	1182
1092.266	1182
747.333	1182
760.183	1182
1133.58	1182
849.661	1182
533.298	1182
901.256	1182
809.423	1182
1046.141	1182
682.236	1182
910.708	1182
801.434	1182
1006.683	1182
906.605	1182
808.205	1182
821.154	1182
529.698	1182
855.116	1182
1084.478	1182
633.779	1182
785.139	1182
752.091	1182
849.21	1182
847.1	1182
929.989	1182
1020.783	1182
673.324	1182
947.698	1182
618.906	1182
758.701	1182
765.291	1182
767.634	1182
728.313	1182
744.747	1182
742.025	1182
818.738	1182
670.194	1182
789.32	1182
781.688	1182
639.227	1182
805.599	1182
770.451	1182
752.184	1182
878.666	1182
816.577	1182
687.34	1182
921.987	1182
710.771	1182
707.721	1182
656.775	1182
819.723	1182
832.176	1182
704.154	1182
477.842	1182
907.701	1182
539.783	1182
849.731	1182
855.57	1182
979.628	1182
702.253	1182
666.745	1182
784.291	1182
732.681	1182
1004.639	1182
709.716	1182
853.964	1182
650.881	1182
628.826	1182
544.386	1182
494.768	1182
619.743	1182
876.45	1182
546.765	1182
821.603	1182
917.4	1182
683.813	1182
716.084	1182
678.212	1182
708.833	1182
661.317	1182
1073.562	1182
738.243	1182
755.735	1182
644.872	1181
891.931	1181
826.824	1181
920.368	1181
720.422	1181
718.242	1181
1132.857	1181
977.56	1181
1446.579	1181
1011.649	1181
912.398	1181
953.056	1181
751.737	1181
1016.614	1181
665.693	1181
961.641	1181
875.127	1181
867.866	1181
1387.801	1181
1135.222	1181
952.577	1181
807.244	1181
838.173	1181
1266.003	1181
973.659	1181
778.901	1181
944.019	1181
946.4	1181
885.385	1181
962.387	1181
1118.598	1181
767.326	1181
779.657	1181
755.715	1181
1001.727	1181
656.676	1181
740.848	1181
974.872	1181
927.159	1181
1038.669	1181
835.215	1181
760.683	1181
932.703	1181
825.717	1181
750.336	1181
748.863	1181
723.737	1181
676.723	1181
734.354	1181
665.303	1181
764.278	1181
850.692	1181
662.749	1181
961.696	1181
829.825	1181
583.832	1181
890.244	1181
749.21	1181
878.681	1181
785.37	1181
705.789	1181
728.878	1181
669.284	1181
985.201	1181
707.368	1181
718.783	1181
761.795	1181
784.138	1181
753.351	1181
749.913	1181
631.764	1181
615.322	1181
709.436	1181
712.233	1181
776.134	1181
526.718	1181
597.187	1181
785.302	1181
587.27	1181
1232.773	1181
611.768	1181
655.686	1181
864.724	1181
557.731	1181
658.769	1181
1161.423	1181
660.166	1181
616.744	1181
753.183	1181
790.862	1181
786.758	1181
630.34	1181
879.236	1181
612.855	1181
714.72	1181
1035.736	1181
806.205	1181
663.208	1181
745.23	1181
791.261	1181
523.752	1181
894.695	1181
656.72	1181
791.161	1181
597.753	1181
759.809	1181
919.289	1181
778.59	1181
881.565	1181
661.687	1181
867.292	1181
868.956	1181
914.642	1181
855.408	1181
808.779	1180
914.214	1180
993.612	1180
865.688	1180
976.046	1180
1015.062	1180
633.675	1180
882.201	1180
841.806	1180
850.609	1180
1005.216	1180
766.76	1180
799.289	1180
860.529	1180
664.458	1180
676.757	1180
1439.865	1180
733.654	1180
952.073	1180
658.149	1180
807.754	1180
755.645	1180
850.724	1180
855.724	1180
706.182	1180
888.431	1180
700.696	1180
901.195	1180
740.248	1180
850.777	1180
728.465	1180
587.856	1180
737.61	1180
857.12	1180
1167.4	1180
657.724	1180
907.57	1180
791.25	1180
863.222	1180
759.247	1180
794.726	1180
687.731	1180
720.261	1180
749.135	1180
775.118	1180
699.719	1180
890.718	1180
1053.077	1180
706.241	1180
744.7	1180
711.071	1180
803.292	1180
1010.651	1180
809.362	1180
774.187	1180
761.675	1180
965.223	1180
629.698	1180
779.706	1180
852.768	1180
700.237	1180
1048.213	1180
960.612	1180
701.869	1180
710.868	1180
572.731	1180
866.398	1180
1001.218	1180
734.804	1180
778.404	1180
538.793	1180
876.657	1180
793.779	1180
918.74	1180
672.149	1180
718.833	1180
778.4	1180
855.262	1180
574.828	1180
1007.63	1180
739.269	1180
736.672	1180
820.277	1180
648.724	1180
576.721	1180
876.605	1180
717.284	1180
975.524	1180
666.145	1180
664.356	1180
778.741	1180
725.386	1180
722.061	1180
746.258	1180
890.29	1180
868.26	1180
1117.111	1180
616.791	1180
488.243	1180
503.764	1180
658.789	1180
705.701	1180
685.788	1180
844.254	1180
729.936	1180
561.709	1180
831.745	1180
1019.369	1180
510.828	1180
748.813	1180
648.242	1180
904.541	1180
674.754	1180
786.15	1180
1249.67	1179
695.306	1179
524.778	1179
711.215	1179
860.79	1179
954.653	1179
640.905	1179
721.727	1179
1007.329	1179
1316.843	1179
676.764	1179
1010.534	1179
707.151	1179
832.077	1179
878.109	1179
588.687	1179
632.719	1179
877.382	1179
1052.645	1179
904.559	1179
965.827	1179
1406.458	1179
897.26	1179
645.692	1179
723.625	1179
872.17	1179
928.183	1179
806.215	1179
668.647	1179
875.964	1179
697.691	1179
766.65	1179
695.223	1179
781.694	1179
973.161	1179
625.734	1179
1351.488	1179
943.82	1179
979.915	1179
647.34	1179
1208.584	1179
1067.062	1179
641.245	1179
1252.633	1179
734.473	1179
846.612	1179
1031.573	1179
963.165	1179
724.923	1179
703.888	1179
486.825	1179
709.363	1179
794.363	1179
729.745	1179
572.776	1179
939.425	1179
784.103	1179
868.878	1179
740.27	1179
545.251	1179
938.711	1179
602.288	1179
818.744	1179
548.794	1179
643.048	1179
722.991	1179
938.455	1179
680.765	1179
666.818	1179
719.759	1179
799.258	1179
872.791	1179
653.231	1179
736.741	1179
712.865	1179
620.281	1179
761.631	1179
790.768	1179
787.263	1179
861.196	1179
592.343	1179
821.177	1179
826.754	1179
531.827	1179
829.227	1179
889.021	1179
626.255	1179
685.838	1179
924.353	1179
663.713	1179
871.806	1179
547.905	1179
865.104	1179
723.224	1179
900.745	1179
633.93	1179
557.834	1179
705.358	1179
1041.279	1179
757.824	1179
626.815	1179
735.267	1179
539.752	1179
580.688	1179
692.388	1179
975.578	1179
803.021	1179
684.317	1179
852.655	1179
784.352	1179
755.761	1179
553.188	1179
614.731	1179
855.948	1179
763.411	1179
757.267	1179
737.461	1179
587.611	1179
580.341	1179
781.587	1179
477.761	1178
826.441	1178
999.43	1178
966.107	1178
762.811	1178
763.323	1178
842.09	1178
944.84	1178
806.648	1178
638.72	1178
945.566	1178
906.057	1178
779.908	1178
793.658	1178
717.2	1178
914.979	1178
810.266	1178
795.781	1178
1016.142	1178
816.769	1178
797.604	1178
704.109	1178
550.24	1178
729.422	1178
756.111	1178
808.202	1178
1580.334	1178
895.24	1178
1563.524	1178
790.821	1178
1036.434	1178
876.36	1178
771.641	1178
645.834	1178
927.597	1178
745.726	1178
881.304	1178
942.809	1178
745.191	1178
724.129	1178
544.235	1178
1036.995	1178
796.789	1178
827.854	1178
1017.767	1178
728.415	1178
973.84	1178
686.826	1178
853.065	1178
795.744	1178
728.266	1178
780.449	1178
642.793	1178
913.159	1178
661.115	1178
868.957	1178
1111.314	1178
870.769	1178
566.748	1178
720.72	1178
719.654	1178
709.852	1178
906.074	1178
727.786	1178
792.324	1178
532.712	1178
658.765	1178
902.167	1178
827.357	1178
749.85	1178
863.125	1178
674.752	1178
1030.008	1178
931.772	1178
670.394	1178
697.172	1178
864.521	1178
1080.693	1178
765.116	1178
818.064	1178
732.989	1178
1072.069	1178
931.767	1178
695.227	1178
616.254	1178
1054.805	1178
810.214	1178
589.696	1178
823.692	1178
648.784	1178
621.855	1178
559.699	1178
882.95	1178
762.536	1178
694.807	1178
651.254	1178
555.699	1178
594.641	1178
845.631	1177
931.421	1177
572.699	1177
636.4	1177
1017.939	1177
744.697	1177
1009.515	1177
809.752	1177
995.637	1177
589.395	1177
804.604	1177
1045.708	1177
920.12	1177
1039.095	1177
629.283	1177
760.166	1177
1099.625	1177
1232.986	1177
741.689	1177
765.345	1177
840.182	1177
693.247	1177
917.118	1177
849.994	1177
951.235	1177
949.27	1177
759.699	1177
553.736	1177
745.416	1177
785.578	1177
825.839	1177
833.007	1177
875.253	1177
935	1177
851.691	1177
670.221	1177
715.752	1177
684.669	1177
736.184	1177
800.702	1177
955.275	1177
713.196	1177
781.233	1177
1129.618	1177
657.303	1177
1436.154	1177
590.818	1177
695.754	1177
1074.706	1177
492.771	1177
961.106	1177
1228.137	1177
595.268	1177
682.112	1177
698.354	1177
725.171	1177
818.713	1177
610.675	1177
665.65	1177
754.906	1177
731.855	1177
689.731	1177
697.815	1177
592.308	1177
714.713	1177
598.871	1177
834.802	1177
677.758	1177
928.733	1177
1030.215	1177
876.729	1177
985.056	1177
752.857	1177
846.483	1177
817.152	1177
958.354	1177
738.634	1177
579.307	1177
610.316	1177
691.655	1177
608.193	1177
975.772	1177
811.077	1177
508.283	1177
872.367	1177
867.792	1177
965.362	1177
697.299	1177
712.669	1177
534.248	1177
684.455	1177
1168.534	1177
926.236	1177
807.811	1177
578.833	1177
746.226	1177
701.844	1177
617.743	1177
854.802	1177
643.413	1177
817.332	1177
557.761	1177
1030.549	1177
931.733	1177
567.794	1177
561.228	1177
668.351	1177
745.291	1177
422.847	1177
879.111	1177
755.284	1177
700.775	1177
852.553	1177
498.766	1177
745.605	1177
661.362	1177
769.266	1177
682.267	1177
500.736	1176
444.771	1176
1531.76	1176
820.58	1176
925.328	1176
999.403	1176
1025.053	1176
821.116	1176
1388.205	1176
881.374	1176
706.22	1176
980.753	1176
637.21	1176
1035.7	1176
772.409	1176
986.422	1176
772.187	1176
1009.861	1176
932.682	1176
957.344	1176
947.424	1176
880.866	1176
922.628	1176
983.136	1176
706.353	1176
883.722	1176
803.96	1176
668.748	1176
757.66	1176
1218.147	1176
665.699	1176
922.894	1176
674.238	1176
687.422	1176
1019.222	1176
755.051	1176
1004.535	1176
670.729	1176
700.215	1176
848.541	1176
1067.498	1176
949.66	1176
1015.377	1176
935.937	1176
745.658	1176
780.727	1176
812.315	1176
879.987	1176
873.705	1176
798.743	1176
977.119	1176
665.779	1176
865.398	1176
613.72	1176
705.248	1176
883.662	1176
526.309	1176
714.284	1176
847.637	1176
792.156	1176
714.229	1176
948.685	1176
618.74	1176
688.424	1176
526.748	1176
695.2	1176
729.069	1176
932.245	1176
730.793	1176
777.121	1176
965.17	1176
699.395	1176
985.777	1176
924.68	1176
780.339	1176
811.097	1176
641.762	1176
765.811	1176
670.707	1176
635.264	1176
756.69	1176
1408.153	1176
726.423	1176
797.583	1176
729.432	1176
799.704	1176
724.718	1176
859.218	1176
687.774	1176
726.748	1176
682.265	1176
747.736	1176
908.452	1176
842.227	1176
524.239	1176
927.694	1176
568.25	1176
620.208	1176
559.863	1176
480.746	1176
708.697	1176
1050.761	1176
755.742	1176
541.771	1176
739.837	1176
806.708	1176
650.756	1176
553.306	1176
748.237	1176
613.854	1176
640.196	1176
803.197	1176
510.786	1176
716.791	1176
614.291	1176
739.771	1176
680.761	1176
554.862	1176
805.229	1176
831.064	1176
863.103	1176
1149.042	1176
699.561	1176
758.76	1176
710.237	1176
899.797	1175
996.156	1175
686.173	1175
654.274	1175
864.267	1175
859.296	1175
1093.58	1175
910.81	1175
771.733	1175
1059.388	1175
792.751	1175
1074.566	1175
701.742	1175
761.112	1175
822.443	1175
665.692	1175
953.249	1175
736.136	1175
782.817	1175
581.479	1175
761.27	1175
918.076	1175
581.352	1175
927.885	1175
886.635	1175
898.188	1175
708.63	1175
694.141	1175
734.193	1175
768.34	1175
762.022	1175
923.021	1175
877.057	1175
787.143	1175
915.999	1175
1191.314	1175
869.293	1175
692.675	1175
647.755	1175
831.194	1175
846.74	1175
656.702	1175
943.562	1175
815.541	1175
766.739	1175
605.757	1175
700.807	1175
603.269	1175
948.682	1175
884.298	1175
1082.142	1175
678.71	1175
843.48	1175
835.147	1175
643.771	1175
957.494	1175
979.084	1175
824.243	1175
776.154	1175
793.183	1175
1364.554	1175
611.251	1175
837.681	1175
717.63	1175
632.273	1175
811.197	1175
1084.553	1175
938.277	1175
550.266	1175
709.237	1175
735.934	1175
717.163	1175
689.432	1175
606.734	1175
730.751	1175
776.048	1175
810.379	1175
798.755	1175
703.792	1175
475.284	1175
624.212	1175
699.937	1175
856.567	1175
798.637	1175
746.787	1175
719.824	1175
693.114	1175
523.134	1175
630.83	1175
842.714	1175
878.047	1175
1090.488	1175
730.685	1174
801.826	1174
925.761	1174
1566.56	1174
811.04	1174
926.376	1174
863.067	1174
955.549	1174
924.486	1174
773.2	1174
1314.052	1174
767.659	1174
685.482	1174
828.583	1174
976.584	1174
845.5	1174
604.823	1174
765.611	1174
673.216	1174
741.206	1174
868.206	1174
1205.56	1174
870.154	1174
874.613	1174
1098.012	1174
745.679	1174
1100.117	1174
537.815	1174
800.288	1174
1008.743	1174
794.65	1174
727.76	1174
796.474	1174
1096.74	1174
650.717	1174
690.372	1174
412.761	1174
1055.655	1174
832.157	1174
846.114	1174
803.237	1174
985.144	1174
763.118	1174
777.142	1174
1176.098	1174
763.375	1174
996.26	1174
679.656	1174
955.634	1174
838.712	1174
773.867	1174
892.689	1174
600.708	1174
788.308	1174
738.815	1174
648.203	1174
816.871	1174
741.353	1174
685.813	1174
643.297	1174
763.272	1174
651.275	1174
867.153	1174
724.696	1174
635.268	1174
872.806	1174
1051.991	1174
743.308	1174
716.82	1174
679.807	1174
768.14	1174
645.221	1174
955.823	1174
758.832	1174
1145.549	1174
813.612	1174
782.279	1174
780.299	1174
852.813	1174
618.787	1174
915.089	1174
708.254	1174
950.329	1174
844.078	1174
737.216	1174
828.81	1174
847.762	1174
731.764	1174
733.448	1174
1040.671	1174
845.357	1174
1022.538	1174
937.607	1174
716.681	1174
749.248	1174
477.765	1174
787.77	1174
912.783	1174
778.49	1174
737.672	1174
924.758	1174
584.347	1174
668.824	1174
699.815	1174
679.12	1174
805.08	1174
617.792	1174
508.35	1174
628.948	1174
942.368	1174
795.097	1174
810.497	1174
553.644	1174
791.881	1174
623.357	1174
915.566	1174
621.66	1173
692.792	1173
744.154	1173
800.24	1173
845.611	1173
949.499	1173
617.772	1173
691.277	1173
628.184	1173
854.738	1173
1009.172	1173
574.257	1173
807.154	1173
773.776	1173
822.029	1173
969.53	1173
771.657	1173
768.155	1173
565.254	1173
1396.524	1173
953.168	1173
908.24	1173
833.783	1173
783.716	1173
742.72	1173
933.921	1173
736.563	1173
682.1	1173
880.729	1173
800.432	1173
877.044	1173
762.124	1173
966.691	1173
656.757	1173
721.247	1173
934.001	1173
702.651	1173
681.687	1173
937.184	1173
839.006	1173
809.703	1173
415.793	1173
701.222	1173
752.756	1173
665.771	1173
1021.559	1173
749.309	1173
738.746	1173
698.719	1173
886.642	1173
624.782	1173
731.815	1173
835.269	1173
583.336	1173
623.937	1173
694.829	1173
827.581	1173
685.371	1173
759.482	1173
754.253	1173
880.185	1173
1130.112	1173
790.602	1173
787.672	1173
929.58	1173
855.616	1173
861.114	1173
705.747	1173
705.661	1173
790.773	1173
815.135	1173
1119.363	1173
643.788	1173
1407.209	1173
575.267	1173
818.593	1173
1180.689	1173
993.593	1173
717.283	1173
648.194	1173
866.269	1173
1019.762	1173
683.419	1173
843.799	1173
567.802	1173
637.269	1173
788.211	1173
626.684	1173
824.162	1173
678.27	1173
687.772	1173
994.121	1173
734.531	1173
645.827	1173
842.403	1173
581.888	1173
959.74	1173
736.724	1173
683.832	1173
578.241	1173
851.758	1173
862.623	1173
687.872	1173
1111.906	1173
941.638	1173
930.194	1173
706.203	1173
475.768	1173
724.638	1173
715.686	1173
605.269	1173
823.157	1173
503.263	1173
462.755	1173
764.964	1173
483.29	1173
1152.67	1173
715.65	1173
621.767	1173
591.216	1173
962.587	1172
974.145	1172
868.646	1172
912.189	1172
812.896	1172
973.977	1172
1225.025	1172
649.625	1172
755.626	1172
839.382	1172
686.672	1172
908.193	1172
1050.213	1172
820.154	1172
946.117	1172
770.77	1172
971.416	1172
957.219	1172
706.893	1172
880.804	1172
1210.457	1172
707.728	1172
952.526	1172
921.154	1172
742.596	1172
785.587	1172
458.872	1172
825.113	1172
728.146	1172
1269.896	1172
1365.955	1172
790.595	1172
801.204	1172
610.732	1172
612.16	1172
732.585	1172
764.674	1172
655.442	1172
692.595	1172
896.92	1172
797.626	1172
817.673	1172
837.192	1172
769.652	1172
601.727	1172
727.33	1172
915.169	1172
837.596	1172
534.296	1172
723.866	1172
834.722	1172
793.033	1172
890.387	1172
960.398	1172
787.079	1172
682.185	1172
785.807	1172
766.146	1172
783.448	1172
826.89	1172
634.825	1172
879.131	1172
841.62	1172
777.306	1172
825.078	1172
803.091	1172
764.821	1172
805.283	1172
894.785	1172
780.891	1172
759.363	1172
657.229	1172
956.087	1172
635.651	1172
620.781	1172
804.848	1172
662.721	1172
870.871	1172
783.215	1172
930.695	1172
521.801	1172
836.083	1172
616.755	1172
654.25	1172
841.652	1172
688.753	1172
771.809	1172
678.702	1172
664.112	1172
878.119	1172
943.702	1172
591.822	1172
673.759	1172
441.818	1172
756.792	1172
503.269	1172
752.79	1172
910.091	1172
860.572	1172
730.353	1172
897.024	1172
520.239	1172
648.781	1172
780.877	1172
655.225	1172
757.117	1172
716.878	1172
856.124	1172
1018.542	1172
605.374	1172
826.66	1172
899.177	1172
581.839	1172
884.318	1172
700.717	1172
709.413	1172
554.317	1172
668.791	1172
842.192	1172
1155.473	1172
815.193	1172
951.552	1172
925.865	1172
735.237	1172
887.955	1172
674.357	1172
698.789	1172
873.512	1172
765.727	1171
563.679	1171
800.78	1171
910.561	1171
808.596	1171
764.065	1171
753.153	1171
872.221	1171
895.1	1171
732.651	1171
725.056	1171
676.691	1171
1054.628	1171
783.866	1171
833.648	1171
1016.052	1171
836.692	1171
1033.709	1171
952.783	1171
1335.801	1171
725.819	1171
1492.512	1171
630.696	1171
759.731	1171
568.715	1171
696.37	1171
842.356	1171
855.223	1171
644.822	1171
753.283	1171
961.348	1171
824.681	1171
718.77	1171
1121.533	1171
753.278	1171
557.278	1171
929.931	1171
734.761	1171
707.006	1171
754.412	1171
865.037	1171
819.669	1171
799.724	1171
478.758	1171
943.376	1171
993.576	1171
797.816	1171
853.422	1171
789.284	1171
719.219	1171
900.784	1171
797.24	1171
808.126	1171
758.744	1171
812.551	1171
799.416	1171
901.124	1171
709.674	1171
1073.749	1171
721.69	1171
1526.368	1171
928.577	1171
694.334	1171
745.294	1171
671.239	1171
678.679	1171
766.664	1171
895.446	1171
634.387	1171
1007.6	1171
713.359	1171
626.86	1171
676.86	1171
1000.549	1171
793.385	1171
918.95	1171
836.2	1171
841.795	1171
609.221	1171
643.202	1171
575.84	1171
829.037	1171
541.818	1171
736.202	1171
660.318	1171
640.676	1171
715.74	1171
752.521	1171
619.463	1171
700.801	1171
766.364	1171
855.691	1171
821.133	1171
863.778	1171
845.769	1171
871.715	1171
625.815	1171
771.61	1171
671.308	1171
775.74	1171
733.271	1171
710.681	1171
728.914	1171
695.738	1171
708.321	1171
699.66	1171
754.82	1171
838.117	1171
897.367	1171
589.894	1171
756.042	1171
951.486	1171
929.538	1171
789.255	1171
865.249	1171
869.315	1171
606.577	1171
1081.101	1171
853.652	1170
871.76	1170
640.736	1170
874.119	1170
917.868	1170
924.263	1170
830.827	1170
688.309	1170
738.246	1170
919.574	1170
612.293	1170
984.566	1170
655.629	1170
714.32	1170
783.138	1170
649.679	1170
582.251	1170
1098.591	1170
911.994	1170
920.147	1170
967.165	1170
752.721	1170
882.016	1170
982.932	1170
795.035	1170
838.36	1170
1006.848	1170
892.496	1170
590.283	1170
681.785	1170
800.807	1170
701.375	1170
1186.746	1170
752.688	1170
697.61	1170
887.364	1170
669.278	1170
935.636	1170
886.236	1170
1034.478	1170
794.797	1170
712.159	1170
486.715	1170
912.439	1170
416.798	1170
753.776	1170
851.644	1170
835.2	1170
654.765	1170
777.696	1170
790.701	1170
953.08	1170
611.756	1170
1054.644	1170
647.274	1170
1069.055	1170
906.723	1170
921.713	1170
922.301	1170
1010.174	1170
920.656	1170
684.096	1170
593.815	1170
585.774	1170
891.665	1170
614.354	1170
939.123	1170
594.379	1170
694.144	1170
1042.8	1170
709.766	1170
882.726	1170
699.344	1170
1257.6	1170
957.431	1170
671.73	1170
814.776	1170
754.268	1170
650.807	1170
736.689	1170
738.768	1170
628.243	1170
883.057	1170
803.887	1170
851.283	1170
781.68	1170
808.683	1170
614.811	1170
716.625	1170
906.163	1170
929.882	1170
639.208	1170
718.134	1170
613.257	1170
861.127	1170
1223.464	1170
1238.869	1170
477.822	1170
1433.729	1170
788.253	1170
972.633	1170
765.248	1170
867.082	1170
596.786	1170
785.795	1170
635.785	1170
952.427	1170
733.812	1170
716.196	1170
769.231	1170
792.38	1170
885.814	1170
743.402	1170
744.817	1170
572.244	1170
580.276	1169
789.975	1169
805.142	1169
845.803	1169
716.211	1169
825.669	1169
719.576	1169
941.088	1169
926.359	1169
1228.027	1169
671.803	1169
912.203	1169
706.77	1169
720.797	1169
831.204	1169
906.693	1169
664.205	1169
774.139	1169
898.565	1169
561.765	1169
820.146	1169
999.661	1169
506.253	1169
750.795	1169
746.661	1169
850.149	1169
625.695	1169
910.02	1169
770.674	1169
713.891	1169
730.669	1169
740.274	1169
720.303	1169
725.238	1169
1420.945	1169
1265.308	1169
811.675	1169
667.231	1169
687.233	1169
774.196	1169
790.636	1169
900.825	1169
953.549	1169
884.239	1169
1062.213	1169
735.301	1169
650.82	1169
779.212	1169
745.131	1169
480.28	1169
824.641	1169
731.209	1169
957.644	1169
791.198	1169
703.776	1169
569.237	1169
830.701	1169
850.53	1169
791.69	1169
819.691	1169
417.801	1169
676.436	1169
660.172	1169
808.615	1169
747.007	1169
592.769	1169
734.109	1169
567.788	1169
654.166	1169
730.261	1169
699.249	1169
639.687	1169
760.339	1169
804.809	1169
603.662	1169
832.942	1169
995.892	1169
588.832	1169
913.574	1169
794.742	1169
916.271	1169
922.588	1169
1197.181	1169
820.725	1169
714.318	1169
643.291	1169
849.129	1169
764.832	1169
686.774	1169
