MZ	sumIntensity
860.198	1306
687.765	1306
942.722	1306
1018.155	1306
903.722	1306
896.848	1306
823.62	1306
790.647	1306
859.527	1306
955.91	1306
719.805	1306
727.277	1306
755.353	1306
1108.075	1306
969.078	1306
1116.732	1306
693.697	1306
980.645	1306
587.736	1306
784.237	1306
860.245	1306
773.082	1306
1050.985	1306
835.383	1306
988.503	1306
941.173	1306
778.099	1306
899.635	1306
805.141	1306
735.234	1306
744.2	1306
1231.313	1306
879.832	1306
830.753	1306
671.36	1306
716.219	1306
945.13	1306
1474.519	1306
772.305	1306
850.505	1306
680.763	1306
618.285	1306
558.289	1306
561.789	1306
641.264	1306
891.128	1306
634.821	1306
663.773	1306
1059.672	1306
818.263	1306
543.305	1306
674.756	1306
646.2	1306
633.126	1306
1224.072	1306
558.829	1306
944.154	1305
665.656	1305
606.759	1305
877.448	1305
799.156	1305
847.997	1305
759.641	1305
900.685	1305
893.72	1305
995.59	1305
1040.68	1305
690.27	1305
901.174	1305
805.8	1305
879.329	1305
785.811	1305
977.962	1305
943.082	1305
811.848	1305
989.449	1305
763.194	1305
932.738	1305
975.727	1305
899.284	1305
931.655	1305
959.644	1305
927.293	1305
1045.562	1305
948.644	1305
931.616	1305
912.261	1305
760.268	1305
1019.117	1305
840.291	1305
827.119	1305
1148.475	1305
1525.751	1305
717.661	1305
736.248	1305
769.989	1305
626.712	1305
540.722	1305
745.678	1305
803.672	1305
437.74	1305
802.757	1305
687.717	1305
937.185	1305
992.107	1305
743.326	1305
721.803	1305
868.192	1305
938.624	1305
728.317	1305
893.629	1305
1176.962	1305
807.669	1305
665.236	1305
838.527	1305
814.592	1305
666.697	1305
726.851	1305
572.328	1305
774.652	1305
821.685	1305
864.726	1304
851.665	1304
888.683	1304
785.346	1304
874.658	1304
925.581	1304
1108.69	1304
900.187	1304
977.064	1304
994.861	1304
834.69	1304
722.738	1304
841.698	1304
1003.517	1304
1040.255	1304
778.766	1304
1050.094	1304
943.024	1304
1005.235	1304
840.39	1304
1145.176	1304
834.675	1304
798.156	1304
890.939	1304
866.205	1304
1159.412	1304
820.767	1304
737.858	1304
821.233	1304
941.785	1304
769.609	1304
739.677	1304
1077.188	1304
754.406	1304
732.775	1304
616.77	1304
897.326	1304
611.771	1304
673.221	1304
917.88	1304
604.297	1304
936.35	1304
955.119	1304
914.761	1304
1015.113	1304
773.992	1304
796.263	1304
717.275	1304
728.758	1304
692.718	1304
808.677	1304
873.111	1304
822.053	1304
767.705	1304
852.585	1304
706.772	1304
744.266	1304
787.227	1304
545.769	1304
790.242	1304
737.081	1304
650.737	1304
633.807	1304
748.155	1304
925.743	1304
662.258	1303
1006.267	1303
1234.803	1303
841.537	1303
1344.664	1303
828.559	1303
1063.611	1303
1044.636	1303
841.721	1303
977.569	1303
1116.22	1303
720.675	1303
1004.589	1303
811.544	1303
926.377	1303
652.224	1303
1059.759	1303
743.682	1303
770.632	1303
734.298	1303
926.992	1303
701.701	1303
841.654	1303
874.2	1303
594.693	1303
784.815	1303
1000.495	1303
826.7	1303
987.265	1303
684.281	1303
985.036	1303
957.698	1303
861.791	1303
841.154	1303
830.319	1303
571.828	1303
468.805	1303
628.269	1303
730.315	1303
828.33	1303
873.724	1303
758.763	1303
845.688	1303
720.354	1303
626.225	1303
789.762	1303
1022.226	1303
828.054	1303
679.653	1303
738.262	1303
924.218	1303
754.793	1303
832.686	1303
759.711	1303
672.274	1303
749.267	1303
592.706	1303
741.722	1303
750.813	1303
643.809	1303
533.796	1303
952.246	1303
754.474	1303
923.612	1302
858.671	1302
935.416	1302
1010.61	1302
847.648	1302
798.16	1302
967.193	1302
1017.06	1302
835.727	1302
653.479	1302
757.727	1302
890.238	1302
880.768	1302
771.656	1302
923.759	1302
833.603	1302
785.74	1302
737.749	1302
957.289	1302
827.169	1302
907.312	1302
978.612	1302
777.755	1302
627.726	1302
1015.616	1302
920.036	1302
1007.068	1302
1109.02	1302
544.813	1302
723.661	1302
917.587	1302
918.459	1302
1072.59	1302
1016.105	1302
936.096	1302
833.806	1302
750.186	1302
958.815	1302
631.737	1302
803.735	1302
695.286	1302
672.345	1302
759.907	1302
972.828	1302
914.29	1302
981.595	1302
680.902	1302
666.693	1302
717.795	1302
937.698	1302
679.818	1302
659.793	1302
667.839	1302
729.328	1302
895.898	1302
642.757	1302
915.179	1302
573.745	1302
764.446	1302
766.392	1302
927.617	1302
772.27	1302
847.765	1302
544.847	1302
691.17	1302
752.337	1302
728.251	1302
840.061	1302
665.426	1302
907.573	1302
660.278	1302
601.619	1302
604.565	1302
1008.332	1302
674.104	1302
848.787	1302
944.623	1301
721.609	1301
931.085	1301
604.285	1301
851.812	1301
883.627	1301
915.358	1301
941.018	1301
966.314	1301
798.487	1301
975.613	1301
1007.904	1301
837.316	1301
873.035	1301
900.215	1301
980.974	1301
775.08	1301
855.137	1301
1126.204	1301
904.21	1301
981.055	1301
614.392	1301
1057.057	1301
862.121	1301
763.059	1301
920.437	1301
783.752	1301
959.267	1301
829.191	1301
916.606	1301
768.698	1301
781.198	1301
855.622	1301
843.076	1301
651.698	1301
868.681	1301
897.853	1301
1041.741	1301
574.297	1301
741.717	1301
926.809	1301
682.865	1301
540.284	1301
762.76	1301
597.693	1301
599.722	1301
563.855	1301
711.181	1301
699.808	1301
686.319	1301
822.358	1301
697.838	1301
744.719	1301
701.293	1301
977.712	1301
768.008	1301
782.111	1301
652.252	1301
771.739	1301
704.18	1301
682.805	1301
1351.881	1301
550.77	1301
946.149	1301
783.258	1301
816.211	1301
892.415	1301
720.7	1301
803.88	1300
875.886	1300
973.645	1300
931.982	1300
1015.989	1300
718.725	1300
857.784	1300
653.191	1300
785.102	1300
1145.802	1300
963.267	1300
918.104	1300
854.57	1300
697.465	1300
701.602	1300
776.192	1300
712.758	1300
685.195	1300
752.62	1300
930.666	1300
1035.09	1300
954.69	1300
747.625	1300
853.811	1300
862.164	1300
903.53	1300
728.666	1300
946.161	1300
1056.963	1300
1365.448	1300
1162.165	1300
652.277	1300
658.692	1300
760.852	1300
884.048	1300
761.154	1300
757.796	1300
638.291	1300
736.203	1300
710.383	1300
946.075	1300
1027.143	1300
778.737	1300
788.193	1300
750.157	1300
500.806	1300
991.365	1300
809.156	1300
756.674	1300
718.189	1300
518.347	1300
778.134	1300
900.647	1300
704.914	1300
586.764	1300
699.697	1300
831.246	1300
884.163	1300
664.793	1300
693.208	1300
784.423	1300
777.118	1300
647.742	1300
512.283	1300
1024.096	1300
1031.102	1300
475.319	1300
1006.359	1300
748.145	1299
766.689	1299
1519.443	1299
917.157	1299
959.686	1299
870.633	1299
900.253	1299
853.316	1299
932.271	1299
767.027	1299
797.75	1299
889.087	1299
1011.601	1299
989.207	1299
1170.235	1299
1207.591	1299
713.605	1299
931.637	1299
764.354	1299
854.159	1299
1101.075	1299
709.441	1299
794.164	1299
757.683	1299
1379.403	1299
963.255	1299
1018.589	1299
722.041	1299
856.996	1299
752.682	1299
780.773	1299
805.65	1299
999.097	1299
628.291	1299
928.01	1299
796.602	1299
853.577	1299
783.156	1299
715.663	1299
647.238	1299
811.729	1299
712.165	1299
595.778	1299
914.732	1299
799.298	1299
721.223	1299
804.217	1299
665.853	1299
1032.176	1299
665.77	1299
751.86	1299
772.854	1299
719.811	1299
925.078	1299
862.292	1299
712.769	1299
727.313	1299
657.243	1299
803.787	1299
606.751	1299
488.12	1299
708.21	1299
687.36	1299
950.886	1298
493.803	1298
811.749	1298
999.573	1298
858.52	1298
957.083	1298
983.447	1298
964.62	1298
925.501	1298
886.273	1298
1047.272	1298
1045.45	1298
871.113	1298
1063.691	1298
798.127	1298
1164.254	1298
915.154	1298
1004.04	1298
1025.148	1298
761.606	1298
873.79	1298
802.849	1298
866.143	1298
941.663	1298
1004.167	1298
914.101	1298
793.305	1298
1036.57	1298
787.142	1298
641.383	1298
1375.398	1298
556.836	1298
906.72	1298
627.317	1298
699.785	1298
565.853	1298
928.642	1298
752.82	1298
906.728	1298
721.812	1298
755.706	1298
1095.609	1298
745.271	1298
775.804	1298
852.815	1298
636.676	1298
870.701	1298
747.107	1298
631.777	1298
634.758	1298
755.1	1298
938.128	1298
805.826	1298
837.726	1298
578.161	1298
690.723	1298
702.435	1298
1123.103	1298
604.322	1298
888.809	1298
635.774	1298
712.877	1298
811.246	1298
775.134	1298
1078.71	1298
732.672	1298
709.271	1298
742.369	1298
970.736	1298
756.156	1298
584.616	1298
1248.192	1297
938.545	1297
1061.15	1297
1318.43	1297
1008.088	1297
715.274	1297
932.773	1297
564.776	1297
846.041	1297
837.616	1297
458.279	1297
1365.177	1297
803.665	1297
711.684	1297
890.787	1297
757.745	1297
748.711	1297
835.738	1297
870.602	1297
892.615	1297
927.173	1297
1247.522	1297
893.809	1297
757.64	1297
640.467	1297
817.489	1297
999.56	1297
729.755	1297
707.641	1297
691.653	1297
604.797	1297
644.239	1297
771.086	1297
714.367	1297
768.245	1297
906.279	1297
886.753	1297
759.197	1297
694.78	1297
1246.036	1297
782.215	1297
832.327	1297
711.331	1297
599.748	1297
711.232	1297
613.701	1297
1228.357	1297
759.732	1297
657.754	1297
771.744	1297
564.737	1297
798.795	1297
792.118	1297
943.663	1297
412.757	1297
695.673	1297
720.975	1296
1071.64	1296
755.396	1296
775.088	1296
981.358	1296
691.722	1296
822.215	1296
826.095	1296
833.238	1296
913.167	1296
870.742	1296
827.638	1296
1018.715	1296
812.203	1296
1007.445	1296
937.335	1296
785.38	1296
939.69	1296
1095.571	1296
1146.568	1296
813.67	1296
714.647	1296
787.624	1296
667.122	1296
1142.545	1296
1070.146	1296
944.33	1296
718.734	1296
606.728	1296
836.182	1296
840.326	1296
1080.022	1296
772.195	1296
957.049	1296
680.709	1296
850.185	1296
907.364	1296
532.528	1296
698.398	1296
681.229	1296
616.261	1296
470.79	1296
858.095	1296
729.307	1296
672.708	1296
623.219	1296
632.69	1296
857.653	1296
794.085	1296
747.194	1296
682.121	1296
828.387	1296
561.301	1296
640.805	1296
825.081	1296
680.768	1296
847.724	1296
601.71	1296
889.826	1296
936.26	1296
838.111	1296
1103.89	1296
582.813	1296
734.671	1295
870.243	1295
1049.66	1295
790.075	1295
760.067	1295
1082.776	1295
759.71	1295
1002.655	1295
554.287	1295
1007.107	1295
1014.749	1295
849.682	1295
850.191	1295
540.774	1295
852.386	1295
954.7	1295
737.718	1295
728.131	1295
848.153	1295
763.709	1295
1060.74	1295
887.73	1295
1202.494	1295
918.356	1295
634.26	1295
744.668	1295
792.186	1295
940.394	1295
891.16	1295
685.342	1295
728.253	1295
871.957	1295
691.764	1295
829.745	1295
690.852	1295
776.152	1295
949.389	1295
818.737	1295
655.823	1295
926.737	1295
781.357	1295
763.214	1295
1157.976	1295
779.22	1295
851.129	1295
961.942	1295
655.273	1295
800.344	1295
866.664	1295
923.306	1295
940.339	1295
574.275	1295
949.047	1295
913.512	1295
574.866	1295
508.211	1295
826.444	1295
823.425	1295
569.715	1295
751.794	1295
1162.115	1295
919.249	1294
496.804	1294
868.074	1294
951.778	1294
868.402	1294
861.339	1294
852.74	1294
938.047	1294
936.713	1294
1276.675	1294
1098.325	1294
991.302	1294
1052.648	1294
909.813	1294
726.799	1294
1038.078	1294
826.642	1294
769.134	1294
834.109	1294
638.373	1294
684.81	1294
750.723	1294
562.745	1294
739.278	1294
990.385	1294
1457.064	1294
859.738	1294
787.357	1294
743.161	1294
706.259	1294
1024.69	1294
869.833	1294
886.138	1294
943.724	1294
790.645	1294
675.52	1294
841.166	1294
592.169	1294
520.833	1294
943.487	1294
551.734	1294
815.209	1294
653.735	1294
892.179	1294
751.229	1294
677.69	1294
643.807	1294
954.454	1294
1466.043	1294
650.683	1294
769.704	1294
647.268	1294
624.307	1294
527.225	1294
881.347	1294
720.68	1294
724.734	1294
736.798	1294
596.159	1294
858.968	1294
657.825	1294
1035.668	1293
765.349	1293
806.763	1293
894.327	1293
955.561	1293
988.551	1293
870.776	1293
912.215	1293
1130.99	1293
934.031	1293
630.265	1293
867.508	1293
597.765	1293
1054.086	1293
1013.656	1293
1271.966	1293
851.205	1293
588.776	1293
940.175	1293
948.979	1293
1021.815	1293
878.105	1293
1009.563	1293
707.838	1293
720.806	1293
763.196	1293
820.096	1293
649.401	1293
737.901	1293
438.822	1293
622.188	1293
641.238	1293
879.882	1293
817.738	1293
759.178	1293
544.763	1293
767.217	1293
563.765	1293
591.281	1293
767.638	1293
612.508	1293
815.776	1293
851.689	1293
642.33	1293
1094.751	1293
647.834	1293
914.718	1293
585.277	1293
949.654	1293
856.06	1293
726.734	1293
796.329	1293
882.88	1293
613.823	1293
711.293	1293
583.868	1293
892.194	1293
494.811	1293
532.317	1293
743.18	1293
781.239	1293
945.66	1293
1399.072	1293
671.052	1293
453.873	1293
798.253	1293
1405.409	1293
792.242	1292
621.851	1292
635.65	1292
572.807	1292
1111.592	1292
734.739	1292
1015.007	1292
854.152	1292
704.231	1292
573.766	1292
1067.558	1292
950.139	1292
943.456	1292
1035.502	1292
841.111	1292
691.811	1292
799.178	1292
1002.327	1292
1098.665	1292
460.764	1292
749.202	1292
796.705	1292
923.581	1292
686.707	1292
871.79	1292
785.695	1292
767.187	1292
1150.885	1292
736.304	1292
794.815	1292
868.167	1292
936.719	1292
757.252	1292
717.737	1292
724.893	1292
1024.983	1292
956.482	1292
656.83	1292
633.284	1292
716.813	1292
716.806	1292
579.283	1292
657.774	1292
1082.07	1292
860.167	1292
659.838	1292
832.241	1292
518.336	1292
1165.556	1292
975.452	1292
740.962	1292
680.723	1292
715.293	1292
564.188	1292
579.51	1292
977.587	1291
825.649	1291
813.819	1291
947.314	1291
1272.95	1291
1080.063	1291
739.75	1291
1112.172	1291
932.259	1291
864.198	1291
1032.182	1291
683.226	1291
867.115	1291
805.81	1291
883.29	1291
779.775	1291
882.366	1291
955.596	1291
935.196	1291
779.662	1291
1063.241	1291
659.649	1291
965.479	1291
1096.64	1291
962.126	1291
876.492	1291
765.626	1291
727.342	1291
814.256	1291
862.648	1291
1023.828	1291
956.669	1291
1328.86	1291
763.185	1291
1061.124	1291
819.878	1291
722.724	1291
905.575	1291
781.419	1291
588.864	1291
723.237	1291
679.195	1291
625.296	1291
1288.525	1291
696.202	1291
533.745	1291
917.356	1291
629.293	1291
801.788	1291
693.729	1291
787.717	1291
715.403	1291
635.692	1291
626.775	1291
818.588	1291
950.759	1291
849.329	1291
767.645	1291
848.599	1291
791.998	1291
738.288	1291
743.801	1290
751.089	1290
919.121	1290
598.204	1290
788.162	1290
846.184	1290
899.183	1290
890.701	1290
1143.474	1290
880.666	1290
676.241	1290
726.693	1290
1027.092	1290
1183.122	1290
890.57	1290
815.094	1290
1159.175	1290
683.76	1290
698.204	1290
811.678	1290
985.34	1290
923.086	1290
717.709	1290
811.259	1290
992.554	1290
731.758	1290
745.758	1290
734.218	1290
574.841	1290
1095.075	1290
754.741	1290
793.732	1290
772.382	1290
732.246	1290
789.381	1290
882.066	1290
743.409	1290
823.708	1290
796.77	1290
892.739	1290
683.762	1290
620.344	1290
734.563	1290
989.005	1290
654.224	1290
543.732	1290
837.069	1290
993.586	1290
707.797	1290
521.144	1290
778.969	1290
791.78	1290
703.701	1290
882.989	1290
707.655	1290
703.63	1290
753.493	1290
725.553	1290
521.652	1290
577.26	1290
887.724	1289
664.286	1289
735.236	1289
953.817	1289
767.616	1289
813.656	1289
708.165	1289
794.173	1289
854.071	1289
760.732	1289
1007.766	1289
862.155	1289
628.696	1289
644.369	1289
728.713	1289
1478.73	1289
935.025	1289
718.605	1289
957.546	1289
866.241	1289
953.105	1289
804.219	1289
880.175	1289
789.721	1289
922.772	1289
691.721	1289
805.185	1289
464.813	1289
962.794	1289
702.697	1289
892.124	1289
1033.273	1289
1190.19	1289
942.7	1289
1003.079	1289
573.741	1289
697.124	1289
933.6	1289
723.685	1289
845.157	1289
753.638	1289
905.397	1289
795.219	1289
866.142	1289
882.634	1289
842.052	1289
1167.627	1289
638.184	1289
808.72	1289
941.184	1289
741.91	1289
523.756	1289
885.198	1289
882.258	1289
907.721	1289
789.604	1289
954.766	1289
934.586	1289
732.224	1289
951.859	1289
642.761	1289
1011.771	1289
831.943	1289
705.341	1289
804.784	1289
618.665	1289
867.71	1289
699.247	1289
805.134	1289
696.756	1289
828.777	1289
703.722	1289
895.504	1289
597.779	1289
554.331	1289
715.213	1289
935.569	1289
930.048	1288
638.244	1288
802.638	1288
965.779	1288
1084.072	1288
502.865	1288
898.256	1288
955.591	1288
930.129	1288
1045.116	1288
1241.536	1288
771.623	1288
1006.951	1288
1062.641	1288
691.786	1288
978.003	1288
743.235	1288
824.594	1288
961.66	1288
917.683	1288
856.644	1288
757.241	1288
1029.647	1288
1135.575	1288
788.339	1288
829.161	1288
634.772	1288
733.754	1288
1011.047	1288
772.694	1288
797.704	1288
760.722	1288
866.131	1288
1144.493	1288
909.519	1288
796.03	1288
824.637	1288
725.225	1288
1048.111	1288
696.715	1288
1115.702	1288
910.122	1288
1143.76	1288
820.239	1288
967.182	1288
651.27	1288
548.798	1288
845.813	1288
914.21	1288
693.109	1288
674.751	1288
880.557	1288
811.647	1288
873.718	1288
788.336	1288
833.808	1288
971.175	1288
699.701	1288
737.655	1288
655.798	1288
631.253	1288
734.919	1288
936.208	1288
729.419	1288
834.921	1288
609.767	1288
757.692	1288
972.139	1287
855.187	1287
984.044	1287
736.163	1287
940.827	1287
948.998	1287
536.724	1287
794.354	1287
971.262	1287
890.052	1287
912.669	1287
903.8	1287
617.692	1287
944.285	1287
1068.766	1287
872.623	1287
739.218	1287
930.202	1287
829.341	1287
959.772	1287
979.077	1287
767.15	1287
987.498	1287
777.589	1287
813.151	1287
824.087	1287
731.117	1287
767.743	1287
1026.041	1287
1129.183	1287
746.732	1287
693.099	1287
917.995	1287
856.115	1287
913.545	1287
806.737	1287
997.508	1287
704.754	1287
818.083	1287
822.312	1287
676.696	1287
813.696	1287
878.214	1287
827.199	1287
991.655	1287
974.189	1287
844.742	1287
776.632	1287
780.841	1287
832.914	1287
786.236	1287
905.774	1287
766.454	1287
1299.199	1287
710.144	1287
961.554	1287
862.243	1287
730.712	1287
747.814	1287
821.279	1287
661.827	1287
1344.129	1287
511.784	1287
746.165	1287
796.282	1287
695.23	1287
636.689	1287
888.728	1287
873.318	1287
659.326	1287
735.618	1287
787.739	1287
686.803	1287
700.327	1287
576.752	1287
668.799	1287
497.33	1287
709.15	1287
634.812	1287
710.209	1287
620.807	1287
768.621	1287
679.419	1287
649.782	1287
1021.42	1287
883.629	1287
1002.705	1286
849.258	1286
585.784	1286
898.068	1286
962.295	1286
934.716	1286
875.992	1286
658.673	1286
811.725	1286
637.783	1286
1327.024	1286
913.72	1286
1081.568	1286
1073.682	1286
845.179	1286
913.117	1286
832.747	1286
904.328	1286
844.087	1286
821.147	1286
683.292	1286
776.158	1286
490.739	1286
771.905	1286
866.127	1286
606.268	1286
926.319	1286
764.334	1286
767.774	1286
700.098	1286
681.247	1286
810.114	1286
863.577	1286
1322.849	1286
615.232	1286
750.202	1286
919.355	1286
739.807	1286
916.091	1286
898.163	1286
682.832	1286
694.211	1286
822.835	1286
836.118	1286
766.212	1286
728.64	1286
550.851	1286
742.201	1286
725.142	1286
850.261	1286
757.678	1286
587.799	1286
747.812	1286
951.741	1286
683.857	1286
637.739	1286
840.401	1286
780.501	1286
680.233	1286
623.734	1286
720.159	1286
880.309	1286
975.758	1286
725.554	1286
498.731	1286
925.727	1285
975.396	1285
829.182	1285
858.679	1285
1081.011	1285
599.32	1285
997.32	1285
890.117	1285
665.458	1285
738.187	1285
927.704	1285
1146.516	1285
857.623	1285
794.01	1285
686.342	1285
943.709	1285
1314.473	1285
1065.343	1285
767.658	1285
737.094	1285
903.188	1285
1491.71	1285
692.303	1285
722.214	1285
1083.797	1285
884.59	1285
813.35	1285
1067.439	1285
964.026	1285
809.228	1285
950.202	1285
960.809	1285
752.343	1285
962.79	1285
673.902	1285
742.734	1285
958.611	1285
731.695	1285
667.66	1285
911.681	1285
725.755	1285
997.208	1285
745.75	1285
542.666	1285
689.649	1285
623.819	1285
800.266	1285
607.713	1285
1322.422	1285
637.226	1285
1081.473	1285
682.115	1285
514.786	1285
817.255	1285
822.76	1285
564.831	1285
859.6	1285
643.225	1285
767.807	1285
820.784	1285
652.727	1285
702.724	1285
696.332	1285
617.741	1285
679.285	1285
601.302	1285
715.162	1285
913.168	1285
719.17	1285
944.55	1285
727.106	1285
775.764	1285
821.344	1285
820.715	1284
634.669	1284
878.436	1284
1068.114	1284
1142.434	1284
1002.755	1284
906.018	1284
1023.188	1284
789.709	1284
1086.875	1284
920.759	1284
822.164	1284
1221.464	1284
773.413	1284
822.64	1284
873.968	1284
1057.702	1284
934.625	1284
839.597	1284
599.218	1284
850.689	1284
853.047	1284
713.233	1284
819.234	1284
830.031	1284
953.684	1284
817.808	1284
609.672	1284
946.047	1284
783.707	1284
820.764	1284
854.202	1284
685.682	1284
819.814	1284
868.105	1284
700.808	1284
523.321	1284
805.303	1284
920.628	1284
942.811	1284
761.726	1284
931.173	1284
993.825	1284
1088.085	1284
844.956	1284
1021.699	1284
716.714	1284
702.108	1284
637.846	1284
1276.635	1284
812.695	1284
930.238	1284
791.178	1284
520.757	1284
763.354	1284
778.486	1284
667.021	1284
601.79	1284
920.138	1284
696.561	1284
853.342	1284
963.29	1284
701.198	1284
745.712	1284
828.742	1284
874.129	1284
798.206	1284
573.363	1284
684.783	1284
756.164	1284
830.691	1284
666.673	1284
736.372	1284
571.799	1284
943.778	1284
602.291	1284
928.292	1284
916.272	1284
1551.744	1284
814.412	1283
865.939	1283
939.652	1283
811.695	1283
870.142	1283
754.645	1283
878.426	1283
836.254	1283
924.109	1283
927.068	1283
797.799	1283
674.721	1283
703.772	1283
695.197	1283
1053.504	1283
871.461	1283
1005.259	1283
953.126	1283
840.218	1283
1006.588	1283
1164.67	1283
828.626	1283
778.316	1283
785.638	1283
980.678	1283
986.18	1283
860.072	1283
954.598	1283
750.739	1283
1159.787	1283
988.65	1283
991.231	1283
1155.036	1283
1038.253	1283
714.165	1283
779.131	1283
1261.645	1283
758.62	1283
716.185	1283
611.728	1283
486.263	1283
832.699	1283
787.746	1283
886.82	1283
647.778	1283
689.753	1283
777.181	1283
576.2	1283
695.328	1283
762.757	1283
907.678	1283
696.363	1283
942.302	1283
908.868	1283
772.133	1283
705.806	1283
873.231	1283
716.863	1283
824.864	1283
932.718	1283
928.825	1283
814.094	1283
858.722	1283
843.654	1283
911.155	1283
926.239	1283
1187.325	1283
631.453	1283
753.225	1283
599.738	1283
722.787	1283
726.716	1283
689.334	1283
662.719	1283
748.139	1283
523.238	1283
1349.654	1283
765.356	1283
852.621	1283
873.307	1283
582.333	1283
860.742	1283
830.77	1283
858.151	1283
674.831	1282
702.138	1282
607.165	1282
1235.999	1282
983.714	1282
599.731	1282
540.783	1282
935.762	1282
773.71	1282
664.18	1282
955.338	1282
951.039	1282
847.162	1282
968.253	1282
867.095	1282
869.079	1282
812.249	1282
727.77	1282
753.258	1282
828.122	1282
1220.347	1282
778.158	1282
654.251	1282
807.816	1282
1027.154	1282
891.894	1282
985.616	1282
1211.34	1282
1042.191	1282
810.687	1282
1043.599	1282
926.939	1282
817.217	1282
862.529	1282
475.761	1282
707.652	1282
782.207	1282
946.267	1282
673.338	1282
805.045	1282
796.15	1282
803.802	1282
530.208	1282
993.052	1282
743.307	1282
776.321	1282
604.281	1282
830.796	1282
1276.345	1282
701.69	1282
935.844	1282
650.788	1282
701.703	1282
592.74	1282
793.522	1282
798.673	1282
730.323	1282
727.26	1282
944.033	1282
647.407	1282
800.141	1282
694.695	1282
663.293	1282
646.276	1282
552.652	1282
597.663	1282
810.301	1282
1168.934	1281
874.7	1281
1213.318	1281
1357.364	1281
870.162	1281
944.859	1281
914.006	1281
965.272	1281
766.159	1281
885.164	1281
890.616	1281
807.696	1281
930.639	1281
719.323	1281
596.674	1281
952.145	1281
936.488	1281
784.614	1281
705.192	1281
699.778	1281
952.589	1281
521.785	1281
629.748	1281
931.103	1281
746.823	1281
829.087	1281
852.256	1281
934.2	1281
567.751	1281
725.639	1281
1179.635	1281
1169.619	1281
856.109	1281
1003.023	1281
765.543	1281
815.305	1281
740.204	1281
815.753	1281
660.66	1281
577.303	1281
896.337	1281
849.789	1281
960.706	1281
757.661	1281
797.792	1281
683.305	1281
674.271	1281
720.778	1281
828.644	1281
690.764	1281
807.61	1281
714.172	1281
648.347	1281
674.716	1281
910.293	1281
867.09	1281
723.238	1281
582.794	1281
592.854	1281
750.168	1281
992.686	1281
609.743	1281
689.762	1281
941.245	1281
748.96	1281
804.377	1281
605.774	1281
701.131	1281
578.806	1281
469.255	1281
731.192	1281
723.666	1281
1008.108	1281
725.324	1281
853.569	1280
960.963	1280
914.657	1280
876.588	1280
767.197	1280
527.247	1280
1042.768	1280
706.251	1280
1206.007	1280
824.721	1280
941.131	1280
823.749	1280
908.838	1280
687.78	1280
822.782	1280
729.154	1280
1062.075	1280
824.713	1280
478.242	1280
889.813	1280
777.688	1280
893.593	1280
1192.984	1280
849.627	1280
740.209	1280
868.603	1280
903.151	1280
718.187	1280
880.608	1280
691.153	1280
818.696	1280
736.339	1280
614.221	1280
1060.351	1280
913.746	1280
786.849	1280
921.448	1280
674.715	1280
688.757	1280
597.152	1280
598.699	1280
766.144	1280
655.206	1280
937.736	1280
580.79	1280
796.409	1280
873.15	1280
870.347	1280
709.286	1280
779.673	1280
874.196	1280
695.875	1280
661.257	1280
673.856	1280
684.391	1280
682.325	1280
750.352	1280
798.291	1280
547.281	1280
619.359	1280
731.304	1280
761.23	1280
959.107	1280
1027.687	1280
553.805	1280
620.78	1280
647.803	1280
734.714	1280
687.432	1280
668.389	1280
779.708	1280
804.046	1280
823.771	1280
626.242	1280
1006.99	1280
611.834	1280
1217.112	1279
839.884	1279
907.783	1279
869.677	1279
863.676	1279
956.137	1279
787.191	1279
870.746	1279
546.726	1279
759.782	1279
832.251	1279
938.491	1279
1006.72	1279
905.042	1279
1017.878	1279
857.998	1279
692.211	1279
777.148	1279
966.049	1279
688.674	1279
813.668	1279
609.797	1279
967.754	1279
911.684	1279
972.211	1279
1129.08	1279
814.636	1279
875.63	1279
983.99	1279
658.675	1279
924.204	1279
914.285	1279
718.845	1279
1025.426	1279
1075.044	1279
727.143	1279
609.725	1279
765.26	1279
908.094	1279
754.65	1279
812.759	1279
572.292	1279
742.107	1279
891.691	1279
828.619	1279
797.742	1279
942.772	1279
604.748	1279
566.852	1279
693.227	1279
777.304	1279
830.769	1279
664.739	1279
704.144	1279
657.684	1279
730.265	1279
601.833	1279
601.27	1279
767.684	1279
705.864	1279
1178.816	1279
543.768	1279
618.361	1279
688.197	1279
599.695	1279
1071.803	1279
424.787	1279
746.346	1279
622.757	1279
893.325	1279
874.741	1279
838.421	1279
665.855	1279
842.07	1279
799.696	1279
754.66	1279
753.262	1279
1050.46	1278
769.949	1278
835.135	1278
846.571	1278
924.729	1278
1388.296	1278
777.674	1278
640.258	1278
909.625	1278
991.272	1278
648.746	1278
772.26	1278
888.233	1278
876.183	1278
656.365	1278
692.247	1278
479.292	1278
846.6	1278
770.287	1278
887.004	1278
722.289	1278
867.23	1278
652.748	1278
763.668	1278
924.158	1278
1017.644	1278
917.883	1278
967.726	1278
843.707	1278
1053.622	1278
777.249	1278
849.723	1278
866.388	1278
887.6	1278
674.286	1278
925.577	1278
672.704	1278
819.7	1278
614.851	1278
714.171	1278
694.377	1278
560.696	1278
868.269	1278
810.792	1278
837.703	1278
811.169	1278
847.144	1278
674.276	1278
895.284	1278
728.427	1278
923.3	1278
981.135	1278
655.33	1278
719.781	1278
620.75	1278
627.394	1278
673.289	1278
884.755	1278
771.63	1278
708.177	1278
