Scan	ContainScans	BasePeak	MaxIntensity	RT	MostIntenseMass2Charge	CumulativeIntensity	TotalScans
460	719	430.88916015625	46248	4.18926833333333	430.889038085938	35018944	35306
461	483	430.888732910156	49771	4.19905	430.889099121094	35097235	35415
463	691	430.888793945313	50289	4.212485	430.88916015625	35178209	35552
464	625	430.889343261719	55787	4.22164166666667	430.889251708984	35266368	35679
465	593	430.889556884766	86765	4.23122333333333	430.889587402344	35404745	35727
466	609	430.889068603516	63091	4.24170166666667	430.889312744141	35507600	35850
467	611	430.889343261719	61104	4.25125833333333	430.889282226563	35597086	35974
468	512	430.888977050781	59529	4.260935	430.889373779297	35687172	36102
471	580	430.888885498047	44656	4.27753666666667	430.889312744141	35754174	36200
472	629	430.889526367188	44641	4.28693833333333	430.889465332031	35824217	36295
473	650	430.88916015625	40396	4.296975	430.889373779297	35889665	36400
474	565	430.888885498047	38412	4.30689	430.889343261719	35947608	36496
475	524	430.888885498047	45203	4.31712166666667	430.889404296875	36018564	36599
476	639	430.889343261719	39616	4.326605	430.889404296875	36081969	36723
477	522	430.888977050781	36363	4.33656666666667	430.889373779297	36135183	36814
478	560	430.888977050781	39311	4.34646333333333	430.889312744141	36196627	36912
479	559	430.888977050781	39597	4.356315	430.889282226563	36256984	37027
480	612	430.889343261719	44915	4.366145	430.889312744141	36326025	37145
483	646	430.888793945313	34367	4.38312166666667	430.88916015625	36375808	37242
484	536	430.888885498047	57721	4.39256166666667	430.889038085938	36463690	37341
486	656	430.88916015625	36300	4.40599	430.889221191406	36520828	37429
487	634	430.888885498047	39887	4.415525	430.889221191406	36581712	37528
488	635	430.88916015625	39728	4.42551833333333	430.889312744141	36645724	37654
490	620	430.888977050781	42919	4.43908833333333	430.889282226563	36715464	37779
493	575	430.888885498047	50450	4.45579666666667	430.889221191406	36791003	37891
494	431	430.889526367188	62786	4.46511166666667	430.889404296875	36887831	37992
495	575	430.889068603516	84588	4.47491333333333	430.889312744141	37017728	38106
496	607	430.889343261719	57679	4.48510166666667	430.889129638672	37105099	38210
497	481	430.888793945313	50212	4.49472833333333	430.889221191406	37180513	38296
498	656	430.889343261719	55025	4.50475	430.889343261719	37265061	38410
499	521	430.889068603516	51714	4.51463	430.889221191406	37348992	38504
500	587	430.889068603516	55009	4.52449333333333	430.889343261719	37433972	38605
503	704	430.888885498047	60972	4.541435	430.889312744141	37531899	38727
505	447	430.889251708984	130235	4.55464	430.889251708984	37734654	38790
506	361	430.889221191406	111803	4.56465166666667	430.88916015625	37906861	38841
507	404	430.889251708984	107275	4.575105	430.889251708984	38077249	38891
508	359	430.889190673828	90764	4.58559833333333	430.88916015625	38226103	38942
510	383	430.889282226563	87444	4.59963666666667	430.88916015625	38364328	38989
511	537	430.8896484375	53634	4.609695	430.889984130859	38446220	39043
514	649	430.88916015625	47711	4.62710166666667	430.889251708984	38523922	39145
517	614	430.889526367188	51700	4.64352166666667	430.889495849609	38604622	39243
518	532	430.88916015625	52399	4.65290166666667	430.889343261719	38685413	39342
519	588	430.889068603516	47973	4.66268666666667	430.889465332031	38761122	39472
520	539	430.888732910156	53944	4.672495	430.889221191406	38848678	39568
521	608	430.888793945313	59789	4.68214666666667	430.889251708984	38943892	39676
522	451	430.889373779297	104218	4.69188	430.889373779297	39112847	39737
523	370	430.889221191406	99034	4.70238833333333	430.889190673828	39270140	39790
525	610	430.889617919922	63983	4.71644666666667	430.889617919922	39370720	39836
526	367	430.888275146484	118971	4.72642	430.888275146484	39561871	39916
527	365	430.88916015625	103190	4.73608666666667	430.889099121094	39726481	39982
528	376	430.889068603516	93622	4.746635	430.889068603516	39876917	40037
529	415	430.889099121094	98367	4.75706666666667	430.889038085938	40030247	40098
530	472	430.889190673828	114955	4.767575	430.889129638672	40208105	40156
533	493	430.889404296875	84588	4.78532166666667	430.889465332031	40339408	40201
534	611	430.888793945313	60708	4.79529333333333	430.889038085938	40434037	40294
535	567	430.88916015625	70304	4.80501333333333	430.889068603516	40544065	40410
536	642	430.888732910156	58687	4.81481833333333	430.889099121094	40637759	40513
538	565	430.888885498047	58973	4.82810166666667	430.889038085938	40727239	40634
539	617	430.889251708984	49325	4.83732833333333	430.889282226563	40803989	40755
540	478	430.888793945313	51496	4.84715166666667	430.889190673828	40885366	40857
541	408	430.889221191406	94371	4.85697666666667	430.889221191406	41029299	40916
542	371	430.889038085938	85829	4.86745166666667	430.889007568359	41165610	40958
543	387	430.889556884766	57465	4.87793	430.889587402344	41257344	40995
544	641	430.889251708984	46113	4.88841666666667	430.889221191406	41331185	41078
545	569	430.889434814453	44601	4.89848833333333	430.889343261719	41398678	41165
547	510	430.888732910156	44169	4.91215166666667	430.889068603516	41466655	41265
548	683	430.889251708984	41535	4.92145	430.88916015625	41529137	41360
549	530	430.889251708984	41123	4.93141	430.889221191406	41594910	41442
552	582	430.88916015625	57953	4.94855333333333	430.889129638672	41678841	41537
553	561	430.889434814453	49105	4.95804666666667	430.889251708984	41748577	41604
554	537	430.888885498047	46639	4.96820166666667	430.889099121094	41818493	41704
555	547	430.889068603516	43100	4.97814666666667	430.889068603516	41883614	41838
556	661	430.889068603516	42038	4.987995	430.888946533203	41950992	41924
557	655	430.888885498047	37902	4.998015	430.888916015625	42008437	42013
558	554	430.889343261719	36290	5.00807666666667	430.889282226563	42063122	42106
560	637	430.888885498047	30168	5.022025	430.88916015625	42109697	42189
562	613	430.888732910156	35511	5.03511333333333	430.889007568359	42164553	42293
563	569	430.888793945313	32726	5.044615	430.889038085938	42212232	42400
564	616	430.888732910156	36478	5.054545	430.888977050781	42269192	42524
565	620	430.88916015625	48644	5.06445833333333	430.889068603516	42344853	42617
567	575	430.888977050781	45222	5.07797333333333	430.889190673828	42414731	42718
568	550	430.889251708984	40651	5.087355	430.889343261719	42478115	42813
569	567	430.889068603516	34309	5.09729166666667	430.889068603516	42533571	42929
570	591	430.888885498047	42797	5.10715	430.889282226563	42598476	43032
571	554	430.889068603516	34289	5.11741166666667	430.889312744141	42653326	43136
572	581	430.889068603516	39071	5.12682166666667	430.889282226563	42712969	43241
573	662	430.889068603516	36981	5.136615	430.889373779297	42770542	43396
575	582	430.888977050781	36214	5.15052	430.889251708984	42825452	43499
578	544	430.889343261719	47039	5.16706333333333	430.889404296875	42898682	43614
579	554	430.88916015625	41883	5.17625333333333	430.889282226563	42966360	43709
580	676	430.889068603516	34840	5.18602666666667	430.889312744141	43021517	43836
582	530	430.888641357422	40026	5.199445	430.88916015625	43081659	43936
583	582	430.888885498047	35957	5.20863166666667	430.889282226563	43137828	44045
584	572	430.889343261719	41629	5.218525	430.889251708984	43200553	44144
585	606	430.889068603516	49644	5.228375	430.889221191406	43272754	44252
587	638	430.889343261719	35902	5.241945	430.889190673828	43326234	44365
590	667	430.889251708984	31404	5.258825	430.889038085938	43377595	44474
591	641	430.888793945313	32001	5.26814833333333	430.889068603516	43426005	44574
592	614	430.888885498047	31648	5.27801666666667	430.889129638672	43477077	44671
593	588	430.889068603516	37566	5.28810333333333	430.889221191406	43533279	44758
594	591	430.888885498047	47882	5.29788833333333	430.889343261719	43604414	44870
595	679	430.888885498047	37940	5.307885	430.889221191406	43662266	44969
596	635	430.88916015625	29545	5.31819333333333	430.88916015625	43708985	45064
598	677	430.88916015625	33040	5.33149333333333	430.889190673828	43761418	45183
599	624	430.888885498047	31118	5.34092166666667	430.88916015625	43806908	45270
601	643	430.888641357422	25520	5.354825	430.888977050781	43848832	45322
602	538	430.88916015625	25967	5.36461	430.889251708984	43888804	45388
603	679	430.888793945313	41949	5.37481833333333	430.889038085938	43954190	45470
604	485	430.888885498047	30620	5.38522833333333	430.889038085938	44004897	45547
606	537	430.888732910156	34331	5.39861333333333	430.889099121094	44057275	45639
608	634	430.888641357422	45210	5.41169666666667	430.889038085938	44124082	45767
610	597	430.888732910156	37473	5.42488166666667	430.888885498047	44182448	45881
611	560	430.889343261719	38791	5.434275	430.88916015625	44240885	45976
614	610	430.88916015625	31818	5.45125	430.889221191406	44291035	46070
615	581	430.888732910156	56476	5.460795	430.889007568359	44373554	46156
616	513	430.888793945313	31181	5.47069666666667	430.889068603516	44420823	46257
617	586	430.888977050781	36648	5.48069166666667	430.889007568359	44477280	46360
618	642	430.889068603516	35717	5.49058666666667	430.889190673828	44532642	46475
619	600	430.889068603516	40050	5.5005	430.889129638672	44592696	46566
620	603	430.889251708984	37776	5.51051	430.889221191406	44650870	46661
621	631	430.888885498047	32703	5.520445	430.889068603516	44702302	46747
622	652	430.888977050781	33258	5.53044	430.889221191406	44754967	46838
623	554	430.889068603516	35283	5.54042833333333	430.889221191406	44808323	46926
625	529	430.888885498047	28749	5.55411333333333	430.88916015625	44854308	46986
627	635	430.889343261719	34906	5.56716	430.889282226563	44911367	47094
629	567	430.888977050781	36645	5.58021666666667	430.889221191406	44966631	47210
630	502	430.888793945313	40842	5.58962666666667	430.889190673828	45033188	47303
631	650	430.888641357422	37795	5.59948	430.889068603516	45091065	47385
634	564	430.889068603516	42751	5.61657333333333	430.889129638672	45160935	47476
636	619	430.889251708984	34376	5.62976666666667	430.889190673828	45213680	47553
637	555	430.888732910156	30191	5.63926666666667	430.88916015625	45262782	47632
638	583	430.88916015625	27471	5.64937166666667	430.889312744141	45304984	47717
639	696	430.888793945313	28716	5.65949333333333	430.889343261719	45349990	47804
640	543	430.888977050781	30364	5.66955333333333	430.889251708984	45398261	47882
642	561	430.88916015625	27844	5.68321333333333	430.889282226563	45441654	47963
644	609	430.888732910156	31555	5.696345	430.889129638672	45490216	48051
645	573	430.889343261719	31303	5.70584833333333	430.88916015625	45540891	48134
646	628	430.888977050781	36649	5.71598166666667	430.888885498047	45597507	48232
647	558	430.888793945313	38505	5.72604666666667	430.88916015625	45657045	48320
648	629	430.888885498047	35847	5.73598833333333	430.889221191406	45711644	48408
649	601	430.889068603516	35635	5.74609166666667	430.889343261719	45770153	48500
650	485	430.888977050781	37920	5.75608833333333	430.889038085938	45828783	48598
651	589	430.888732910156	32945	5.76605333333333	430.889068603516	45876786	48677
653	736	430.888885498047	34530	5.77961666666667	430.889099121094	45930508	48759
655	557	430.889068603516	28382	5.79277666666667	430.88916015625	45974228	48835
656	588	430.888977050781	36620	5.80253166666667	430.889312744141	46030341	48901
657	594	430.888732910156	35456	5.81249833333333	430.889312744141	46084799	49010
658	366	430.889221191406	64845	5.82251166666667	430.889190673828	46190826	49060
659	384	430.889038085938	67251	5.83302666666667	430.889038085938	46299162	49107
660	375	430.888885498047	60348	5.84356666666667	430.888977050781	46399535	49154
661	399	430.889099121094	61900	5.854015	430.889099121094	46498628	49203
662	367	430.888702392578	62143	5.86448833333333	430.888702392578	46598928	49252
664	521	430.888366699219	35531	5.87853166666667	430.888732910156	46653662	49347
665	600	430.888977050781	39476	5.88788666666667	430.888946533203	46715272	49449
667	668	430.88916015625	32786	5.90120666666667	430.889221191406	46768336	49542
668	607	430.889251708984	30783	5.91069333333333	430.889129638672	46819308	49641
669	602	430.888793945313	34270	5.92072833333333	430.889007568359	46870693	49739
670	551	430.888732910156	35558	5.93068333333333	430.889129638672	46925745	49841
671	581	430.88916015625	39766	5.94063333333333	430.889251708984	46982185	49921
675	606	430.888793945313	40225	5.96153333333333	430.889190673828	47040404	50015
676	592	430.888885498047	43113	5.971075	430.889312744141	47107381	50107
679	544	430.888885498047	44109	5.98839333333333	430.889190673828	47176309	50174
681	553	430.888732910156	40440	6.00141666666667	430.889099121094	47238496	50262
684	598	430.888885498047	36957	6.018075	430.889282226563	47296528	50363
685	468	430.888885498047	45068	6.027595	430.889068603516	47362716	50455
687	657	430.889068603516	44152	6.04109833333333	430.889038085938	47432404	50547
689	521	430.888793945313	39142	6.05422166666667	430.889251708984	47494056	50631
690	515	430.888793945313	40094	6.063815	430.889221191406	47554798	50722
692	574	430.88916015625	44954	6.07736666666667	430.889190673828	47622828	50805
693	600	430.888885498047	36770	6.08677833333333	430.889282226563	47681010	50899
695	610	430.889251708984	43290	6.10034166666667	430.889373779297	47748582	50971
697	600	430.888885498047	41867	6.11348333333333	430.889312744141	47811301	51068
699	644	430.889251708984	42730	6.126585	430.889282226563	47873646	51137
700	603	430.889434814453	40226	6.13626833333333	430.889434814453	47937471	51214
701	496	430.888885498047	39041	6.14637333333333	430.889312744141	48000883	51289
702	645	430.889343261719	44356	6.15632666666667	430.889465332031	48069853	51370
703	640	430.888977050781	74996	6.16637833333333	430.889221191406	48183617	51441
704	549	430.889251708984	43858	6.17654166666667	430.889190673828	48250439	51518
705	671	430.88916015625	37165	6.18664833333333	430.889312744141	48306387	51600
706	546	430.888977050781	49337	6.19679833333333	430.889373779297	48381498	51691
707	500	430.888977050781	41067	6.20675666666667	430.889373779297	48443787	51781
710	551	430.88916015625	38909	6.22397833333333	430.889434814453	48504041	51867
712	653	430.889434814453	36403	6.23702	430.889312744141	48558503	51948
715	633	430.889434814453	54314	6.25364166666667	430.889343261719	48642340	52037
716	569	430.889068603516	41740	6.26315666666667	430.889343261719	48708811	52122
717	660	430.889251708984	46580	6.27308833333333	430.889282226563	48780647	52224
718	611	430.889343261719	40236	6.28344166666667	430.889404296875	48845719	52318
719	702	430.889251708984	39213	6.292925	430.889282226563	48905639	52418
720	659	430.889434814453	38054	6.30277166666667	430.889434814453	48967009	52517
721	648	430.889251708984	38224	6.312895	430.889434814453	49026129	52610
722	512	430.888793945313	34563	6.32284833333333	430.889251708984	49080392	52700
723	569	430.88916015625	44551	6.33277666666667	430.88916015625	49144977	52789
724	484	430.888793945313	46775	6.34267833333333	430.889190673828	49219561	52886
725	566	430.888793945313	47656	6.35258833333333	430.889343261719	49291377	52981
726	623	430.889251708984	48384	6.36252166666667	430.889221191406	49364531	53076
727	729	430.889068603516	42212	6.37244166666667	430.889068603516	49429139	53173
729	617	430.889343261719	49045	6.38590833333333	430.889190673828	49502217	53268
730	565	430.889068603516	52867	6.39537833333333	430.889190673828	49586213	53351
731	615	430.889343261719	57107	6.40522666666667	430.889221191406	49677415	53450
732	576	430.888885498047	62237	6.415	430.889190673828	49773056	53553
734	589	430.889068603516	44492	6.42856	430.889221191406	49841077	53642
735	532	430.888977050781	50628	6.43798	430.889038085938	49916185	53746
736	553	430.888793945313	54962	6.447965	430.889190673828	49996298	53835
737	500	430.889068603516	54224	6.45798666666667	430.889068603516	50077645	53928
740	563	430.888793945313	44970	6.47532	430.888824462891	50147705	54007
741	653	430.888793945313	35569	6.48531833333333	430.889007568359	50201561	54077
742	556	430.889251708984	45832	6.49506666666667	430.889099121094	50270898	54156
743	574	430.889068603516	37717	6.50519166666667	430.889221191406	50333239	54251
744	558	430.888977050781	46499	6.51510333333333	430.889099121094	50404288	54340
745	617	430.88916015625	40557	6.52509833333333	430.889251708984	50463418	54415
746	743	430.888885498047	43705	6.535165	430.888946533203	50530015	54498
747	628	430.888641357422	41160	6.54535166666667	430.889007568359	50591037	54568
749	588	430.888793945313	32357	6.55901	430.889099121094	50644656	54664
751	542	430.888641357422	52300	6.57202166666667	430.889038085938	50721915	54759
752	581	430.888977050781	50066	6.58150333333333	430.889129638672	50797021	54845
753	610	430.888977050781	41441	6.59145166666667	430.889312744141	50861740	54939
755	547	430.889068603516	37938	6.60499333333333	430.889190673828	50922897	55030
756	614	430.888732910156	50986	6.61456	430.889129638672	50996947	55120
757	616	430.889251708984	43003	6.62444166666667	430.889312744141	51065174	55199
758	601	430.889251708984	34630	6.63444833333333	430.889312744141	51117898	55290
759	673	430.889251708984	40808	6.644475	430.889282226563	51183507	55382
761	756	430.889068603516	43757	6.65807833333333	430.889251708984	51255027	55485
762	520	430.889251708984	60348	6.66749	430.889343261719	51347810	55568
764	590	430.889251708984	50310	6.68102166666667	430.889312744141	51423383	55669
765	589	430.88916015625	68581	6.69039166666667	430.889190673828	51528393	55765
766	595	430.888793945313	43708	6.70036333333333	430.889221191406	51596880	55853
767	677	430.889343261719	48080	6.71029	430.889282226563	51669553	55957
769	547	430.888885498047	39508	6.72392833333333	430.889190673828	51733784	56051
770	525	430.889068603516	37530	6.73337333333333	430.889221191406	51793242	56144
772	540	430.88916015625	41080	6.74685166666667	430.889343261719	51859389	56221
774	600	430.889434814453	40904	6.75991166666667	430.889312744141	51922836	56318
776	604	430.88916015625	47690	6.77301333333333	430.889282226563	51995872	56413
777	532	430.88916015625	44310	6.78239166666667	430.889465332031	52061961	56507
778	533	430.889343261719	45307	6.79237333333333	430.889495849609	52133515	56593
779	609	430.889434814453	48719	6.80221333333333	430.889404296875	52207060	56685
780	552	430.889251708984	40679	6.8121	430.889129638672	52272464	56768
781	591	430.88916015625	41845	6.82211	430.88916015625	52334296	56859
782	695	430.889068603516	42613	6.83192333333333	430.88916015625	52398372	56963
784	664	430.888977050781	40617	6.84532333333333	430.889282226563	52460638	57067
785	639	430.889343261719	40603	6.85471333333333	430.889282226563	52523254	57163
786	541	430.889434814453	48181	6.86461166666667	430.889343261719	52595965	57262
787	664	430.888641357422	43643	6.87442833333333	430.889068603516	52660893	57358
789	724	430.888793945313	39761	6.88797666666667	430.889099121094	52721681	57457
790	513	430.889068603516	32929	6.89733333333333	430.889251708984	52775819	57536
791	561	430.888732910156	39189	6.90732833333333	430.889251708984	52835486	57630
792	606	430.888793945313	38901	6.91752166666667	430.889129638672	52897227	57751
793	573	430.888885498047	40663	6.927095	430.889129638672	52958244	57858
795	447	430.889068603516	39616	6.940545	430.889099121094	53019617	57939
796	592	430.888885498047	36740	6.94996166666667	430.889190673828	53076836	58031
797	592	430.888885498047	35859	6.95993166666667	430.88916015625	53132046	58136
798	621	430.889343261719	34578	6.96991333333333	430.889312744141	53183521	58234
799	535	430.888885498047	46881	6.97997833333333	430.88916015625	53254286	58317
801	511	430.888641357422	32250	6.99345833333333	430.889038085938	53307061	58399
802	581	430.888732910156	54559	7.00296	430.889099121094	53387205	58493
804	577	430.888793945313	41130	7.01695	430.889190673828	53451963	58579
806	637	430.888977050781	48751	7.02978	430.889129638672	53525321	58669
808	609	430.889068603516	45901	7.04261833333333	430.889068603516	53596619	58772
810	508	430.888885498047	49723	7.05569	430.889068603516	53673869	58866
811	533	430.889068603516	48152	7.06504833333333	430.889038085938	53746806	58967
812	624	430.888885498047	51716	7.07494166666667	430.889343261719	53825116	59054
813	769	430.88916015625	43968	7.08515166666667	430.889434814453	53895922	59169
814	536	430.888977050781	48102	7.094635	430.889190673828	53966998	59248
815	620	430.88916015625	40479	7.10451833333333	430.889465332031	54030333	59337
817	509	430.888977050781	39811	7.11831666666667	430.889251708984	54093233	59441
818	534	430.889343261719	48201	7.12765833333333	430.889190673828	54168985	59534
820	653	430.889068603516	43565	7.14119666666667	430.889038085938	54238930	59637
822	530	430.889068603516	47584	7.15449166666667	430.889312744141	54316882	59731
824	586	430.889068603516	45930	7.16749833333333	430.889495849609	54387592	59834
825	667	430.889068603516	37513	7.17685666666667	430.889373779297	54446897	59935
827	489	430.888885498047	49666	7.190395	430.889282226563	54522812	60036
828	529	432.886383056641	41953	7.19978166666667	432.886383056641	54629603	60129
829	628	430.888732910156	49050	7.20967	430.889221191406	54702134	60224
830	627	430.888977050781	48243	7.21956833333333	430.889221191406	54777634	60349
832	598	430.88916015625	52207	7.23297	430.889404296875	54859004	60440
833	574	430.888977050781	50013	7.24225833333333	430.889221191406	54935430	60553
834	693	430.889343261719	50349	7.252235	430.889343261719	55016002	60635
835	484	430.888977050781	52657	7.26206	430.889312744141	55094107	60730
836	536	430.889251708984	49803	7.27187	430.889587402344	55169217	60820
837	646	430.88916015625	50236	7.281745	430.889404296875	55247373	60908
838	553	430.889434814453	48501	7.29167	430.889282226563	55321461	61014
839	607	430.889343261719	41888	7.30159	430.889282226563	55384467	61100
840	651	430.889343261719	40317	7.31151166666667	430.889343261719	55445820	61191
841	616	430.889434814453	34447	7.32156166666667	430.889282226563	55497404	61272
843	536	430.888885498047	34977	7.335475	430.889343261719	55553374	61368
844	576	430.889434814453	32117	7.34490333333333	430.889373779297	55602545	61446
845	527	430.889343261719	43642	7.3549	430.889343261719	55665160	61532
846	394	430.889343261719	74497	7.36483166666667	430.889312744141	55782287	61569
847	299	430.889373779297	87213	7.37537666666667	430.889312744141	55915722	61612
848	359	430.889312744141	69291	7.385825	430.889251708984	56028620	61656
849	628	430.889770507813	35837	7.39632333333333	430.89013671875	56087505	61710
850	553	430.888977050781	47338	7.4068	430.889099121094	56160759	61803
851	600	430.889343261719	56162	7.41712666666667	430.889312744141	56244197	61905
852	518	430.889251708984	52224	7.42658	430.889251708984	56322592	61982
853	594	430.888885498047	62372	7.43633	430.889434814453	56418635	62079
854	549	430.889251708984	53936	7.44607166666667	430.889282226563	56500572	62166
855	327	430.888458251953	110411	7.45585166666667	430.888397216797	56675595	62227
857	358	430.889282226563	102554	7.46911166666667	430.889251708984	56837026	62277
858	378	430.889282226563	100446	7.479075	430.889221191406	56992967	62331
859	408	430.889221191406	101520	7.48962	430.889221191406	57151862	62387
860	399	430.889129638672	100136	7.50016166666667	430.889099121094	57313591	62439
861	341	430.88916015625	101158	7.51055333333333	430.889099121094	57470459	62491
862	447	430.889251708984	95460	7.52105166666667	430.889221191406	57620105	62535
863	519	430.88916015625	50491	7.53159166666667	430.889190673828	57698815	62615
864	587	430.889251708984	53607	7.54135833333333	430.889434814453	57783364	62720
865	563	430.888977050781	53127	7.55117833333333	430.889404296875	57867734	62817
866	491	430.889434814453	57607	7.561165	430.889373779297	57952759	62907
867	562	430.889434814453	53737	7.57099833333333	430.889434814453	58035773	63005
868	633	430.889526367188	54245	7.58077333333333	430.889373779297	58123452	63121
869	560	430.889434814453	52427	7.59059666666667	430.889404296875	58205536	63211
870	638	430.889434814453	51064	7.60040833333333	430.889556884766	58281323	63295
871	664	430.889617919922	60626	7.61036666666667	430.889556884766	58373871	63391
872	594	430.88916015625	50480	7.62025333333333	430.889373779297	58455430	63478
873	667	430.889068603516	47282	7.630275	430.889404296875	58528148	63572
875	631	430.88916015625	40847	7.64385333333333	430.889373779297	58592979	63654
876	657	430.889617919922	52225	7.65334	430.889465332031	58672915	63767
877	657	430.889068603516	53579	7.66322	430.889465332031	58756867	63875
878	712	430.889617919922	61036	7.67323	430.889617919922	58848368	63966
879	498	430.889617919922	57074	7.68304333333333	430.889495849609	58934906	64059
881	559	430.889251708984	55594	7.696305	430.889556884766	59022078	64147
882	479	430.888977050781	52708	7.70562833333333	430.889343261719	59106603	64236
883	560	430.889526367188	42535	7.71563833333333	430.889495849609	59176207	64315
884	568	430.889526367188	53923	7.72573666666667	430.889465332031	59258839	64414
885	599	430.889251708984	51383	7.73565666666667	430.889343261719	59336789	64506
886	643	430.888885498047	56025	7.74558833333333	430.889190673828	59419289	64596
888	520	430.889251708984	59021	7.75934333333333	430.88916015625	59507302	64706
889	570	430.888885498047	56732	7.76870166666667	430.889007568359	59593687	64803
890	648	430.888977050781	51074	7.77858833333333	430.889099121094	59675462	64906
892	641	430.888732910156	52453	7.79218166666667	430.888946533203	59754377	65001
894	547	430.888732910156	52980	7.80527	430.888946533203	59838184	65094
895	626	430.888885498047	54716	7.81475	430.888885498047	59919342	65187
896	574	430.888885498047	49180	7.824685	430.888977050781	59995258	65273
897	637	430.888793945313	51561	7.83454666666667	430.888946533203	60074688	65356
899	682	430.888549804688	50835	7.84819	430.888916015625	60151692	65463
900	637	430.888549804688	54327	7.85749833333333	430.888977050781	60235577	65534
901	674	430.888793945313	52991	7.86759333333333	430.889221191406	60316797	65628
902	551	430.888793945313	57562	7.87760333333333	430.889038085938	60407316	65717
904	596	430.88916015625	65831	7.89115	430.889068603516	60513743	65805
906	455	430.888977050781	62383	7.90405666666667	430.889068603516	60608524	65891
907	734	430.88916015625	65832	7.91336166666667	430.889221191406	60713765	65992
911	667	430.888793945313	53386	7.93376333333333	430.889221191406	60795038	66078
912	609	430.889343261719	60589	7.94326166666667	430.88916015625	60885651	66157
914	505	430.889068603516	56607	7.956715	430.889007568359	60970242	66227
915	473	430.888885498047	49813	7.96621	430.888885498047	61045965	66312
916	538	430.889068603516	47425	7.97630666666667	430.889007568359	61119114	66384
918	697	430.888977050781	40534	7.98990333333333	430.889099121094	61180805	66451
920	540	430.888641357422	36370	8.00307666666667	430.889068603516	61235417	66513
921	606	430.888885498047	39371	8.01281	430.889251708984	61294937	66590
922	518	430.888732910156	42407	8.02283666666667	430.889007568359	61364268	66660
923	327	430.88916015625	78503	8.03305333333333	430.889129638672	61487744	66704
924	600	430.888732910156	47832	8.04356	430.889099121094	61561989	66822
925	556	430.888732910156	49007	8.05343	430.889099121094	61640744	66898
927	687	430.888641357422	49488	8.06690333333333	430.888977050781	61712615	66994
928	571	430.888793945313	46660	8.07636833333333	430.888916015625	61782940	67060
929	412	430.88818359375	99927	8.08651666666667	430.88818359375	61943687	67115
930	369	430.888732910156	113044	8.09647333333333	430.888824462891	62123429	67172
932	488	430.888732910156	53723	8.11047333333333	430.888763427734	62206606	67262
933	565	430.888793945313	61213	8.12004333333333	430.888916015625	62300583	67341
934	647	430.888732910156	52640	8.12994833333333	430.889099121094	62385331	67444
935	495	430.888977050781	49829	8.13993166666667	430.889434814453	62463621	67515
938	570	430.889068603516	44687	8.15742333333333	430.889404296875	62530785	67589
939	542	430.88916015625	44376	8.16690666666667	430.889343261719	62604372	67662
940	589	430.889343261719	46156	8.17696333333333	430.889556884766	62677917	67724
941	723	430.889434814453	51837	8.187165	430.889312744141	62761229	67809
942	523	430.889068603516	53487	8.197015	430.889312744141	62846158	67900
944	586	430.88916015625	53047	8.21052666666667	430.889373779297	62925278	67982
945	546	430.888977050781	57561	8.22005166666667	430.889434814453	63009206	68074
946	649	430.889526367188	59154	8.22993666666667	430.889495849609	63098678	68168
948	581	430.888793945313	54788	8.24341	430.889099121094	63180925	68266
949	607	430.889343261719	46636	8.25273166666667	430.889251708984	63258006	68344
951	613	430.888977050781	48534	8.26630166666667	430.889343261719	63333199	68440
953	607	430.889068603516	52093	8.279325	430.889373779297	63413543	68535
954	583	430.889068603516	46647	8.28869166666667	430.889434814453	63484195	68638
955	632	430.889068603516	41735	8.29865	430.889221191406	63551832	68729
956	586	430.889343261719	41291	8.30865666666667	430.889282226563	63615692	68810
957	662	430.889068603516	39303	8.31874333333333	430.889373779297	63676708	68896
958	604	430.88916015625	38096	8.32876	430.889282226563	63735954	68984
959	560	430.889343261719	41015	8.33878	430.889343261719	63798069	69070
960	711	430.889251708984	44024	8.34881	430.889251708984	63866171	69170
961	356	430.889312744141	69923	8.35893333333333	430.889312744141	63978370	69221
962	347	430.889129638672	73283	8.36934	430.889129638672	64094041	69270
963	385	430.888946533203	73359	8.37988166666667	430.888885498047	64214914	69315
964	392	430.889068603516	126292	8.39032333333333	430.889068603516	64414993	69365
965	610	430.889251708984	41423	8.40084166666667	430.889282226563	64481289	69462
967	653	430.888641357422	45945	8.41419166666667	430.888977050781	64551601	69540
969	405	430.889221191406	114356	8.427075	430.889129638672	64730351	69591
970	352	430.88916015625	87967	8.43705	430.88916015625	64873039	69643
971	397	430.889129638672	91689	8.44758	430.88916015625	65023618	69691
972	349	430.888854980469	82412	8.458025	430.888885498047	65159196	69736
973	358	430.888854980469	81553	8.46852166666667	430.888946533203	65294299	69776
974	388	430.889099121094	78207	8.47901	430.889099121094	65415623	69828
975	290	430.88916015625	70949	8.48953333333333	430.889129638672	65527813	69874
976	684	430.889068603516	40603	8.49999	430.889129638672	65590678	69990
978	740	430.889251708984	62521	8.51323833333333	430.889282226563	65684869	70088
979	535	430.889251708984	38000	8.522785	430.889190673828	65745017	70164
980	528	430.888732910156	36931	8.53291	430.889068603516	65799801	70236
981	645	430.888732910156	34761	8.542855	430.889221191406	65851949	70324
982	659	430.888885498047	46133	8.55290166666667	430.88916015625	65923265	70391
983	397	430.889129638672	67285	8.56310166666667	430.889099121094	66033214	70443
