MZ	RT	angle	magnitude
427874.824645996	5316.16550000028	0.0124239419255164	700.91375747175
15193.3013772784	-5141.53266209097	-0.326310657981565	26.2730440872717
-4089.75954981776	806.138563788413	-0.194616601684286	6.82793129883862
3898.33315936875	-5921.23050407992	-0.988562808917791	11.6122616313356
-9079.28925846419	-3583.46598900909	0.375916739119718	15.9883326925599
-7042.45807195935	1162.44782695475	-0.163587750845675	11.691649127117
4536.3774475052	491.417664220873	0.107907428277011	7.47406554125495
-4815.31381088872	-2927.8998505958	0.546309761975961	9.2311012890346
-7890.90673717754	3957.14524304651	-0.464832258014535	14.4595198913787
-4683.67334388745	-7156.85704144578	0.991312057686395	14.0101717411967
948.25029396893	-811.216961280334	-0.707671645432174	2.04406038559507
1957.50151788532	11315.2568679983	1.3994951410565	18.8097120867928
-915.661130313624	-6717.56931853049	1.43532284052767	11.1051404692277
2800.43757565694	-1522.6436954172	-0.498006114101555	5.2213198888567
-1285.1315940761	-625.087494618117	0.452708211771744	2.34085139517315
-1458.09121494518	7618.38284895218	-1.38169202394851	12.7054231441874
413.451166095826	396.479996610798	0.764447387438304	0.938302262395618
5401.49998867402	-199.78867855332	-0.0369707756007162	8.85371593873329
-7091.98343932159	4145.12865411251	-0.528930214334221	13.4553954040539
-605.413499358185	911.521048692925	-0.984517657338427	1.79239307090484
7886.81206797493	3904.45294910553	0.45968859601399	14.4150246899452
869.267433855128	-7358.40933179413	-1.45320877601336	12.1368973227033
-1400.83757230955	2413.70348175244	-1.04493680457546	4.57126036083671
-366.21758764532	-990.450757906313	1.21663772522189	1.72970803331418
-4786.96139431764	-2535.49759700687	0.487098915447327	8.87303347273801
-5667.5907895098	-120.226898785208	0.021209871061555	9.28561152468478
3221.19620766071	2980.86718568757	0.74666769157744	7.18888188227229
-1145.73467203163	-3284.61967546361	1.2351748459973	5.69813528837935
6305.52592676647	-1419.13217770301	-0.221373137309168	10.5868131729869
2938.9224949198	6340.82970562961	1.13677944560735	11.4476730367654
1110.70232156577	4085.42164771358	1.30534266182621	6.93482958721409
-6496.38990134874	6744.70411193444	-0.804149265603323	15.3390886459135
-267.760300135751	3254.62791530827	-1.48871055828936	5.34909704378945
11.1906401969399	-2050.92064165811	-1.56533998250022	3.35946137874979
-5940.56530554207	-4997.43142740159	0.699385438611683	12.7158560921858
